GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,DJA001,DJA002
"G3000950","1980","4","8","Montana","30",,"Stillwater","095",,,,,,,,,,,,"STILLWATER",0,0
"G3000970","1980","4","8","Montana","30",,"Sweet Grass","097",,,,,,,,,,,,"SWEET GRASS",0,0
"G3000990","1980","4","8","Montana","30",,"Teton","099",,,,,,,,,,,,"TETON",0,0
"G3001010","1980","4","8","Montana","30",,"Toole","101",,,,,,,,,,,,"TOOLE",36,0
"G3001030","1980","4","8","Montana","30",,"Treasure","103",,,,,,,,,,,,"TREASURE",27,23
"G3001050","1980","4","8","Montana","30",,"Valley","105",,,,,,,,,,,,"VALLEY",71,0
"G3001070","1980","4","8","Montana","30",,"Wheatland","107",,,,,,,,,,,,"WHEATLAND",0,0
"G3001090","1980","4","8","Montana","30",,"Wibaux","109",,,,,,,,,,,,"WIBAUX",0,0
"G3001110","1980","4","8","Montana","30","0880","Yellowstone","111",,,,,,,,,,,,"YELLOWSTONE",2350,671
"G3001130","1980","4","8","Montana","30",,"Yellowstone National Park","113",,,,,,,,,,,,"YELLOWSTONE NATIONAL PARK",0,0
"G3100010","1980","2","4","Nebraska","31",,"Adams","001",,,,,,,,,,,,"ADAMS",263,28
"G3100030","1980","2","4","Nebraska","31",,"Antelope","003",,,,,,,,,,,,"ANTELOPE",0,0
"G3100050","1980","2","4","Nebraska","31",,"Arthur","005",,,,,,,,,,,,"ARTHUR",0,0
"G3100070","1980","2","4","Nebraska","31",,"Banner","007",,,,,,,,,,,,"BANNER",0,0
"G3100090","1980","2","4","Nebraska","31",,"Blaine","009",,,,,,,,,,,,"BLAINE",0,0
"G3100110","1980","2","4","Nebraska","31",,"Boone","011",,,,,,,,,,,,"BOONE",0,0
"G3100130","1980","2","4","Nebraska","31",,"Box Butte","013",,,,,,,,,,,,"BOX BUTTE",404,88
"G3100150","1980","2","4","Nebraska","31",,"Boyd","015",,,,,,,,,,,,"BOYD",0,0
"G3100170","1980","2","4","Nebraska","31",,"Brown","017",,,,,,,,,,,,"BROWN",0,0
"G3100190","1980","2","4","Nebraska","31",,"Buffalo","019",,,,,,,,,,,,"BUFFALO",651,100
"G3100210","1980","2","4","Nebraska","31",,"Burt","021",,,,,,,,,,,,"BURT",33,6
"G3100230","1980","2","4","Nebraska","31",,"Butler","023",,,,,,,,,,,,"BUTLER",0,0
"G3100250","1980","2","4","Nebraska","31",,"Cass","025",,,,,,,,,,,,"CASS",120,20
"G3100270","1980","2","4","Nebraska","31",,"Cedar","027",,,,,,,,,,,,"CEDAR",56,2
"G3100290","1980","2","4","Nebraska","31",,"Chase","029",,,,,,,,,,,,"CHASE",53,15
"G3100310","1980","2","4","Nebraska","31",,"Cherry","031",,,,,,,,,,,,"CHERRY",0,0
"G3100330","1980","2","4","Nebraska","31",,"Cheyenne","033",,,,,,,,,,,,"CHEYENNE",206,68
"G3100350","1980","2","4","Nebraska","31",,"Clay","035",,,,,,,,,,,,"CLAY",41,12
"G3100370","1980","2","4","Nebraska","31",,"Colfax","037",,,,,,,,,,,,"COLFAX",192,2
"G3100390","1980","2","4","Nebraska","31",,"Cuming","039",,,,,,,,,,,,"CUMING",42,8
"G3100410","1980","2","4","Nebraska","31",,"Custer","041",,,,,,,,,,,,"CUSTER",20,14
"G3100430","1980","2","4","Nebraska","31","7720","Dakota","043",,,,,,,,,,,,"DAKOTA",448,33
"G3100450","1980","2","4","Nebraska","31",,"Dawes","045",,,,,,,,,,,,"DAWES",65,25
"G3100470","1980","2","4","Nebraska","31",,"Dawson","047",,,,,,,,,,,,"DAWSON",604,45
"G3100490","1980","2","4","Nebraska","31",,"Deuel","049",,,,,,,,,,,,"DEUEL",38,39
"G3100510","1980","2","4","Nebraska","31",,"Dixon","051",,,,,,,,,,,,"DIXON",0,0
"G3100530","1980","2","4","Nebraska","31",,"Dodge","053",,,,,,,,,,,,"DODGE",132,8
"G3100550","1980","2","4","Nebraska","31","5920","Douglas","055",,,,,,,,,,,,"DOUGLAS",6843,1558
"G3100570","1980","2","4","Nebraska","31",,"Dundy","057",,,,,,,,,,,,"DUNDY",0,0
"G3100590","1980","2","4","Nebraska","31",,"Fillmore","059",,,,,,,,,,,,"FILLMORE",0,0
"G3100610","1980","2","4","Nebraska","31",,"Franklin","061",,,,,,,,,,,,"FRANKLIN",0,0
"G3100630","1980","2","4","Nebraska","31",,"Frontier","063",,,,,,,,,,,,"FRONTIER",32,0
"G3100650","1980","2","4","Nebraska","31",,"Furnas","065",,,,,,,,,,,,"FURNAS",33,21
"G3100670","1980","2","4","Nebraska","31",,"Gage","067",,,,,,,,,,,,"GAGE",83,37
"G3100690","1980","2","4","Nebraska","31",,"Garden","069",,,,,,,,,,,,"GARDEN",0,0
"G3100710","1980","2","4","Nebraska","31",,"Garfield","071",,,,,,,,,,,,"GARFIELD",0,0
"G3100730","1980","2","4","Nebraska","31",,"Gosper","073",,,,,,,,,,,,"GOSPER",0,0
"G3100750","1980","2","4","Nebraska","31",,"Grant","075",,,,,,,,,,,,"GRANT",0,0
"G3100770","1980","2","4","Nebraska","31",,"Greeley","077",,,,,,,,,,,,"GREELEY",0,0
"G3100790","1980","2","4","Nebraska","31",,"Hall","079",,,,,,,,,,,,"HALL",1049,141
"G3100810","1980","2","4","Nebraska","31",,"Hamilton","081",,,,,,,,,,,,"HAMILTON",0,0
"G3100830","1980","2","4","Nebraska","31",,"Harlan","083",,,,,,,,,,,,"HARLAN",0,0
"G3100850","1980","2","4","Nebraska","31",,"Hayes","085",,,,,,,,,,,,"HAYES",0,0
"G3100870","1980","2","4","Nebraska","31",,"Hitchcock","087",,,,,,,,,,,,"HITCHCOCK",30,0
"G3100890","1980","2","4","Nebraska","31",,"Holt","089",,,,,,,,,,,,"HOLT",29,7
"G3100910","1980","2","4","Nebraska","31",,"Hooker","091",,,,,,,,,,,,"HOOKER",0,0
"G3100930","1980","2","4","Nebraska","31",,"Howard","093",,,,,,,,,,,,"HOWARD",0,0
"G3100950","1980","2","4","Nebraska","31",,"Jefferson","095",,,,,,,,,,,,"JEFFERSON",26,24
"G3100970","1980","2","4","Nebraska","31",,"Johnson","097",,,,,,,,,,,,"JOHNSON",0,0
"G3100990","1980","2","4","Nebraska","31",,"Kearney","099",,,,,,,,,,,,"KEARNEY",118,5
"G3101010","1980","2","4","Nebraska","31",,"Keith","101",,,,,,,,,,,,"KEITH",318,42
"G3101030","1980","2","4","Nebraska","31",,"Keya Paha","103",,,,,,,,,,,,"KEYA PAHA",0,0
"G3101050","1980","2","4","Nebraska","31",,"Kimball","105",,,,,,,,,,,,"KIMBALL",59,32
"G3101070","1980","2","4","Nebraska","31",,"Knox","107",,,,,,,,,,,,"KNOX",0,0
"G3101090","1980","2","4","Nebraska","31","4360","Lancaster","109",,,,,,,,,,,,"LANCASTER",2172,236
"G3101110","1980","2","4","Nebraska","31",,"Lincoln","111",,,,,,,,,,,,"LINCOLN",1436,201
"G3101130","1980","2","4","Nebraska","31",,"Logan","113",,,,,,,,,,,,"LOGAN",0,0
"G3101150","1980","2","4","Nebraska","31",,"Loup","115",,,,,,,,,,,,"LOUP",0,0
"G3101170","1980","2","4","Nebraska","31",,"McPherson","117",,,,,,,,,,,,"MCPHERSON",0,0
"G3101190","1980","2","4","Nebraska","31",,"Madison","119",,,,,,,,,,,,"MADISON",110,23
"G3101210","1980","2","4","Nebraska","31",,"Merrick","121",,,,,,,,,,,,"MERRICK",54,0
"G3101230","1980","2","4","Nebraska","31",,"Morrill","123",,,,,,,,,,,,"MORRILL",230,107
"G3101250","1980","2","4","Nebraska","31",,"Nance","125",,,,,,,,,,,,"NANCE",0,0
"G3101270","1980","2","4","Nebraska","31",,"Nemaha","127",,,,,,,,,,,,"NEMAHA",35,3
"G3101290","1980","2","4","Nebraska","31",,"Nuckolls","129",,,,,,,,,,,,"NUCKOLLS",0,0
"G3101310","1980","2","4","Nebraska","31",,"Otoe","131",,,,,,,,,,,,"OTOE",22,20
"G3101330","1980","2","4","Nebraska","31",,"Pawnee","133",,,,,,,,,,,,"PAWNEE",0,0
"G3101350","1980","2","4","Nebraska","31",,"Perkins","135",,,,,,,,,,,,"PERKINS",73,9
"G3101370","1980","2","4","Nebraska","31",,"Phelps","137",,,,,,,,,,,,"PHELPS",89,0
"G3101390","1980","2","4","Nebraska","31",,"Pierce","139",,,,,,,,,,,,"PIERCE",0,0
"G3101410","1980","2","4","Nebraska","31",,"Platte","141",,,,,,,,,,,,"PLATTE",125,4
"G3101430","1980","2","4","Nebraska","31",,"Polk","143",,,,,,,,,,,,"POLK",0,0
"G3101450","1980","2","4","Nebraska","31",,"Red Willow","145",,,,,,,,,,,,"RED WILLOW",239,38
"G3101470","1980","2","4","Nebraska","31",,"Richardson","147",,,,,,,,,,,,"RICHARDSON",58,8
"G3101490","1980","2","4","Nebraska","31",,"Rock","149",,,,,,,,,,,,"ROCK",0,0
"G3101510","1980","2","4","Nebraska","31",,"Saline","151",,,,,,,,,,,,"SALINE",38,3
"G3101530","1980","2","4","Nebraska","31","5920","Sarpy","153",,,,,,,,,,,,"SARPY",2252,62
"G3101550","1980","2","4","Nebraska","31",,"Saunders","155",,,,,,,,,,,,"SAUNDERS",59,11
"G3101570","1980","2","4","Nebraska","31",,"Scotts Bluff","157",,,,,,,,,,,,"SCOTTS BLUFF",3287,1414
"G3101590","1980","2","4","Nebraska","31",,"Seward","159",,,,,,,,,,,,"SEWARD",39,31
"G3101610","1980","2","4","Nebraska","31",,"Sheridan","161",,,,,,,,,,,,"SHERIDAN",33,48
"G3101630","1980","2","4","Nebraska","31",,"Sherman","163",,,,,,,,,,,,"SHERMAN",0,0
"G3101650","1980","2","4","Nebraska","31",,"Sioux","165",,,,,,,,,,,,"SIOUX",35,3
"G3101670","1980","2","4","Nebraska","31",,"Stanton","167",,,,,,,,,,,,"STANTON",0,0
"G3101690","1980","2","4","Nebraska","31",,"Thayer","169",,,,,,,,,,,,"THAYER",53,5
"G3101710","1980","2","4","Nebraska","31",,"Thomas","171",,,,,,,,,,,,"THOMAS",0,0
"G3101730","1980","2","4","Nebraska","31",,"Thurston","173",,,,,,,,,,,,"THURSTON",28,39
"G3101750","1980","2","4","Nebraska","31",,"Valley","175",,,,,,,,,,,,"VALLEY",0,0
"G3101770","1980","2","4","Nebraska","31",,"Washington","177",,,,,,,,,,,,"WASHINGTON",78,7
"G3101790","1980","2","4","Nebraska","31",,"Wayne","179",,,,,,,,,,,,"WAYNE",24,0
"G3101810","1980","2","4","Nebraska","31",,"Webster","181",,,,,,,,,,,,"WEBSTER",0,0
"G3101830","1980","2","4","Nebraska","31",,"Wheeler","183",,,,,,,,,,,,"WHEELER",0,0
"G3101850","1980","2","4","Nebraska","31",,"York","185",,,,,,,,,,,,"YORK",71,4
"G3200010","1980","4","8","Nevada","32",,"Churchill","001",,,,,,,,,,,,"CHURCHILL",506,47
"G3200030","1980","4","8","Nevada","32","4120","Clark","003",,,,,,,,,,,,"CLARK",30376,4443
"G3200050","1980","4","8","Nevada","32",,"Douglas","005",,,,,,,,,,,,"DOUGLAS",685,26
"G3200070","1980","4","8","Nevada","32",,"Elko","007",,,,,,,,,,,,"ELKO",1509,294
"G3200090","1980","4","8","Nevada","32",,"Esmeralda","009",,,,,,,,,,,,"ESMERALDA",55,15
"G3200110","1980","4","8","Nevada","32",,"Eureka","011",,,,,,,,,,,,"EUREKA",60,37
"G3200130","1980","4","8","Nevada","32",,"Humboldt","013",,,,,,,,,,,,"HUMBOLDT",1121,267
"G3200150","1980","4","8","Nevada","32",,"Lander","015",,,,,,,,,,,,"LANDER",307,105
"G3200170","1980","4","8","Nevada","32",,"Lincoln","017",,,,,,,,,,,,"LINCOLN",215,45
"G3200190","1980","4","8","Nevada","32",,"Lyon","019",,,,,,,,,,,,"LYON",529,155
"G3200210","1980","4","8","Nevada","32",,"Mineral","021",,,,,,,,,,,,"MINERAL",374,74
"G3200230","1980","4","8","Nevada","32",,"Nye","023",,,,,,,,,,,,"NYE",340,153
"G3200270","1980","4","8","Nevada","32",,"Pershing","027",,,,,,,,,,,,"PERSHING",340,64
"G3200290","1980","4","8","Nevada","32",,"Storey","029",,,,,,,,,,,,"STOREY",25,6
"G3200310","1980","4","8","Nevada","32","6720","Washoe","031",,,,,,,,,,,,"WASHOE",8388,939
"G3200330","1980","4","8","Nevada","32",,"White Pine","033",,,,,,,,,,,,"WHITE PINE",701,48
"G3205100","1980","4","8","Nevada","32",,"Carson City","510",,,,,,,,,,,,"CARSON CITY",1012,143
"G3300010","1980","1","1","New Hampshire","33",,"Belknap","001",,,,,,,,,,,,"BELKNAP",135,7
"G3300030","1980","1","1","New Hampshire","33",,"Carroll","003",,,,,,,,,,,,"CARROLL",83,19
"G3300050","1980","1","1","New Hampshire","33",,"Cheshire","005",,,,,,,,,,,,"CHESHIRE",155,16
"G3300070","1980","1","1","New Hampshire","33",,"Coos","007",,,,,,,,,,,,"COOS",42,21
"G3300090","1980","1","1","New Hampshire","33",,"Grafton","009",,,,,,,,,,,,"GRAFTON",165,72
"G3300110","1980","1","1","New Hampshire","33",,"Hillsborough","011",,,,,,,,,,,,"HILLSBOROUGH",1871,461
"G3300130","1980","1","1","New Hampshire","33",,"Merrimack","013",,,,,,,,,,,,"MERRIMACK",353,78
"G3300150","1980","1","1","New Hampshire","33",,"Rockingham","015",,,,,,,,,,,,"ROCKINGHAM",908,69
"G3300170","1980","1","1","New Hampshire","33",,"Strafford","017",,,,,,,,,,,,"STRAFFORD",356,39
"G3300190","1980","1","1","New Hampshire","33",,"Sullivan","019",,,,,,,,,,,,"SULLIVAN",105,23
"G3400010","1980","1","2","New Jersey","34","0560","Atlantic","001",,,,,,,,,,,,"ATLANTIC",4596,2963
"G3400030","1980","1","2","New Jersey","34","5600","Bergen","003",,,,,,"70",,,,,,"BERGEN",26194,2322
"G3400050","1980","1","2","New Jersey","34","6160","Burlington","005",,,,,,"77",,,,,,"BURLINGTON",6986,943
"G3400070","1980","1","2","New Jersey","34","6160","Camden","007",,,,,,"77",,,,,,"CAMDEN",11049,9993
"G3400090","1980","1","2","New Jersey","34",,"Cape May","009",,,,,,,,,,,,"CAPE MAY",835,275
"G3400110","1980","1","2","New Jersey","34","8760","Cumberland","011",,,,,,,,,,,,"CUMBERLAND",7591,4630
"G3400130","1980","1","2","New Jersey","34","5640","Essex","013",,,,,,"70",,,,,,"ESSEX",48851,27710
"G3400150","1980","1","2","New Jersey","34","6160","Gloucester","015",,,,,,"77",,,,,,"GLOUCESTER",1913,306
"G3400170","1980","1","2","New Jersey","34","3640","Hudson","017",,,,,,"70",,,,,,"HUDSON",106822,37964
"G3400190","1980","1","2","New Jersey","34",,"Hunterdon","019",,,,,,,,,,,,"HUNTERDON",638,92
"G3400210","1980","1","2","New Jersey","34","8480","Mercer","021",,,,,,"77",,,,,,"MERCER",7349,2887
"G3400230","1980","1","2","New Jersey","34","5460","Middlesex","023",,,,,,"70",,,,,,"MIDDLESEX",26300,7041
"G3400250","1980","1","2","New Jersey","34","4410","Monmouth","025",,,,,,"70",,,,,,"MONMOUTH",9808,2875
"G3400270","1980","1","2","New Jersey","34","5640","Morris","027",,,,,,"70",,,,,,"MORRIS",10030,666
"G3400290","1980","1","2","New Jersey","34",,"Ocean","029",,,,,,,,,,,,"OCEAN",6450,1687
"G3400310","1980","1","2","New Jersey","34","6040","Passaic","031",,,,,,"70",,,,,,"PASSAIC",42282,19275
"G3400330","1980","1","2","New Jersey","34","9160","Salem","033",,,,,,"77",,,,,,"SALEM",690,364
"G3400350","1980","1","2","New Jersey","34","5640","Somerset","035",,,,,,"70",,,,,,"SOMERSET",3913,284
"G3400370","1980","1","2","New Jersey","34",,"Sussex","037",,,,,,,,,,,,"SUSSEX",1849,108
"G3400390","1980","1","2","New Jersey","34","5640","Union","039",,,,,,"70",,,,,,"UNION",33639,6696
"G3400410","1980","1","2","New Jersey","34","0240","Warren","041",,,,,,,,,,,,"WARREN",786,109
"G3500010","1980","4","8","New Mexico","35","0200","Bernalillo","001",,,,,,,,,,,,"BERNALILLO",124680,28486
"G3500030","1980","4","8","New Mexico","35",,"Catron","003",,,,,,,,,,,,"CATRON",600,178
"G3500050","1980","4","8","New Mexico","35",,"Chaves","005",,,,,,,,,,,,"CHAVES",10224,5143
"G3500070","1980","4","8","New Mexico","35",,"Colfax","007",,,,,,,,,,,,"COLFAX",4787,1587
"G3500090","1980","4","8","New Mexico","35",,"Curry","009",,,,,,,,,,,,"CURRY",5652,2371
"G3500110","1980","4","8","New Mexico","35",,"De Baca","011",,,,,,,,,,,,"DE BACA",513,237
"G3500130","1980","4","8","New Mexico","35","4100","Dona Ana","013",,,,,,,,,,,,"DONA ANA",34172,14911
"G3500150","1980","4","8","New Mexico","35",,"Eddy","015",,,,,,,,,,,,"EDDY",10900,3689
"G3500170","1980","4","8","New Mexico","35",,"Grant","017",,,,,,,,,,,,"GRANT",10640,2591
"G3500190","1980","4","8","New Mexico","35",,"Guadalupe","019",,,,,,,,,,,,"GUADALUPE",2516,1190
"G3500210","1980","4","8","New Mexico","35",,"Harding","021",,,,,,,,,,,,"HARDING",384,99
"G3500230","1980","4","8","New Mexico","35",,"Hidalgo","023",,,,,,,,,,,,"HIDALGO",2256,587
"G3500250","1980","4","8","New Mexico","35",,"Lea","025",,,,,,,,,,,,"LEA",9015,2810
"G3500270","1980","4","8","New Mexico","35",,"Lincoln","027",,,,,,,,,,,,"LINCOLN",2034,817
"G3500280","1980","4","8","New Mexico","35",,"Los Alamos","028",,,,,,,,,,,,"LOS ALAMOS",1955,120
"G3500290","1980","4","8","New Mexico","35",,"Luna","029",,,,,,,,,,,,"LUNA",4134,2028
"G3500310","1980","4","8","New Mexico","35",,"McKinley","031",,,,,,,,,,,,"MCKINLEY",5746,1774
"G3500330","1980","4","8","New Mexico","35",,"Mora","033",,,,,,,,,,,,"MORA",2136,1504
"G3500350","1980","4","8","New Mexico","35",,"Otero","035",,,,,,,,,,,,"OTERO",7375,2178
"G3500370","1980","4","8","New Mexico","35",,"Quay","037",,,,,,,,,,,,"QUAY",2840,898
"G3500390","1980","4","8","New Mexico","35",,"Rio Arriba","039",,,,,,,,,,,,"RIO ARRIBA",15437,6371
"G3500410","1980","4","8","New Mexico","35",,"Roosevelt","041",,,,,,,,,,,,"ROOSEVELT",1714,1439
"G3500430","1980","4","8","New Mexico","35","0200","Sandoval","043",,,,,,,,,,,,"SANDOVAL",7729,1807
"G3500450","1980","4","8","New Mexico","35",,"San Juan","045",,,,,,,,,,,,"SAN JUAN",8125,1364
"G3500470","1980","4","8","New Mexico","35",,"San Miguel","047",,,,,,,,,,,,"SAN MIGUEL",11799,5815
"G3500490","1980","4","8","New Mexico","35",,"Santa Fe","049",,,,,,,,,,,,"SANTA FE",34151,6741
"G3500510","1980","4","8","New Mexico","35",,"Sierra","051",,,,,,,,,,,,"SIERRA",1595,541
"G3500530","1980","4","8","New Mexico","35",,"Socorro","053",,,,,,,,,,,,"SOCORRO",4164,1666
"G3500550","1980","4","8","New Mexico","35",,"Taos","055",,,,,,,,,,,,"TAOS",9268,4110
"G3500570","1980","4","8","New Mexico","35",,"Torrance","057",,,,,,,,,,,,"TORRANCE",2074,989
"G3500590","1980","4","8","New Mexico","35",,"Union","059",,,,,,,,,,,,"UNION",1029,408
"G3500610","1980","4","8","New Mexico","35",,"Valencia","061",,,,,,,,,,,,"VALENCIA",21927,4652
"G3600010","1980","1","2","New York","36","0160","Albany","001",,,,,,,,,,,,"ALBANY",1911,709
"G3600030","1980","1","2","New York","36",,"Allegany","003",,,,,,,,,,,,"ALLEGANY",126,43
"G3600050","1980","1","2","New York","36","5600","Bronx","005",,,,,,"70",,,,,,"BRONX",229192,161277
"G3600070","1980","1","2","New York","36","0960","Broome","007",,,,,,,,,,,,"BROOME",1272,281
"G3600090","1980","1","2","New York","36",,"Cattaraugus","009",,,,,,,,,,,,"CATTARAUGUS",303,94
"G3600110","1980","1","2","New York","36",,"Cayuga","011",,,,,,,,,,,,"CAYUGA",256,39
"G3600130","1980","1","2","New York","36",,"Chautauqua","013",,,,,,,,,,,,"CHAUTAUQUA",1466,807
"G3600150","1980","1","2","New York","36","2335","Chemung","015",,,,,,,,,,,,"CHEMUNG",453,191
"G3600170","1980","1","2","New York","36",,"Chenango","017",,,,,,,,,,,,"CHENANGO",186,73
"G3600190","1980","1","2","New York","36",,"Clinton","019",,,,,,,,,,,,"CLINTON",561,94
"G3600210","1980","1","2","New York","36",,"Columbia","021",,,,,,,,,,,,"COLUMBIA",441,41
"G3600230","1980","1","2","New York","36",,"Cortland","023",,,,,,,,,,,,"CORTLAND",239,56
"G3600250","1980","1","2","New York","36",,"Delaware","025",,,,,,,,,,,,"DELAWARE",204,50
"G3600270","1980","1","2","New York","36","6460","Dutchess","027",,,,,,,,,,,,"DUTCHESS",3952,733
"G3600290","1980","1","2","New York","36","1280","Erie","029",,,,,,,,,,,,"ERIE",9701,3718
"G3600310","1980","1","2","New York","36",,"Essex","031",,,,,,,,,,,,"ESSEX",134,31
"G3600330","1980","1","2","New York","36",,"Franklin","033",,,,,,,,,,,,"FRANKLIN",77,12
"G3600350","1980","1","2","New York","36",,"Fulton","035",,,,,,,,,,,,"FULTON",256,92
"G3600370","1980","1","2","New York","36",,"Genesee","037",,,,,,,,,,,,"GENESEE",179,51
"G3600390","1980","1","2","New York","36",,"Greene","039",,,,,,,,,,,,"GREENE",228,115
"G3600410","1980","1","2","New York","36",,"Hamilton","041",,,,,,,,,,,,"HAMILTON",0,0
"G3600430","1980","1","2","New York","36","8680","Herkimer","043",,,,,,,,,,,,"HERKIMER",138,73
"G3600450","1980","1","2","New York","36",,"Jefferson","045",,,,,,,,,,,,"JEFFERSON",400,133
"G3600470","1980","1","2","New York","36","5600","Kings","047",,,,,,"70",,,,,,"KINGS",226087,164987
"G3600490","1980","1","2","New York","36",,"Lewis","049",,,,,,,,,,,,"LEWIS",88,9
"G3600510","1980","1","2","New York","36","6840","Livingston","051",,,,,,,,,,,,"LIVINGSTON",121,116
"G3600530","1980","1","2","New York","36","8160","Madison","053",,,,,,,,,,,,"MADISON",176,76
"G3600550","1980","1","2","New York","36","6840","Monroe","055",,,,,,,,,,,,"MONROE",11243,4791
"G3600570","1980","1","2","New York","36","0160","Montgomery","057",,,,,,,,,,,,"MONTGOMERY",1147,450
"G3600590","1980","1","2","New York","36","5380","Nassau","059",,,,,,"70",,,,,,"NASSAU",38157,4733
"G3600610","1980","1","2","New York","36","5600","New York","061",,,,,,"70",,,,,,"NEW YORK",212020,119976
"G3600630","1980","1","2","New York","36","1280","Niagara","063",,,,,,,,,,,,"NIAGARA",1336,398
"G3600650","1980","1","2","New York","36","8680","Oneida","065",,,,,,,,,,,,"ONEIDA",1614,759
"G3600670","1980","1","2","New York","36","8160","Onondaga","067",,,,,,,,,,,,"ONONDAGA",3861,1148
"G3600690","1980","1","2","New York","36","6840","Ontario","069",,,,,,,,,,,,"ONTARIO",656,281
"G3600710","1980","1","2","New York","36","5660","Orange","071",,,,,,,,,,,,"ORANGE",7967,2376
"G3600730","1980","1","2","New York","36","6840","Orleans","073",,,,,,,,,,,,"ORLEANS",161,146
"G3600750","1980","1","2","New York","36","8160","Oswego","075",,,,,,,,,,,,"OSWEGO",424,97
"G3600770","1980","1","2","New York","36",,"Otsego","077",,,,,,,,,,,,"OTSEGO",287,159
"G3600790","1980","1","2","New York","36","5600","Putnam","079",,,,,,"70",,,,,,"PUTNAM",955,29
"G3600810","1980","1","2","New York","36","5600","Queens","081",,,,,,"70",,,,,,"QUEENS",213491,48352
"G3600830","1980","1","2","New York","36","0160","Rensselaer","083",,,,,,,,,,,,"RENSSELAER",820,220
"G3600850","1980","1","2","New York","36","5600","Richmond","085",,,,,,"70",,,,,,"RICHMOND",15131,3419
"G3600870","1980","1","2","New York","36","5600","Rockland","087",,,,,,"70",,,,,,"ROCKLAND",9555,2065
"G3600890","1980","1","2","New York","36",,"St Lawrence","089",,,,,,,,,,,,"ST. LAWRENCE",393,97
"G3600910","1980","1","2","New York","36","0160","Saratoga","091",,,,,,,,,,,,"SARATOGA",783,124
"G3600930","1980","1","2","New York","36","0160","Schenectady","093",,,,,,,,,,,,"SCHENECTADY",1248,203
"G3600950","1980","1","2","New York","36",,"Schoharie","095",,,,,,,,,,,,"SCHOHARIE",194,51
"G3600970","1980","1","2","New York","36",,"Schuyler","097",,,,,,,,,,,,"SCHUYLER",57,16
"G3600990","1980","1","2","New York","36",,"Seneca","099",,,,,,,,,,,,"SENECA",190,23
"G3601010","1980","1","2","New York","36",,"Steuben","101",,,,,,,,,,,,"STEUBEN",218,111
"G3601030","1980","1","2","New York","36","5380","Suffolk","103",,,,,,"70",,,,,,"SUFFOLK",50369,6745
"G3601050","1980","1","2","New York","36",,"Sullivan","105",,,,,,,,,,,,"SULLIVAN",1677,528
"G3601070","1980","1","2","New York","36","0960","Tioga","107",,,,,,,,,,,,"TIOGA",138,100
"G3601090","1980","1","2","New York","36",,"Tompkins","109",,,,,,,,,,,,"TOMPKINS",722,391
"G3601110","1980","1","2","New York","36",,"Ulster","111",,,,,,,,,,,,"ULSTER",3264,939
"G3601130","1980","1","2","New York","36","2975","Warren","113",,,,,,,,,,,,"WARREN",395,34
"G3601150","1980","1","2","New York","36","2975","Washington","115",,,,,,,,,,,,"WASHINGTON",170,40
"G3601170","1980","1","2","New York","36","6840","Wayne","117",,,,,,,,,,,,"WAYNE",803,164
"G3601190","1980","1","2","New York","36","5600","Westchester","119",,,,,,"70",,,,,,"WESTCHESTER",36070,7936
"G3601210","1980","1","2","New York","36",,"Wyoming","121",,,,,,,,,,,,"WYOMING",44,46
"G3601230","1980","1","2","New York","36",,"Yates","123",,,,,,,,,,,,"YATES",123,61
"G3700010","1980","3","5","North Carolina","37","1300","Alamance","001",,,,,,,,,,,,"ALAMANCE",498,136
"G3700030","1980","3","5","North Carolina","37","3290","Alexander","003",,,,,,,,,,,,"ALEXANDER",196,25
"G3700050","1980","3","5","North Carolina","37",,"Alleghany","005",,,,,,,,,,,,"ALLEGHANY",33,49
"G3700070","1980","3","5","North Carolina","37",,"Anson","007",,,,,,,,,,,,"ANSON",185,80
"G3700090","1980","3","5","North Carolina","37",,"Ashe","009",,,,,,,,,,,,"ASHE",158,4
"G3700110","1980","3","5","North Carolina","37",,"Avery","011",,,,,,,,,,,,"AVERY",51,36
"G3700130","1980","3","5","North Carolina","37",,"Beaufort","013",,,,,,,,,,,,"BEAUFORT",78,81
"G3700150","1980","3","5","North Carolina","37",,"Bertie","015",,,,,,,,,,,,"BERTIE",171,132
"G3700170","1980","3","5","North Carolina","37",,"Bladen","017",,,,,,,,,,,,"BLADEN",121,40
"G3700190","1980","3","5","North Carolina","37","9200","Brunswick","019",,,,,,,,,,,,"BRUNSWICK",229,87
"G3700210","1980","3","5","North Carolina","37","0480","Buncombe","021",,,,,,,,,,,,"BUNCOMBE",727,132
"G3700230","1980","3","5","North Carolina","37",,"Burke","023",,,,,,,,,,,,"BURKE",264,22
"G3700250","1980","3","5","North Carolina","37","7140","Cabarrus","025",,,,,,,,,,,,"CABARRUS",463,73
"G3700270","1980","3","5","North Carolina","37",,"Caldwell","027",,,,,,,,,,,,"CALDWELL",309,64
"G3700290","1980","3","5","North Carolina","37",,"Camden","029",,,,,,,,,,,,"CAMDEN",58,0
"G3700310","1980","3","5","North Carolina","37",,"Carteret","031",,,,,,,,,,,,"CARTERET",282,85
