GISJOIN,YEAR,COUNTY,COUNTYA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,ANPSADPI,EKT001,EKT002,EKT003,EKT004,EKT005,EKT006,EKT007,EKT008,EKT009,EKT010,EKT011,EKT012,EKT013,EKT014,EKT015,EKT016,EKT017,EKT018,EKT019,EKT020
"G0501050","1990","Perry","105","7","9999",,"9999","3","Arkansas","05","Perry County",6026,134,25,29,0,55,0,0,0,0,1549,31,11,0,0,0,0,9,0,0
"G0501070","1990","Phillips","107","7","9999",,"9999","3","Arkansas","05","Phillips County",10193,5833,6,49,0,47,42,0,18,5,2503,9549,29,65,0,20,8,0,0,55
"G0501090","1990","Pike","109","7","9999",,"9999","3","Arkansas","05","Pike County",7792,269,25,0,0,39,0,3,0,5,1644,120,7,0,0,7,0,0,0,0
"G0501110","1990","Poinsett","111","7","9999",,"9999","3","Arkansas","05","Poinsett County",17111,859,51,20,0,31,0,0,0,24,5219,954,20,6,0,21,3,0,0,0
"G0501130","1990","Polk","113","7","9999",,"9999","3","Arkansas","05","Polk County",13565,0,109,30,3,185,0,2,0,62,3030,0,5,23,0,61,0,0,0,50
"G0501150","1990","Pope","115","7","9999",,"9999","3","Arkansas","05","Pope County",35891,686,209,197,3,182,0,0,0,54,6299,276,90,0,0,68,0,0,0,17
"G0501170","1990","Prairie","117","7","9999",,"9999","3","Arkansas","05","Prairie County",6584,638,40,0,0,22,0,0,0,0,1488,650,3,0,0,0,0,0,0,0
"G0501190","1990","Pulaski","119","7","4400",,"9999","3","Arkansas","05","Pulaski County",225987,62184,1022,2082,44,1919,127,61,92,797,19478,27699,129,244,14,349,101,38,0,151
"G0501210","1990","Randolph","121","7","9999",,"9999","3","Arkansas","05","Randolph County",12781,73,19,22,0,34,0,0,0,0,3231,48,19,0,0,9,0,0,0,0
"G0501230","1990","St Francis","123","7","9999",,"9999","3","Arkansas","05","St. Francis County",12084,5480,47,101,0,99,0,0,0,15,2293,7953,0,15,0,2,20,0,0,19
"G0501250","1990","Saline","125","7","4400",,"9999","3","Arkansas","05","Saline County",55337,784,252,244,43,294,0,0,10,123,5431,316,40,3,0,29,0,8,0,18
"G0501270","1990","Scott","127","7","9999",,"9999","3","Arkansas","05","Scott County",7731,0,49,44,7,20,0,0,0,6,2125,0,18,56,0,0,0,0,0,2
"G0501290","1990","Searcy","129","7","9999",,"9999","3","Arkansas","05","Searcy County",5354,3,19,0,0,35,0,0,0,13,2291,5,13,0,0,0,0,0,0,7
"G0501310","1990","Sebastian","131","7","2720",,"9999","3","Arkansas","05","Sebastian County",76443,3791,1286,2634,8,464,16,23,6,398,10172,1667,249,528,2,92,0,0,3,90
"G0501330","1990","Sevier","133","7","9999",,"9999","3","Arkansas","05","Sevier County",9746,567,194,17,0,21,0,0,0,326,2005,195,47,0,0,16,0,18,0,206
"G0501350","1990","Sharp","135","7","9999",,"9999","3","Arkansas","05","Sharp County",10735,2,66,15,0,13,0,0,0,25,2955,16,52,0,0,0,0,0,0,3
"G0501370","1990","Stone","137","7","9999",,"9999","3","Arkansas","05","Stone County",7143,0,3,0,0,0,0,0,0,0,2378,0,82,0,0,49,0,0,0,0
"G0501390","1990","Union","139","7","9999",,"9999","3","Arkansas","05","Union County",27966,7516,105,96,0,36,15,28,0,24,3761,6226,37,15,0,48,0,0,0,0
"G0501410","1990","Van Buren","141","7","9999",,"9999","3","Arkansas","05","Van Buren County",10662,13,62,6,0,35,0,0,0,6,2996,4,31,3,0,37,0,0,0,0
"G0501430","1990","Washington","143","7","2580",,"9999","3","Arkansas","05","Washington County",89352,892,1230,591,35,633,9,12,2,263,14358,432,280,388,0,295,0,9,0,152
"G0501450","1990","White","145","7","9999",,"9999","3","Arkansas","05","White County",40596,925,190,59,5,146,0,11,0,35,8835,650,36,0,0,93,0,0,0,69
"G0501470","1990","Woodruff","147","7","9999",,"9999","3","Arkansas","05","Woodruff County",4932,1158,15,15,0,12,4,0,0,0,1576,1659,2,0,2,0,0,0,0,0
"G0501490","1990","Yell","149","7","9999",,"9999","3","Arkansas","05","Yell County",13875,385,101,114,0,82,0,0,6,15,2937,9,16,22,0,15,0,0,0,16
"G0600010","1990","Alameda","001","9","7362",,"5775","4","California","06","Alameda County",624068,170276,5460,159960,2028,69413,3757,1533,5861,68603,38880,46329,782,23017,356,8317,877,278,681,12494
"G0600030","1990","Alpine","003","9","9999",,"9999","4","California","06","Alpine County",712,0,146,2,0,17,0,18,0,10,71,0,117,3,0,9,0,0,0,0
"G0600050","1990","Amador","005","9","9999",,"9999","4","California","06","Amador County",21719,95,392,99,0,780,0,27,22,150,1905,4,67,19,0,123,0,0,0,21
"G0600070","1990","Butte","007","9","1620",,"9999","4","California","06","Butte County",128716,1134,2289,2099,137,5313,50,172,90,3812,25323,798,891,2669,35,1692,6,59,18,1962
"G0600090","1990","Calaveras","009","9","9999",,"9999","4","California","06","Calaveras County",26167,101,474,125,0,1182,0,64,0,214,2813,21,125,29,0,101,0,0,0,91
"G0600110","1990","Colusa","011","9","9999",,"9999","4","California","06","Colusa County",9074,53,223,354,78,1855,5,8,43,2192,878,13,95,21,2,435,0,13,0,664
"G0600130","1990","Contra Costa","013","9","7362",,"5775","4","California","06","Contra Costa County",527616,56273,3894,68221,994,44124,1179,806,2730,28405,25344,14417,555,5357,282,6140,202,92,185,5293
"G0600150","1990","Del Norte","015","9","9999",,"9999","4","California","06","Del Norte County",15298,41,923,166,0,976,8,70,23,225,2336,49,487,182,0,184,0,11,0,48
"G0600170","1990","El Dorado","017","9","6920",,"9999","4","California","06","El Dorado County",104416,315,1071,2195,18,4674,0,140,161,1748,7831,16,134,145,0,1070,0,39,0,312
"G0600190","1990","Fresno","019","9","2840",,"9999","4","California","06","Fresno County",304178,20863,4501,30261,887,58799,629,1035,1319,92214,30703,9636,1087,24835,637,22835,533,707,389,49085
"G0600210","1990","Glenn","021","9","9999",,"9999","4","California","06","Glenn County",16022,21,303,270,6,2028,0,12,0,1428,2157,82,126,467,11,705,47,28,0,621
"G0600230","1990","Humboldt","023","9","9999",,"9999","4","California","06","Humboldt County",86205,437,4042,1363,20,2222,0,190,43,801,15927,254,2070,883,11,686,0,125,0,401
"G0600250","1990","Imperial","025","9","9999",,"9999","4","California","06","Imperial County",28048,1795,859,1460,68,28023,126,200,386,20920,3303,651,660,242,2,12935,87,75,23,7539
"G0600270","1990","Inyo","027","9","9999",,"9999","4","California","06","Inyo County",13276,7,1229,180,7,732,7,89,1,228,1269,8,402,82,0,259,0,91,0,17
"G0600290","1990","Kern","029","9","0680",,"9999","4","California","06","Kern County",301579,17119,4868,12087,648,28557,412,823,1527,71219,34223,8644,1034,2224,378,7342,155,261,273,34778
"G0600310","1990","Kings","031","9","9999",,"9999","4","California","06","Kings County",45326,2952,823,2808,82,6706,126,142,100,13943,5241,1211,308,455,64,3008,11,11,38,5871
"G0600330","1990","Lake","033","9","9999",,"9999","4","California","06","Lake County",37781,528,658,346,58,1534,0,132,21,1127,6198,219,414,100,0,328,0,30,0,325
"G0600350","1990","Lassen","035","9","9999",,"9999","4","California","06","Lassen County",17499,215,591,129,0,819,5,44,0,261,2510,0,169,56,0,158,0,9,0,105
"G0600370","1990","Los Angeles","037","9","4472",,"4480","4","California","06","Los Angeles County",3305934,726725,24709,793106,16609,1109817,29876,10430,25832,1330785,243696,191718,4444,119940,4074,279739,11568,2781,4674,445621
"G0600390","1990","Madera","039","9","9999",,"9999","4","California","06","Madera County",47628,1791,963,836,44,7263,97,117,154,12748,4926,504,222,196,6,2892,54,34,37,6289
"G0600410","1990","Marin","041","9","7362",,"7360","4","California","06","Marin County",184545,4025,696,8102,185,7810,124,103,198,4150,7449,734,30,772,17,1022,16,7,3,1492
"G0600430","1990","Mariposa","043","9","9999",,"9999","4","California","06","Mariposa County",11150,58,476,72,0,366,0,21,18,134,1513,21,100,31,0,55,10,27,0,25
"G0600450","1990","Mendocino","045","9","9999",,"9999","4","California","06","Mendocino County",58910,321,1919,522,70,3119,19,129,0,2523,7855,153,1036,102,12,954,12,192,33,796
"G0600470","1990","Merced","047","9","4940",,"9999","4","California","06","Merced County",85976,5766,936,7389,236,16783,290,372,478,21918,9119,2217,238,6600,198,6156,90,90,169,9936
"G0600490","1990","Modoc","049","9","9999",,"9999","4","California","06","Modoc County",7159,41,317,16,0,178,0,11,0,164,1079,21,131,9,6,63,0,7,0,80
"G0600510","1990","Mono","051","9","9999",,"9999","4","California","06","Mono County",7604,0,231,73,13,706,0,69,0,135,620,0,152,0,0,177,0,2,0,16
"G0600530","1990","Monterey","053","9","7120",,"9999","4","California","06","Monterey County",166424,14597,1893,22788,786,31709,672,686,1551,54296,10209,2464,333,2319,194,5447,78,29,337,17408
"G0600550","1990","Napa","055","9","7362",,"8720","4","California","06","Napa County",81115,491,560,2806,113,7501,0,96,226,5049,4362,156,77,278,0,1147,0,11,10,1188
"G0600570","1990","Nevada","057","9","9999",,"9999","4","California","06","Nevada County",67387,155,586,471,20,2309,0,88,16,425,5171,16,185,14,25,457,0,58,0,48
"G0600590","1990","Orange","059","9","4472",,"0360","4","California","06","Orange County",1470047,33705,8559,210811,2615,269733,2180,2902,4669,163850,64591,3384,780,30890,225,60937,458,312,933,38350
"G0600610","1990","Placer","061","9","6920",,"9999","4","California","06","Placer County",140501,815,1715,3332,84,7920,0,120,170,3526,10054,44,286,332,0,953,0,13,0,435
"G0600630","1990","Plumas","063","9","9999",,"9999","4","California","06","Plumas County",15858,119,404,113,18,466,24,31,2,145,1935,47,129,0,0,129,0,18,12,53
"G0600650","1990","Riverside","065","9","4472",,"6780","4","California","06","Riverside County",688998,45238,7327,32096,1840,108696,2240,2287,1993,121580,54189,10614,1413,6137,306,26509,763,352,328,31079
"G0600670","1990","Sacramento","067","9","6920",,"9999","4","California","06","Sacramento County",650308,67590,8566,70491,1168,47606,1613,1420,2733,38630,59371,21134,1944,21881,206,9439,750,503,508,11047
"G0600690","1990","San Benito","069","9","9999",,"9999","4","California","06","San Benito County",17619,101,224,636,55,5961,45,125,144,7841,999,9,54,5,0,735,13,22,1,1615
"G0600710","1990","San Bernardino","071","9","4472",,"6780","4","California","06","San Bernardino County",769588,80812,8769,46228,2105,139516,3063,2624,2636,147417,73451,21636,1747,8457,724,29067,732,724,241,37948
"G0600730","1990","San Diego","073","9","7320",,"9999","4","California","06","San Diego County",1467526,106504,13498,159777,2868,183066,4523,3029,8945,173101,105692,28323,2448,24201,665,46095,1649,1025,1281,60011
"G0600750","1990","San Francisco","075","9","7362",,"7360","4","California","06","San Francisco County",303672,55382,2009,179381,1167,41415,1360,573,3124,32880,28042,19584,554,26089,202,7163,512,132,337,7404
"G0600770","1990","San Joaquin","077","9","8120",,"9999","4","California","06","San Joaquin County",252253,16457,3471,37818,521,51710,733,803,2237,25968,23387,6310,1017,18325,201,15205,318,461,480,7459
"G0600790","1990","San Luis Obispo","079","9","9999",,"9999","4","California","06","San Luis Obispo County",151039,1684,1524,4160,105,11920,57,295,260,5806,18754,651,281,1220,86,3086,53,136,63,2039
"G0600810","1990","San Mateo","081","9","7362",,"7360","4","California","06","San Mateo County",372026,27107,2113,98832,770,64748,778,504,3178,28625,15652,4746,292,6234,172,8346,206,96,130,4531
"G0600830","1990","Santa Barbara","083","9","7480",,"9999","4","California","06","Santa Barbara County",214481,6900,1878,11633,338,32047,394,1207,1140,39146,20329,1394,420,2768,102,6591,179,235,158,13048
"G0600850","1990","Santa Clara","085","9","7362",,"7400","4","California","06","Santa Clara County",819576,44323,5884,224572,1821,136563,1892,1629,6477,110131,34332,6257,789,25256,238,19691,437,423,426,21957
"G0600870","1990","Santa Cruz","087","9","7362",,"7485","4","California","06","Santa Cruz County",152979,1540,1050,6746,283,17239,106,293,453,17906,14082,319,188,607,44,3303,60,121,80,4966
"G0600890","1990","Shasta","089","9","6690",,"9999","4","California","06","Shasta County",115138,780,2744,1658,48,3377,14,178,17,603,16862,175,878,913,0,659,12,41,6,294
"G0600910","1990","Sierra","091","9","9999",,"9999","4","California","06","Sierra County",2740,0,57,0,0,95,0,0,0,83,285,0,0,0,0,0,0,17,0,0
"G0600930","1990","Siskiyou","093","9","9999",,"9999","4","California","06","Siskiyou County",32906,422,1430,247,28,1379,2,86,14,253,4774,130,342,159,0,443,0,46,24,64
"G0600950","1990","Solano","095","9","7362",,"8720","4","California","06","Solano County",189165,35327,2594,38138,471,16721,831,383,2225,15373,11336,5431,277,2503,53,1794,220,101,244,2475
"G0600970","1990","Sonoma","097","9","7362",,"7500","4","California","06","Sonoma County",302492,4060,3045,8978,439,19487,355,413,339,12089,20175,767,663,1366,50,3332,43,202,0,2443
"G0600990","1990","Stanislaus","099","9","5170",,"9999","4","California","06","Stanislaus County",232048,4009,2913,11465,398,27778,142,405,589,32515,25174,1506,711,6411,111,6919,48,203,204,10050
"G0601010","1990","Sutter","101","9","9340",,"9999","4","California","06","Sutter County",40846,693,750,4803,68,2218,13,86,57,4042,4881,163,131,1236,37,984,7,0,0,2343
"G0601030","1990","Tehama","103","9","9999",,"9999","4","California","06","Tehama County",36716,116,616,377,42,1812,0,49,0,1370,5531,63,149,46,13,630,11,62,6,940
"G0601050","1990","Trinity","105","9","9999",,"9999","4","California","06","Trinity County",9631,33,416,45,11,203,0,27,0,44,2014,0,202,17,0,98,0,0,0,34
"G0601070","1990","Tulare","107","9","8780",,"9999","4","California","06","Tulare County",147940,2720,2728,7309,482,22325,165,317,708,52284,20461,1303,751,5080,138,10399,56,290,440,30207
"G0601090","1990","Tuolumne","109","9","9999",,"9999","4","California","06","Tuolumne County",36726,67,759,254,0,1491,17,80,61,341,3511,0,142,11,0,262,0,34,0,28
"G0601110","1990","Ventura","111","9","4472",,"6000","4","California","06","Ventura County",415890,12303,2895,30647,503,74150,759,1364,1545,67684,17716,1336,383,1505,92,12144,61,93,154,14258
"G0601130","1990","Yolo","113","9","6920",,"9999","4","California","06","Yolo County",80140,1634,1086,6228,115,8285,163,268,169,12574,12413,874,248,4183,38,1771,11,31,26,3774
"G0601150","1990","Yuba","115","9","9340",,"9999","4","California","06","Yuba County",35199,1824,1306,2421,25,1957,89,42,158,2452,6506,300,248,2252,24,616,0,48,78,916
"G0800010","1990","Adams","001","8","2082",,"2080","4","Colorado","08","Adams County",181481,5383,1605,5527,287,25429,157,331,313,13516,15887,2664,338,622,95,4498,34,114,5,3010
"G0800030","1990","Alamosa","003","8","9999",,"9999","4","Colorado","08","Alamosa County",5991,0,51,45,40,2040,0,0,16,1297,1427,0,107,0,32,845,0,0,11,705
"G0800050","1990","Arapahoe","005","8","2082",,"2080","4","Colorado","08","Arapahoe County",315905,18217,1290,9936,239,12861,560,339,155,5014,15822,3587,146,1006,66,1589,46,40,5,666
"G0800070","1990","Archuleta","007","8","9999",,"9999","4","Colorado","08","Archuleta County",3481,0,59,22,11,503,0,3,0,350,490,0,25,0,0,205,3,3,0,177
"G0800090","1990","Baca","009","8","9999",,"9999","4","Colorado","08","Baca County",3406,0,44,0,0,52,0,7,0,116,788,2,14,4,0,19,0,0,0,26
"G0800110","1990","Bent","011","8","9999",,"9999","4","Colorado","08","Bent County",2795,8,5,19,5,689,0,0,8,207,572,4,10,0,0,220,0,0,6,145
"G0800130","1990","Boulder","013","8","2082",,"1125","4","Colorado","08","Boulder County",175735,1070,954,3953,84,6512,31,139,76,4436,18721,289,231,1134,54,1918,6,34,10,1341
"G0800150","1990","Chaffee","015","8","9999",,"9999","4","Colorado","08","Chaffee County",9074,21,51,16,0,524,0,8,0,185,1448,0,2,0,0,129,0,6,0,64
"G0800170","1990","Cheyenne","017","8","9999",,"9999","4","Colorado","08","Cheyenne County",1995,0,2,0,0,41,0,0,0,36,250,0,0,4,0,5,0,0,0,14
"G0800190","1990","Clear Creek","019","8","9999",,"9999","4","Colorado","08","Clear Creek County",6533,35,17,52,0,141,0,0,0,55,679,6,9,0,4,17,0,0,0,3
"G0800210","1990","Conejos","021","8","9999",,"9999","4","Colorado","08","Conejos County",2146,26,13,10,3,2196,0,10,3,497,729,0,0,0,11,1264,0,0,8,498
"G0800230","1990","Costilla","023","8","9999",,"9999","4","Colorado","08","Costilla County",509,12,8,44,0,1313,0,0,8,190,142,6,0,0,0,715,0,0,0,238
"G0800250","1990","Crowley","025","8","9999",,"9999","4","Colorado","08","Crowley County",1785,2,35,28,0,311,0,3,0,51,429,6,5,0,0,188,0,9,0,56
"G0800270","1990","Custer","027","8","9999",,"9999","4","Colorado","08","Custer County",1519,0,25,5,0,6,0,5,0,3,323,0,6,0,2,19,0,0,0,2
"G0800290","1990","Delta","029","8","9999",,"9999","4","Colorado","08","Delta County",15716,7,76,27,5,723,0,35,10,223,2822,0,28,3,11,454,0,6,0,323
"G0800310","1990","Denver","031","8","2082",,"2080","4","Colorado","08","Denver County",254547,41928,2269,7374,730,34774,1077,1067,487,35475,27107,15093,1455,2574,186,13965,773,417,210,16735
"G0800330","1990","Dolores","033","8","9999",,"9999","4","Colorado","08","Dolores County",1240,0,28,0,0,8,0,1,2,5,203,0,10,0,0,2,0,0,0,2
"G0800350","1990","Douglas","035","8","2082",,"2080","4","Colorado","08","Douglas County",54992,432,246,641,14,1436,20,37,22,351,1808,5,40,16,0,0,0,0,0,26
"G0800370","1990","Eagle","037","8","9999",,"9999","4","Colorado","08","Eagle County",17372,20,77,83,10,1111,3,9,0,1455,1251,12,8,2,10,190,0,0,0,170
"G0800390","1990","Elbert","039","8","9999",,"9999","4","Colorado","08","Elbert County",8470,77,36,51,0,104,0,131,0,23,641,0,7,2,0,4,0,0,0,0
"G0800410","1990","El Paso","041","8","1720",,"9999","4","Colorado","08","El Paso County",285399,20222,2167,7537,218,14559,520,433,330,9881,26440,4840,659,1180,112,2979,237,143,146,2783
"G0800430","1990","Fremont","043","8","9999",,"9999","4","Colorado","08","Fremont County",22343,24,117,58,0,1050,0,20,12,198,3897,0,102,8,0,422,0,23,0,125
"G0800450","1990","Garfield","045","8","9999",,"9999","4","Colorado","08","Garfield County",24668,50,166,68,0,1013,18,27,13,436,2548,0,33,5,0,124,0,1,0,9
"G0800470","1990","Gilpin","047","8","9999",,"9999","4","Colorado","08","Gilpin County",2597,9,17,24,0,64,0,0,0,9,303,2,5,2,0,9,0,0,0,0
"G0800490","1990","Grand","049","8","9999",,"9999","4","Colorado","08","Grand County",6966,2,12,8,0,73,0,0,0,111,675,13,4,13,0,15,0,0,0,15
"G0800510","1990","Gunnison","051","8","9999",,"9999","4","Colorado","08","Gunnison County",7429,47,22,85,0,131,6,18,0,21,1429,0,8,8,0,46,6,0,0,0
"G0800530","1990","Hinsdale","053","8","9999",,"9999","4","Colorado","08","Hinsdale County",399,0,0,0,0,3,0,0,0,0,63,0,2,0,0,0,0,0,0,0
"G0800550","1990","Huerfano","055","8","9999",,"9999","4","Colorado","08","Huerfano County",2742,0,11,10,0,1382,3,49,0,170,692,0,0,0,0,709,0,0,0,110
"G0800570","1990","Jackson","057","8","9999",,"9999","4","Colorado","08","Jackson County",1360,0,29,0,0,12,0,0,0,38,136,0,16,1,0,0,0,0,0,7
"G0800590","1990","Jefferson","059","8","2082",,"2080","4","Colorado","08","Jefferson County",371434,1667,1522,6396,254,16275,93,354,273,8322,19888,501,240,829,36,1891,7,52,36,1446
"G0800610","1990","Kiowa","061","8","9999",,"9999","4","Colorado","08","Kiowa County",1371,0,10,0,2,15,0,0,0,31,215,0,4,0,0,9,0,0,0,0
"G0800630","1990","Kit Carson","063","8","9999",,"9999","4","Colorado","08","Kit Carson County",5656,31,18,6,0,136,0,0,0,148,845,5,0,0,0,69,0,0,0,157
"G0800650","1990","Lake","065","8","9999",,"9999","4","Colorado","08","Lake County",3933,0,31,8,0,803,0,32,0,434,566,0,0,0,0,164,0,0,0,7
"G0800670","1990","La Plata","067","8","9999",,"9999","4","Colorado","08","La Plata County",22247,15,778,138,19,1411,3,174,0,1031,3373,16,496,9,0,455,2,57,2,394
"G0800690","1990","Larimer","069","8","2670",,"9999","4","Colorado","08","Larimer County",146326,516,563,1912,65,5018,40,169,26,3223,17253,290,242,670,3,1503,54,90,9,1352
"G0800710","1990","Las Animas","071","8","9999",,"9999","4","Colorado","08","Las Animas County",6157,6,17,16,4,2752,0,30,0,870,1282,0,68,18,0,1475,0,55,0,600
"G0800730","1990","Lincoln","073","8","9999",,"9999","4","Colorado","08","Lincoln County",3548,5,27,2,0,20,0,0,0,28,749,0,18,0,0,11,0,3,0,8
"G0800750","1990","Logan","075","8","9999",,"9999","4","Colorado","08","Logan County",13568,7,34,38,0,582,0,13,0,339,2113,0,5,8,0,152,0,8,11,258
"G0800770","1990","Mesa","077","8","9999",,"9999","4","Colorado","08","Mesa County",71411,149,437,260,125,2871,6,79,7,1973,11084,178,162,161,24,1169,0,41,0,973
"G0800790","1990","Mineral","079","8","9999",,"9999","4","Colorado","08","Mineral County",478,0,2,0,0,2,0,0,0,3,73,0,0,0,0,0,0,0,0,0
"G0800810","1990","Moffat","081","8","9999",,"9999","4","Colorado","08","Moffat County",9259,0,139,20,0,345,0,0,0,182,1049,7,18,0,0,133,0,0,0,29
"G0800830","1990","Montezuma","083","8","9999",,"9999","4","Colorado","08","Montezuma County",12219,0,1051,37,0,931,0,63,2,453,2491,6,1019,0,2,125,0,0,0,92
"G0800850","1990","Montrose","085","8","9999",,"9999","4","Colorado","08","Montrose County",18638,22,63,61,0,1232,0,27,27,540,2546,7,10,16,6,644,0,0,15,168
"G0800870","1990","Morgan","087","8","9999",,"9999","4","Colorado","08","Morgan County",15278,36,53,103,22,1102,0,0,0,1367,1893,0,66,8,0,485,0,62,4,896
"G0800890","1990","Otero","089","8","9999",,"9999","4","Colorado","08","Otero County",10555,17,88,141,7,2488,8,47,2,1613,1726,33,56,2,18,1491,0,30,19,1323
"G0800910","1990","Ouray","091","8","9999",,"9999","4","Colorado","08","Ouray County",1972,0,6,4,0,61,0,2,0,30,194,0,0,0,0,11,0,0,0,15
