GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E34001,E34002,E34003,E34004,E34005,E34006,E34007,E34008,E34009,E34010,E34011,E34012,E34013,E34014,E34015,E34016,E34017,E34018,E34019,E34020,E34021,E34022,E34023,E34024,E34025,E34026,E34027,E34028,E34029,E34030,E34031,E34032,E34033,E34034,E34035,E35001,E35002,E35003,E35004,E35005,E35006,E35007
"G2900290","1990",,,,,,,,,,"Camden","029",,"4","9999",,"9999","2","Missouri","29",,,,,"Camden County",2010,3102,7601,3581,812,1627,805,6,30,4,15,2,2,6,29,4,28,11,0,0,5,0,13,7,3,0,6,2,0,11,0,10,0,0,0,0,5,19,15,0,0,2
"G2900310","1990",,,,,,,,,,"Cape Girardeau","031",,"4","9999",,"9999","2","Missouri","29",,,,,"Cape Girardeau County",4722,4504,12116,6686,1320,4767,2260,154,253,346,278,17,53,16,14,5,11,23,0,0,12,7,4,17,34,34,86,34,10,4,6,10,0,10,9,38,30,31,47,5,10,9
"G2900330","1990",,,,,,,,,,"Carroll","033",,"4","9999",,"9999","2","Missouri","29",,,,,"Carroll County",1004,1099,3037,860,181,607,219,5,9,133,0,0,0,10,10,0,1,0,0,0,0,3,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"G2900350","1990",,,,,,,,,,"Carter","035",,"4","9999",,"9999","2","Missouri","29",,,,,"Carter County",864,690,1093,424,141,207,90,0,0,0,0,0,0,0,2,0,1,5,7,8,6,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,8,2,9,9,8,0
"G2900370","1990",,,,,,,,,,"Cass","037",,"4","3760",,"9999","2","Missouri","29",,,,,"Cass County",2742,5020,16099,8082,1910,3412,1687,11,17,99,81,44,42,16,37,77,81,50,8,6,0,7,20,46,22,9,7,4,11,16,54,47,10,13,0,16,46,110,111,34,50,5
"G2900390","1990",,,,,,,,,,"Cedar","039",,"4","9999",,"9999","2","Missouri","29",,,,,"Cedar County",1486,1533,3441,1159,142,452,194,0,0,0,0,0,0,0,23,4,24,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,21,0,1,0,0,0
"G2900410","1990",,,,,,,,,,"Chariton","041",,"4","9999",,"9999","2","Missouri","29",,,,,"Chariton County",982,675,2724,770,140,423,214,49,66,125,9,7,2,0,5,4,0,2,0,7,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
"G2900430","1990",,,,,,,,,,"Christian","043",,"4","7920",,"9999","2","Missouri","29",,,,,"Christian County",1914,2807,8182,4135,699,1672,848,5,0,0,0,0,14,7,0,48,48,36,37,15,0,0,2,26,0,0,0,0,19,0,4,0,0,0,0,19,19,57,31,20,26,0
"G2900450","1990",,,,,,,,,,"Clark","045",,"4","9999",,"9999","2","Missouri","29",,,,,"Clark County",729,849,2148,565,176,302,83,7,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,3,0
"G2900470","1990",,,,,,,,,,"Clay","047",,"4","3760",,"9999","2","Missouri","29",,,,,"Clay County",5169,9435,34330,22385,5538,13366,5841,51,197,326,384,101,203,59,36,69,121,63,7,23,25,77,18,128,119,29,165,94,38,69,283,151,14,28,6,195,248,749,410,129,119,67
"G2900490","1990",,,,,,,,,,"Clinton","049",,"4","9999",,"9999","2","Missouri","29",,,,,"Clinton County",965,1387,4554,1970,484,738,361,47,49,56,23,3,2,0,3,2,36,9,2,0,0,0,9,11,0,0,0,0,2,0,12,12,0,0,0,15,0,19,19,2,0,0
"G2900510","1990",,,,,,,,,,"Cole","051",,"4","9999",,"9999","2","Missouri","29",,,,,"Cole County",4255,3843,12617,6672,1770,5729,2897,247,892,593,675,136,287,181,13,39,71,45,22,20,13,16,32,34,29,8,37,12,19,5,25,4,17,7,0,27,42,64,40,34,26,26
"G2900530","1990",,,,,,,,,,"Cooper","053",,"4","9999",,"9999","2","Missouri","29",,,,,"Cooper County",1309,1107,3647,1233,379,622,422,84,174,151,48,7,0,11,2,2,0,3,2,0,3,0,6,7,6,0,0,0,0,0,0,7,0,0,0,2,8,0,7,0,0,0
"G2900550","1990",,,,,,,,,,"Crawford","055",,"4","9999",,"9999","2","Missouri","29",,,,,"Crawford County",2647,2521,4638,1450,353,573,311,0,0,0,0,0,0,0,2,6,8,0,9,0,0,0,9,10,0,0,0,2,2,8,3,0,0,0,7,29,17,20,6,0,0,7
"G2900570","1990",,,,,,,,,,"Dade","057",,"4","9999",,"9999","2","Missouri","29",,,,,"Dade County",760,649,2265,792,112,291,159,4,0,0,0,0,0,0,4,15,9,9,2,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,6,3,2,2,4,0,1
"G2900590","1990",,,,,,,,,,"Dallas","059",,"4","9999",,"9999","2","Missouri","29",,,,,"Dallas County",1499,1548,3282,1163,233,394,142,2,0,2,0,0,0,0,17,9,13,4,0,0,0,0,2,7,0,0,2,0,0,2,2,5,0,0,0,6,4,19,6,0,6,0
"G2900610","1990",,,,,,,,,,"Daviess","061",,"4","9999",,"9999","2","Missouri","29",,,,,"Daviess County",669,859,2180,799,208,319,140,0,0,2,0,0,0,0,0,0,0,9,2,0,0,2,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,10,3,0,2,2
"G2900630","1990",,,,,,,,,,"DeKalb","063",,"4","9999",,"9999","2","Missouri","29",,,,,"DeKalb County",705,851,2772,934,283,374,156,20,178,170,141,34,14,20,9,23,10,2,0,2,0,2,2,7,8,0,0,0,6,33,37,18,0,0,0,16,48,49,22,0,0,8
"G2900650","1990",,,,,,,,,,"Dent","065",,"4","9999",,"9999","2","Missouri","29",,,,,"Dent County",2239,1922,2916,1109,128,493,219,0,0,0,0,0,0,0,11,13,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,24,0,5,4,0
"G2900670","1990",,,,,,,,,,"Douglas","067",,"4","9999",,"9999","2","Missouri","29",,,,,"Douglas County",1831,1316,2917,945,225,334,237,0,0,0,0,0,0,0,5,11,29,0,0,10,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,5,0,0,7,0,0
"G2900690","1990",,,,,,,,,,"Dunklin","069",,"4","9999",,"9999","2","Missouri","29",,,,,"Dunklin County",5576,4204,6414,2029,412,1148,530,302,342,290,67,11,44,0,42,14,24,17,6,0,0,0,4,5,0,0,5,5,12,3,2,0,14,0,0,29,18,2,10,22,5,5
"G2900710","1990",,,,,,,,,,"Franklin","071",,"4","7040",,"9999","2","Missouri","29",,,,,"Franklin County",8335,7686,17807,8484,2513,3136,1443,69,106,154,45,0,10,20,0,18,26,29,0,0,23,17,6,22,25,0,0,0,5,0,28,9,6,16,0,33,27,80,48,8,22,0
"G2900730","1990",,,,,,,,,,"Gasconade","073",,"4","9999",,"9999","2","Missouri","29",,,,,"Gasconade County",2290,1386,3449,1173,402,528,232,0,0,5,9,0,0,0,2,14,8,8,0,0,0,4,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"G2900750","1990",,,,,,,,,,"Gentry","075",,"4","9999",,"9999","2","Missouri","29",,,,,"Gentry County",688,675,2044,634,177,321,164,0,0,1,0,0,0,0,4,4,4,0,4,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,4,0,0,0,0
"G2900770","1990",,,,,,,,,,"Greene","077",,"4","7920",,"9999","2","Missouri","29",,,,,"Greene County",9763,16545,40041,27991,5221,17061,9173,241,340,608,440,147,184,95,94,228,285,261,18,46,80,129,39,177,93,29,112,114,39,15,19,43,18,37,0,79,94,177,172,58,153,40
"G2900790","1990",,,,,,,,,,"Grundy","079",,"4","9999",,"9999","2","Missouri","29",,,,,"Grundy County",936,1135,2663,1236,557,432,308,0,0,7,6,0,0,0,0,20,6,0,0,0,0,0,3,0,2,0,0,0,4,0,0,0,0,0,0,15,7,5,0,0,2,7
"G2900810","1990",,,,,,,,,,"Harrison","081",,"4","9999",,"9999","2","Missouri","29",,,,,"Harrison County",884,813,2698,914,169,347,144,0,0,0,0,0,0,0,0,2,7,2,0,5,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,6,0,0,0
"G2900830","1990",,,,,,,,,,"Henry","083",,"4","9999",,"9999","2","Missouri","29",,,,,"Henry County",2090,2241,5254,1892,477,876,508,16,40,88,17,0,11,0,5,10,14,25,7,7,0,12,0,10,7,0,0,0,0,0,0,0,0,0,0,0,11,2,8,4,2,0
"G2900850","1990",,,,,,,,,,"Hickory","085",,"4","9999",,"9999","2","Missouri","29",,,,,"Hickory County",997,1188,2182,727,82,225,131,0,0,0,0,0,0,0,0,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0
"G2900870","1990",,,,,,,,,,"Holt","087",,"4","9999",,"9999","2","Missouri","29",,,,,"Holt County",521,474,1778,656,127,361,135,0,1,0,0,0,0,0,2,0,8,3,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0
"G2900890","1990",,,,,,,,,,"Howard","089",,"4","9999",,"9999","2","Missouri","29",,,,,"Howard County",887,727,2158,704,196,649,350,99,128,157,31,0,9,0,1,2,2,5,0,0,0,5,0,2,0,0,12,16,0,0,0,7,6,0,0,0,6,0,2,0,0,8
"G2900910","1990",,,,,,,,,,"Howell","091",,"4","9999",,"9999","2","Missouri","29",,,,,"Howell County",4104,3782,7143,3039,569,1131,627,0,0,0,0,0,0,0,52,43,24,16,0,31,6,7,0,8,0,0,0,0,0,0,6,6,0,0,0,0,7,15,11,0,15,0
"G2900930","1990",,,,,,,,,,"Iron","093",,"4","9999",,"9999","2","Missouri","29",,,,,"Iron County",1865,1164,2394,860,202,297,176,14,7,2,0,0,0,0,11,7,8,10,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,3,0,0,13,10,0,0,3,0
"G2900950","1990",,,,,,,,,,"Jackson","095",,"4","3760",,"9999","2","Missouri","29",,,,,"Jackson County",18860,38569,107516,70601,17070,47954,24285,6551,17132,24472,16303,4046,5881,2272,203,433,592,461,134,219,71,396,380,707,548,189,595,456,1110,830,1550,785,213,331,150,2042,1690,3180,1709,451,775,432
"G2900970","1990",,,,,,,,,,"Jasper","097",,"4","3710",,"9999","2","Missouri","29",,,,,"Jasper County",6162,9831,18977,11465,2428,5153,2458,62,130,226,120,13,39,21,218,272,293,189,44,61,34,11,37,86,40,21,49,40,0,33,20,0,0,0,0,33,27,88,35,11,20,13
"G2900990","1990",,,,,,,,,,"Jefferson","099",,"4","7040",,"9999","2","Missouri","29",,,,,"Jefferson County",12009,17207,39365,19254,5895,6188,2914,45,72,203,202,41,54,48,73,104,100,69,24,13,24,29,8,56,31,45,49,42,9,0,13,30,10,0,0,39,42,179,127,28,42,0
"G2901010","1990",,,,,,,,,,"Johnson","101",,"4","9999",,"9999","2","Missouri","29",,,,,"Johnson County",1670,2333,6996,4444,874,2473,1824,99,108,197,314,81,142,70,2,17,31,34,6,26,4,24,37,55,59,24,87,70,6,0,22,38,20,46,19,13,22,38,96,30,72,21
"G2901030","1990",,,,,,,,,,"Knox","103",,"4","9999",,"9999","2","Missouri","29",,,,,"Knox County",473,392,1452,412,124,169,83,0,0,6,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"G2901050","1990",,,,,,,,,,"Laclede","105",,"4","9999",,"9999","2","Missouri","29",,,,,"Laclede County",2744,3367,7334,2065,362,845,527,24,28,24,0,0,0,0,21,27,44,4,0,5,0,0,0,6,9,0,13,0,5,0,0,0,0,0,2,11,17,27,0,6,0,7
"G2901070","1990",,,,,,,,,,"Lafayette","107",,"4","3760",,"9999","2","Missouri","29",,,,,"Lafayette County",2826,2833,8191,2767,687,1313,982,33,118,252,91,38,12,0,2,6,22,1,0,0,0,9,3,0,0,0,0,0,2,7,0,6,0,14,0,11,44,2,11,0,14,0
"G2901090","1990",,,,,,,,,,"Lawrence","109",,"4","9999",,"9999","2","Missouri","29",,,,,"Lawrence County",2662,3402,8007,2818,654,1216,666,0,17,0,1,0,0,0,21,9,82,50,2,0,1,0,3,9,0,0,0,17,10,0,20,0,0,3,0,12,41,42,11,8,3,0
"G2901110","1990",,,,,,,,,,"Lewis","111",,"4","9999",,"9999","2","Missouri","29",,,,,"Lewis County",828,886,2713,869,262,455,203,52,38,37,12,2,2,0,0,0,24,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,17,4,0,0,0
"G2901130","1990",,,,,,,,,,"Lincoln","113",,"4","9999",,"9999","2","Missouri","29",,,,,"Lincoln County",2703,3015,7067,2645,540,907,496,34,137,109,58,5,11,0,3,12,28,8,0,0,0,16,12,20,0,11,0,0,2,3,11,6,0,8,8,8,3,22,15,11,8,16
"G2901150","1990",,,,,,,,,,"Linn","115",,"4","9999",,"9999","2","Missouri","29",,,,,"Linn County",1322,1401,4215,1130,325,598,408,15,19,27,5,7,0,0,0,16,11,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,5,0,0,0
"G2901170","1990",,,,,,,,,,"Livingston","117",,"4","9999",,"9999","2","Missouri","29",,,,,"Livingston County",1237,1397,3941,1275,469,774,443,12,125,47,44,0,11,0,5,3,27,5,0,0,0,0,0,6,0,1,5,0,0,0,0,0,0,0,0,6,15,12,0,0,0,0
"G2901190","1990",,,,,,,,,,"McDonald","119",,"4","9999",,"9999","2","Missouri","29",,,,,"McDonald County",1761,2240,3765,1530,411,441,261,7,0,0,0,0,0,0,44,130,88,52,14,1,13,0,0,2,1,0,0,0,0,9,0,0,0,0,0,0,19,6,10,0,2,2
"G2901210","1990",,,,,,,,,,"Macon","121",,"4","9999",,"9999","2","Missouri","29",,,,,"Macon County",1619,1396,4378,1320,259,830,361,11,41,114,21,0,0,0,4,11,12,6,0,0,0,3,0,3,0,0,2,0,0,0,0,0,0,0,0,11,2,6,0,0,2,0
"G2901230","1990",,,,,,,,,,"Madison","123",,"4","9999",,"9999","2","Missouri","29",,,,,"Madison County",1894,1433,2412,832,240,279,198,0,7,8,0,0,0,0,7,9,9,0,0,0,0,5,0,0,0,4,9,9,0,5,7,4,0,0,0,8,18,7,4,0,0,0
"G2901250","1990",,,,,,,,,,"Maries","125",,"4","9999",,"9999","2","Missouri","29",,,,,"Maries County",1181,827,1927,633,182,334,102,0,16,10,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,7,2,0,0,0,0,7,7,2,0,0,0,0
"G2901270","1990",,,,,,,,,,"Marion","127",,"4","9999",,"9999","2","Missouri","29",,,,,"Marion County",2043,2864,6683,2558,628,1575,647,101,144,271,148,32,29,42,14,17,32,0,0,6,0,0,14,5,6,0,11,0,7,0,8,6,0,0,0,14,14,13,12,0,13,0
"G2901290","1990",,,,,,,,,,"Mercer","129",,"4","9999",,"9999","2","Missouri","29",,,,,"Mercer County",435,343,1239,362,87,148,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"G2901310","1990",,,,,,,,,,"Miller","131",,"4","9999",,"9999","2","Missouri","29",,,,,"Miller County",2460,2406,5190,1628,450,691,296,2,9,0,0,0,0,0,7,3,23,17,0,2,1,0,0,10,2,0,0,0,0,0,7,0,0,0,0,0,10,28,0,0,10,0
"G2901330","1990",,,,,,,,,,"Mississippi","133",,"4","9999",,"9999","2","Missouri","29",,,,,"Mississippi County",2005,1657,2519,706,164,453,164,467,437,301,82,22,15,11,17,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,10,11,3,0,0,8,0
"G2901350","1990",,,,,,,,,,"Moniteau","135",,"4","9999",,"9999","2","Missouri","29",,,,,"Moniteau County",1394,1032,3342,860,332,434,248,4,67,42,26,14,0,4,11,14,12,0,3,0,0,2,6,0,9,6,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0
"G2901370","1990",,,,,,,,,,"Monroe","137",,"4","9999",,"9999","2","Missouri","29",,,,,"Monroe County",771,912,2423,940,205,299,183,39,72,55,38,12,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,5,0,15,7,0,0,0
"G2901390","1990",,,,,,,,,,"Montgomery","139",,"4","9999",,"9999","2","Missouri","29",,,,,"Montgomery County",1439,1256,2984,840,242,321,259,82,47,49,12,2,2,2,2,2,3,0,0,0,0,0,0,5,1,0,0,0,0,0,7,0,0,0,2,3,0,7,0,0,2,2
"G2901410","1990",,,,,,,,,,"Morgan","141",,"4","9999",,"9999","2","Missouri","29",,,,,"Morgan County",1855,1939,4261,1564,323,520,249,23,4,16,6,1,0,0,14,22,19,0,0,0,7,7,1,2,0,0,0,0,0,2,2,0,0,0,0,9,4,33,11,0,0,0
"G2901430","1990",,,,,,,,,,"New Madrid","143",,"4","9999",,"9999","2","Missouri","29",,,,,"New Madrid County",2906,2272,4016,1205,161,502,342,643,413,372,114,25,15,10,6,0,0,4,0,0,0,0,0,2,1,0,5,0,3,3,0,0,0,0,0,23,18,2,3,0,0,0
"G2901450","1990",,,,,,,,,,"Newton","145",,"4","3710",,"9999","2","Missouri","29",,,,,"Newton County",2757,4755,9644,5683,1576,2291,1070,22,25,27,13,0,6,0,98,72,127,83,59,48,4,5,18,18,33,23,7,2,4,0,12,13,2,20,0,22,17,33,34,8,27,13
"G2901470","1990",,,,,,,,,,"Nodaway","147",,"4","9999",,"9999","2","Missouri","29",,,,,"Nodaway County",1090,1173,4922,2201,263,1233,794,0,0,0,0,0,20,0,1,0,2,0,0,0,0,3,6,9,22,16,6,8,0,0,16,7,0,6,0,0,2,22,7,0,8,0
"G2901490","1990",,,,,,,,,,"Oregon","149",,"4","9999",,"9999","2","Missouri","29",,,,,"Oregon County",1398,1225,2492,663,159,325,171,0,0,0,0,0,0,0,9,9,9,18,0,2,0,2,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,13,0,0
"G2901510","1990",,,,,,,,,,"Osage","151",,"4","9999",,"9999","2","Missouri","29",,,,,"Osage County",1737,818,3168,696,396,377,149,4,16,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,7,0
"G2901530","1990",,,,,,,,,,"Ozark","153",,"4","9999",,"9999","2","Missouri","29",,,,,"Ozark County",1345,1010,2285,782,116,289,194,0,0,0,0,0,0,0,5,16,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0
"G2901550","1990",,,,,,,,,,"Pemiscot","155",,"4","9999",,"9999","2","Missouri","29",,,,,"Pemiscot County",2793,2084,3633,1061,210,605,262,1015,759,571,145,16,20,5,10,4,0,4,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,2,0,0,0,0
"G2901570","1990",,,,,,,,,,"Perry","157",,"4","9999",,"9999","2","Missouri","29",,,,,"Perry County",2980,1627,4117,880,252,430,242,0,0,10,0,0,0,0,6,0,20,5,0,0,0,9,0,5,0,6,7,4,0,2,0,0,0,0,0,9,2,21,5,0,0,0
"G2901590","1990",,,,,,,,,,"Pettis","159",,"4","9999",,"9999","2","Missouri","29",,,,,"Pettis County",2859,3282,7789,4150,1377,1780,1028,100,121,266,130,44,54,5,10,11,5,16,8,11,6,37,13,15,0,0,10,0,0,6,6,7,0,0,0,0,14,24,41,0,0,10
"G2901610","1990",,,,,,,,,,"Phelps","161",,"4","9999",,"9999","2","Missouri","29",,,,,"Phelps County",3249,2996,6887,3238,728,2130,1409,0,6,76,42,4,21,76,21,26,19,10,5,0,5,23,22,25,7,0,133,112,12,17,14,0,10,0,20,12,34,34,20,12,12,26
"G2901630","1990",,,,,,,,,,"Pike","163",,"4","9999",,"9999","2","Missouri","29",,,,,"Pike County",1454,1684,4157,1128,322,689,391,49,174,257,20,12,12,7,11,7,3,4,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,14,10,0,12,9
"G2901650","1990",,,,,,,,,,"Platte","165",,"4","3760",,"9999","2","Missouri","29",,,,,"Platte County",1392,2935,11189,8910,2312,6622,2475,0,74,196,182,74,189,42,6,19,44,58,6,22,0,17,58,72,65,39,147,76,0,62,88,55,19,18,2,8,91,196,133,54,65,29
"G2901670","1990",,,,,,,,,,"Polk","167",,"4","9999",,"9999","2","Missouri","29",,,,,"Polk County",1970,2420,4873,1907,464,1008,575,0,0,11,2,0,0,0,9,0,43,44,3,0,0,0,10,4,2,0,0,20,0,11,5,0,0,0,0,10,26,11,37,0,0,0
"G2901690","1990",,,,,,,,,,"Pulaski","169",,"4","9999",,"9999","2","Missouri","29",,,,,"Pulaski County",1969,2376,6830,3931,1085,1627,861,29,120,928,761,262,219,44,2,41,94,20,2,17,0,86,145,247,92,56,49,20,14,13,184,148,56,15,0,29,23,300,298,94,28,23
"G2901710","1990",,,,,,,,,,"Putnam","171",,"4","9999",,"9999","2","Missouri","29",,,,,"Putnam County",771,496,1409,453,128,165,145,0,0,0,0,0,0,0,0,2,2,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,3,2,0,0
"G2901730","1990",,,,,,,,,,"Ralls","173",,"4","9999",,"9999","2","Missouri","29",,,,,"Ralls County",680,927,2619,692,159,283,150,31,25,21,10,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"G2901750","1990",,,,,,,,,,"Randolph","175",,"4","9999",,"9999","2","Missouri","29",,,,,"Randolph County",1961,2425,5039,2566,954,1180,492,139,459,320,205,71,28,6,2,36,23,10,7,3,0,7,12,10,2,0,6,7,0,0,6,0,0,0,0,19,20,8,5,0,2,0
"G2901770","1990",,,,,,,,,,"Ray","177",,"4","3760",,"9999","2","Missouri","29",,,,,"Ray County",1596,2356,6184,2008,439,813,369,15,44,85,30,0,0,0,2,11,15,20,0,0,0,3,3,4,4,0,0,0,0,9,2,11,0,0,0,2,5,12,20,0,0,6
"G2901790","1990",,,,,,,,,,"Reynolds","179",,"4","9999",,"9999","2","Missouri","29",,,,,"Reynolds County",1087,975,1495,485,69,184,104,0,2,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"G2901810","1990",,,,,,,,,,"Ripley","181",,"4","9999",,"9999","2","Missouri","29",,,,,"Ripley County",2266,1826,2183,969,232,245,237,0,0,0,0,0,0,0,23,8,7,11,8,5,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,1,11,6,3,2,0,0
"G2901830","1990",,,,,,,,,,"St Charles","183",,"4","7040",,"9999","2","Missouri","29",,,,,"St. Charles County",8901,11973,41440,28940,8064,19422,7287,132,389,627,744,135,369,138,25,61,71,86,12,11,2,75,122,202,111,62,165,113,23,48,135,46,25,35,5,66,135,390,341,128,165,61
"G2901850","1990",,,,,,,,,,"St Clair","185",,"4","9999",,"9999","2","Missouri","29",,,,,"St. Clair County",1093,1214,2242,687,181,288,167,9,2,2,0,0,0,0,6,2,10,0,0,12,0,0,0,9,3,0,0,0,0,0,6,0,0,0,0,2,0,16,3,0,0,0
"G2901860","1990",,,,,,,,,,"Ste Genevieve","186",,"4","9999",,"9999","2","Missouri","29",,,,,"Ste. Genevieve County",2212,1584,4127,1190,316,505,240,11,2,13,0,0,0,0,0,0,19,13,0,0,0,0,0,0,7,0,6,6,0,0,0,0,0,0,0,0,6,9,0,0,0,0
"G2901870","1990",,,,,,,,,,"St Francois","187",,"4","9999",,"9999","2","Missouri","29",,,,,"St. Francois County",5357,6076,10278,4918,1479,1679,1213,135,317,200,75,9,0,10,36,17,29,13,1,0,15,0,20,0,2,0,0,0,2,20,0,10,3,0,2,14,12,35,5,5,0,2
"G2901890","1990",,,,,,,,,,"St Louis","189",,"4","7040",,"9999","2","Missouri","29",,,,,"St. Louis County",40231,55932,152618,118960,30305,114719,59785,5694,13536,20967,19926,4733,8620,4724,30,158,309,289,110,199,68,522,359,786,949,493,2096,2765,134,98,206,199,57,139,193,486,465,903,1137,387,960,1025
"G2901950","1990",,,,,,,,,,"Saline","195",,"4","9999",,"9999","2","Missouri","29",,,,,"Saline County",2389,2218,5624,1963,523,1265,526,157,199,232,95,20,13,0,2,7,10,3,0,0,12,0,12,0,9,0,2,0,0,16,0,2,0,0,0,9,16,11,19,0,14,0
"G2901970","1990",,,,,,,,,,"Schuyler","197",,"4","9999",,"9999","2","Missouri","29",,,,,"Schuyler County",469,454,1236,394,95,166,65,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"G2901990","1990",,,,,,,,,,"Scotland","199",,"4","9999",,"9999","2","Missouri","29",,,,,"Scotland County",570,418,1413,451,131,202,77,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0
"G2902010","1990",,,,,,,,,,"Scott","201",,"4","9999",,"9999","2","Missouri","29",,,,,"Scott County",4388,4012,9036,2760,494,1624,661,385,430,543,155,17,20,11,34,10,5,24,0,5,4,5,5,0,5,4,0,12,10,3,0,2,0,0,0,27,5,18,4,0,5,0
"G2902030","1990",,,,,,,,,,"Shannon","203",,"4","9999",,"9999","2","Missouri","29",,,,,"Shannon County",1286,992,1887,430,77,222,75,0,2,0,0,0,0,0,4,3,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
"G2902050","1990",,,,,,,,,,"Shelby","205",,"4","9999",,"9999","2","Missouri","29",,,,,"Shelby County",631,552,2344,621,145,292,87,15,13,14,0,2,0,0,4,4,2,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,6,0,0,0
"G2902070","1990",,,,,,,,,,"Stoddard","207",,"4","9999",,"9999","2","Missouri","29",,,,,"Stoddard County",4556,3721,6703,1968,446,1042,518,83,80,20,0,0,0,0,7,2,6,0,0,2,0,3,0,0,2,10,10,0,6,0,4,0,0,0,0,19,6,12,7,0,7,0
"G2902090","1990",,,,,,,,,,"Stone","209",,"4","9999",,"9999","2","Missouri","29",,,,,"Stone County",1616,2328,5256,2310,503,1013,500,0,0,0,0,0,0,0,37,15,19,32,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,3,12,2,3,0,9,7
"G2902110","1990",,,,,,,,,,"Sullivan","211",,"4","9999",,"9999","2","Missouri","29",,,,,"Sullivan County",804,718,1983,494,141,200,103,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"G2902130","1990",,,,,,,,,,"Taney","213",,"4","9999",,"9999","2","Missouri","29",,,,,"Taney County",2167,2924,6283,3077,553,1640,876,0,8,3,6,0,6,0,27,23,40,27,0,2,0,6,0,9,6,3,2,0,22,0,0,0,0,0,0,38,23,24,0,2,0,3
"G2902150","1990",,,,,,,,,,"Texas","215",,"4","9999",,"9999","2","Missouri","29",,,,,"Texas County",2744,2709,5707,1557,271,597,376,2,6,0,0,0,0,0,19,4,16,17,5,7,0,9,22,10,10,14,1,4,0,4,2,0,0,0,0,0,6,2,17,0,0,0
