GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E34001,E34002,E34003,E34004,E34005,E34006,E34007,E34008,E34009,E34010,E34011,E34012,E34013,E34014,E34015,E34016,E34017,E34018,E34019,E34020,E34021,E34022,E34023,E34024,E34025,E34026,E34027,E34028,E34029,E34030,E34031,E34032,E34033,E34034,E34035,E35001,E35002,E35003,E35004,E35005,E35006,E35007
"G0202800","1990",,,,,,,,,,"Wrangell-Petersburg","280",,"9","9999",,"9999","4","Alaska","02",,,,,"Wrangell-Petersburg Census Area",136,452,1199,819,175,490,334,0,0,0,9,2,0,0,59,168,289,126,24,21,16,5,7,11,1,0,3,0,0,0,13,0,0,0,0,0,23,22,15,0,4,0
"G0202900","1990",,,,,,,,,,"Yukon-Koyukuk","290",,"9","9999",,"9999","4","Alaska","02",,,,,"Yukon-Koyukuk Census Area",71,159,713,696,193,407,190,0,0,25,18,0,9,0,715,362,882,296,65,56,7,3,0,6,13,0,3,0,0,3,4,0,0,5,0,0,6,12,3,24,10,3
"G0400010","1990",,,,,,,,,,"Apache","001",,"8","9999",,"9999","4","Arizona","04",,,,,"Apache County",322,733,2096,1982,523,888,761,0,13,9,15,0,30,36,7552,4619,5263,2446,1001,512,271,0,0,9,3,0,0,0,105,105,194,119,31,17,5,212,188,416,167,83,37,16
"G0400030","1990",,,,,,,,,,"Cochise","003",,"8","9999",,"9999","4","Arizona","04",,,,,"Cochise County",5396,5905,13991,12990,4415,5482,3577,126,237,704,775,393,238,72,87,154,125,160,66,69,19,120,145,426,314,84,176,53,1895,811,1111,729,221,132,32,5233,2316,3326,1958,1003,468,293
"G0400050","1990",,,,,,,,,,"Coconino","005",,"8","9999",,"9999","4","Arizona","04",,,,,"Coconino County",980,2605,7986,10197,2100,7018,4254,147,141,114,160,0,83,32,3551,2399,3288,1885,579,425,189,19,19,34,87,24,96,59,345,374,574,390,81,173,70,747,922,1399,875,196,320,158
"G0400070","1990",,,,,,,,,,"Gila","007",,"8","9999",,"9999","4","Arizona","04",,,,,"Gila County",2266,4056,7101,5204,1039,1463,958,0,3,0,3,3,9,22,451,911,779,292,102,22,20,3,12,11,7,4,34,7,419,488,757,350,120,73,7,856,860,1466,582,203,145,14
"G0400090","1990",,,,,,,,,,"Graham","009",,"8","9999",,"9999","4","Arizona","04",,,,,"Graham County",1651,1936,3191,2973,809,975,602,22,68,38,74,0,47,7,196,519,559,165,56,8,46,7,6,52,16,0,0,3,195,233,298,125,36,0,0,1089,892,946,466,138,65,48
"G0400110","1990",,,,,,,,,,"Greenlee","011",,"8","9999",,"9999","4","Arizona","04",,,,,"Greenlee County",446,663,1758,649,228,248,220,0,0,0,0,0,0,0,18,15,34,12,0,0,3,4,0,0,0,7,13,0,46,32,242,63,34,8,0,269,339,801,210,113,48,2
"G0400120","1990",,,,,,,,,,"La Paz","012",,"8","9999",,"9999","4","Arizona","04",,,,,"La Paz County",979,1623,2359,1257,420,408,275,3,0,11,9,0,15,0,172,258,377,228,69,46,7,0,19,5,7,0,10,6,177,99,84,50,18,0,0,711,351,330,149,42,38,16
"G0400130","1990",,,,,,,,,,"Maricopa","013",,"8","6200",,"9999","4","Arizona","04",,,,,"Maricopa County",64374,122662,308136,325731,87954,188860,89425,3422,6322,8592,12017,3403,4112,1765,2187,3814,4985,4497,1248,939,461,2202,2018,3211,3531,1578,4712,3321,26824,14989,17331,12840,3213,2826,1152,49435,28426,34355,27244,7356,7838,3658
"G0400150","1990",,,,,,,,,,"Mohave","015",,"8","9999",,"9999","4","Arizona","04",,,,,"Mohave County",4441,12569,21632,15072,3263,4247,2376,17,21,40,25,0,0,9,86,337,397,224,62,31,10,24,67,102,94,34,49,56,193,199,218,80,38,26,0,493,575,897,472,113,105,12
"G0400170","1990",,,,,,,,,,"Navajo","017",,"8","9999",,"9999","4","Arizona","04",,,,,"Navajo County",1086,2783,6610,5727,1259,2170,1258,65,127,113,79,48,22,30,5419,4462,4569,2138,1014,309,172,7,9,3,18,17,35,32,234,244,327,262,73,47,0,513,724,888,519,138,109,13
"G0400190","1990",,,,,,,,,,"Pima","019",,"8","8520",,"9999","4","Arizona","04",,,,,"Pima County",19968,34962,88480,93923,24652,56134,35232,1181,1687,2496,3866,1142,1129,504,2258,2098,3259,1394,343,325,198,634,549,1135,1333,530,1493,1302,10709,8611,10538,7596,1985,1665,721,19061,15103,20286,15381,4369,4756,2301
"G0400210","1990",,,,,,,,,,"Pinal","021",,"8","9999",,"9999","4","Arizona","04",,,,,"Pinal County",7170,9883,18576,13336,3049,3362,2053,404,352,478,471,92,95,31,1202,1775,1388,582,161,53,39,38,62,123,80,31,54,53,2716,1161,1657,799,259,113,23,5659,2973,4420,2277,664,271,182
"G0400230","1990",,,,,,,,,,"Santa Cruz","023",,"8","9999",,"9999","4","Arizona","04",,,,,"Santa Cruz County",2963,2038,3561,2081,656,993,603,12,12,6,0,0,0,0,22,11,11,0,0,7,0,27,0,33,0,0,19,0,1286,753,633,612,134,103,74,4065,2399,2843,1426,416,432,247
"G0400250","1990",,,,,,,,,,"Yavapai","025",,"8","9999",,"9999","4","Arizona","04",,,,,"Yavapai County",5039,10393,21991,19313,4748,8906,4536,15,20,35,36,17,0,17,77,180,271,229,30,25,76,51,13,70,55,17,60,28,306,226,304,119,33,19,23,837,822,1025,629,134,182,70
"G0400270","1990",,,,,,,,,,"Yuma","027",,"8","9360",,"9999","4","Arizona","04",,,,,"Yuma County",8534,7033,13795,10809,3295,4453,2769,140,255,380,421,126,102,97,212,122,247,172,63,41,0,135,62,184,137,45,121,53,4129,1489,1943,893,381,179,207,9651,3354,3761,2215,840,511,488
"G0500010","1990",,,,,,,,,,"Arkansas","001",,"7","9999",,"9999","3","Arkansas","05",,,,,"Arkansas County",2242,1897,4127,1691,279,917,368,635,680,799,227,15,124,25,11,0,3,3,0,0,0,0,0,2,0,0,0,8,0,0,3,0,0,3,0,16,6,3,0,0,3,8
"G0500030","1990",,,,,,,,,,"Ashley","003",,"7","9999",,"9999","3","Arkansas","05",,,,,"Ashley County",1450,2098,4834,1618,273,847,379,982,1065,1026,336,22,129,65,5,9,14,5,8,0,0,0,13,0,5,0,2,0,31,6,0,0,0,0,0,50,16,22,21,0,0,7
"G0500050","1990",,,,,,,,,,"Baxter","005",,"7","9999",,"9999","3","Arkansas","05",,,,,"Baxter County",3124,4304,8259,4198,870,1661,766,0,0,0,0,0,0,0,6,41,31,5,12,0,0,0,16,15,19,17,0,9,0,0,2,9,0,0,0,20,10,35,56,0,0,0
"G0500070","1990",,,,,,,,,,"Benton","007",,"7","9999",,"9999","3","Arkansas","05",,,,,"Benton County",6094,9697,22647,12655,3009,6268,2903,0,2,25,6,0,5,4,102,217,347,162,40,60,22,52,16,64,18,6,8,19,100,35,38,45,7,2,0,140,91,116,136,17,19,34
"G0500090","1990",,,,,,,,,,"Boone","009",,"7","9999",,"9999","3","Arkansas","05",,,,,"Boone County",2773,3251,6655,3105,802,1418,561,0,0,0,0,0,0,0,31,0,38,34,15,6,6,7,9,8,27,0,9,0,0,0,10,0,0,0,0,11,15,49,20,0,16,0
"G0500110","1990",,,,,,,,,,"Bradley","011",,"7","9999",,"9999","3","Arkansas","05",,,,,"Bradley County",879,1263,2084,657,119,531,139,619,608,591,103,28,62,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,8,2,2,0,0,0,14,0,12,12,0,0,0
"G0500130","1990",,,,,,,,,,"Calhoun","013",,"7","9999",,"9999","3","Arkansas","05",,,,,"Calhoun County",389,557,1277,397,116,148,84,257,179,255,36,26,42,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"G0500150","1990",,,,,,,,,,"Carroll","015",,"7","9999",,"9999","3","Arkansas","05",,,,,"Carroll County",1867,2105,4416,2329,360,958,508,0,0,0,6,0,0,0,5,20,42,15,24,5,0,8,0,0,1,0,0,0,7,0,2,0,0,0,0,50,8,13,16,0,6,0
"G0500170","1990",,,,,,,,,,"Chicot","017",,"7","9999",,"9999","3","Arkansas","05",,,,,"Chicot County",765,816,1742,661,72,337,124,1530,1370,1162,256,54,211,97,20,0,17,5,0,0,0,0,0,0,0,0,0,0,26,0,6,7,0,0,0,39,7,6,7,0,0,0
"G0500190","1990",,,,,,,,,,"Clark","019",,"7","9999",,"9999","3","Arkansas","05",,,,,"Clark County",1442,1849,2736,1675,227,1209,886,618,562,926,359,71,144,37,10,11,2,12,13,0,2,2,0,0,0,0,2,8,0,0,0,2,0,0,0,3,9,0,2,0,13,16
"G0500210","1990",,,,,,,,,,"Clay","021",,"7","9999",,"9999","3","Arkansas","05",,,,,"Clay County",4094,2360,3924,1083,307,402,236,2,0,0,0,0,0,7,15,5,3,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,0,0,12,14
"G0500230","1990",,,,,,,,,,"Cleburne","023",,"7","9999",,"9999","3","Arkansas","05",,,,,"Cleburne County",2684,2658,4750,2021,369,854,431,0,0,1,0,0,0,0,24,28,10,0,0,0,0,0,0,2,0,0,10,0,0,0,0,6,0,0,0,8,7,2,6,0,2,7
"G0500250","1990",,,,,,,,,,"Cleveland","025",,"7","9999",,"9999","3","Arkansas","05",,,,,"Cleveland County",652,966,1872,466,107,243,106,179,207,119,33,9,28,14,4,0,0,2,0,2,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,10,8,0,6,0,0,0
"G0500270","1990",,,,,,,,,,"Columbia","027",,"7","9999",,"9999","3","Arkansas","05",,,,,"Columbia County",929,2039,3668,2142,483,1311,538,1225,1536,1374,464,98,141,84,5,0,0,0,0,6,0,10,0,16,0,0,0,23,0,10,0,0,0,0,0,0,2,3,0,0,2,0
"G0500290","1990",,,,,,,,,,"Conway","029",,"7","9999",,"9999","3","Arkansas","05",,,,,"Conway County",1585,2064,4318,1230,283,701,414,288,412,629,169,52,70,17,11,11,2,9,0,0,0,0,2,20,0,5,5,0,0,0,14,6,0,0,0,8,18,20,18,0,0,0
"G0500310","1990",,,,,,,,,,"Craighead","031",,"7","9999",,"9999","3","Arkansas","05",,,,,"Craighead County",6887,6293,12166,6986,1350,4060,2460,184,223,382,401,85,226,42,9,8,23,45,0,24,6,7,18,6,37,6,47,14,8,23,5,0,0,0,0,22,38,55,27,9,10,6
"G0500330","1990",,,,,,,,,,"Crawford","033",,"7","2720",,"9999","3","Arkansas","05",,,,,"Crawford County",3997,5195,8718,4534,1210,1340,626,33,78,36,35,0,0,0,82,123,144,85,9,11,0,27,37,34,22,0,12,12,0,0,5,9,0,0,0,42,18,24,57,19,2,0
"G0500350","1990",,,,,,,,,,"Crittenden","035",,"7","4920",,"9999","3","Arkansas","05",,,,,"Crittenden County",2216,3403,6342,3303,613,1659,708,3529,3129,2603,715,245,325,125,18,18,21,7,0,0,0,5,8,17,18,8,26,6,8,10,22,0,0,0,0,75,34,36,0,0,12,0
"G0500370","1990",,,,,,,,,,"Cross","037",,"7","9999",,"9999","3","Arkansas","05",,,,,"Cross County",1877,1972,3152,1154,208,580,269,717,535,720,226,71,74,10,23,0,2,11,0,0,0,0,0,12,0,0,0,0,3,3,0,0,0,0,0,12,12,18,0,2,6,0
"G0500390","1990",,,,,,,,,,"Dallas","039",,"7","9999",,"9999","3","Arkansas","05",,,,,"Dallas County",582,772,1736,527,89,295,143,632,605,726,97,22,71,39,0,0,0,0,0,0,0,0,0,3,9,0,11,0,5,7,0,0,5,0,0,17,7,0,12,5,0,0
"G0500410","1990",,,,,,,,,,"Desha","041",,"7","9999",,"9999","3","Arkansas","05",,,,,"Desha County",956,1139,2067,1100,109,618,228,1166,1036,920,275,60,116,26,0,2,0,0,0,0,0,5,0,32,6,10,10,34,18,4,8,0,8,0,0,21,12,27,0,8,5,0
"G0500430","1990",,,,,,,,,,"Drew","043",,"7","9999",,"9999","3","Arkansas","05",,,,,"Drew County",1038,1573,2666,1147,141,802,465,640,568,840,260,38,129,41,5,17,10,0,0,6,0,0,0,7,0,0,0,0,2,0,10,0,0,0,0,2,6,18,0,0,0,0
"G0500450","1990",,,,,,,,,,"Faulkner","045",,"7","4400",,"9999","3","Arkansas","05",,,,,"Faulkner County",3429,5233,10533,6010,1130,3493,2405,397,411,639,330,68,245,49,9,62,66,92,4,8,10,30,36,17,25,7,12,12,0,8,23,0,0,0,1,24,49,56,17,8,7,1
"G0500470","1990",,,,,,,,,,"Franklin","047",,"7","9999",,"9999","3","Arkansas","05",,,,,"Franklin County",1815,1987,3272,1270,335,562,283,4,0,7,8,0,0,0,21,15,25,0,14,0,3,8,0,0,0,0,0,0,0,0,0,0,9,0,0,14,7,4,0,9,0,0
"G0500490","1990",,,,,,,,,,"Fulton","049",,"7","9999",,"9999","3","Arkansas","05",,,,,"Fulton County",1650,1453,2506,750,155,266,107,0,0,7,0,0,0,0,31,4,17,8,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"G0500510","1990",,,,,,,,,,"Garland","051",,"7","9999",,"9999","3","Arkansas","05",,,,,"Garland County",5516,8210,15482,9724,2167,4736,2400,587,949,891,381,123,110,74,47,50,66,121,18,13,6,25,13,43,0,0,14,16,46,36,16,15,0,0,6,103,124,101,99,5,7,29
"G0500530","1990",,,,,,,,,,"Grant","053",,"7","9999",,"9999","3","Arkansas","05",,,,,"Grant County",1101,1548,3679,1263,261,524,294,73,48,105,19,0,18,0,2,8,14,0,0,0,0,6,0,0,6,6,0,0,14,0,0,0,0,0,0,16,0,4,0,0,0,0
"G0500550","1990",,,,,,,,,,"Greene","055",,"7","9999",,"9999","3","Arkansas","05",,,,,"Greene County",4521,4033,7281,2604,312,1264,608,13,7,6,0,2,0,0,20,12,16,0,0,0,0,0,0,0,0,0,6,0,0,6,16,8,0,8,0,23,16,21,14,0,14,0
"G0500570","1990",,,,,,,,,,"Hempstead","057",,"7","9999",,"9999","3","Arkansas","05",,,,,"Hempstead County",1336,2146,3641,1432,331,804,324,617,1025,1444,309,105,105,55,0,21,2,5,0,0,0,30,9,24,0,0,0,0,69,18,27,2,0,0,0,102,36,43,4,0,0,0
"G0500590","1990",,,,,,,,,,"Hot Spring","059",,"7","9999",,"9999","3","Arkansas","05",,,,,"Hot Spring County",2165,3134,6247,1918,525,892,537,394,374,550,181,39,80,29,2,22,20,22,19,0,7,5,0,2,10,0,2,2,14,0,7,0,0,0,0,12,0,17,0,0,0,0
"G0500610","1990",,,,,,,,,,"Howard","061",,"7","9999",,"9999","3","Arkansas","05",,,,,"Howard County",1186,1394,2648,961,189,457,189,227,450,626,114,47,36,18,7,4,2,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,7,0,17,6,10,0,0,9,0
"G0500630","1990",,,,,,,,,,"Independence","063",,"7","9999",,"9999","3","Arkansas","05",,,,,"Independence County",3175,4113,7000,2814,578,1319,704,6,79,70,57,19,46,0,9,0,25,3,0,0,0,26,6,9,32,7,0,9,0,2,12,3,0,0,0,0,2,21,3,0,0,0
"G0500650","1990",,,,,,,,,,"Izard","065",,"7","9999",,"9999","3","Arkansas","05",,,,,"Izard County",1606,1558,2884,1043,249,496,275,0,0,0,8,0,0,0,6,8,16,9,0,0,0,0,0,10,0,0,0,0,0,2,10,0,0,0,0,0,13,27,4,0,0,8
"G0500670","1990",,,,,,,,,,"Jackson","067",,"7","9999",,"9999","3","Arkansas","05",,,,,"Jackson County",2768,2400,3808,1164,187,532,190,389,542,363,121,21,104,16,12,2,12,8,0,0,0,0,2,4,0,0,0,0,2,0,4,0,0,0,0,2,6,8,0,0,0,0
"G0500690","1990",,,,,,,,,,"Jefferson","069",,"7","6240",,"9999","3","Arkansas","05",,,,,"Jefferson County",3190,5791,12752,5247,840,3482,1405,4230,4222,4426,2690,389,1880,734,73,65,63,61,5,4,0,21,23,35,15,13,31,10,0,22,8,0,0,7,7,46,44,58,19,0,11,6
"G0500710","1990",,,,,,,,,,"Johnson","071",,"7","9999",,"9999","3","Arkansas","05",,,,,"Johnson County",2279,1949,3952,1654,285,889,492,15,40,38,31,0,14,0,2,3,38,12,0,8,0,0,11,4,17,7,6,0,12,2,7,0,0,0,0,23,10,36,11,2,2,0
"G0500730","1990",,,,,,,,,,"Lafayette","073",,"7","9999",,"9999","3","Arkansas","05",,,,,"Lafayette County",613,886,1384,627,92,288,114,699,747,496,98,18,8,7,0,8,2,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"G0500750","1990",,,,,,,,,,"Lawrence","075",,"7","9999",,"9999","3","Arkansas","05",,,,,"Lawrence County",2975,2290,3990,1119,237,413,278,8,18,28,0,0,0,0,39,18,27,12,1,7,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,3,7,7,2,0,0,0
"G0500770","1990",,,,,,,,,,"Lee","077",,"7","9999",,"9999","3","Arkansas","05",,,,,"Lee County",853,919,981,471,154,214,135,1361,1072,724,355,101,137,71,10,0,0,0,0,0,2,33,10,5,0,5,0,5,0,0,0,7,0,0,0,19,7,5,7,0,0,0
"G0500790","1990",,,,,,,,,,"Lincoln","079",,"7","9999",,"9999","3","Arkansas","05",,,,,"Lincoln County",1062,1063,2323,996,140,325,102,607,1008,777,344,157,70,8,2,6,7,3,0,0,0,2,0,3,3,3,0,0,0,0,26,0,0,0,3,6,57,51,0,0,2,3
"G0500810","1990",,,,,,,,,,"Little River","081",,"7","9999",,"9999","3","Arkansas","05",,,,,"Little River County",877,1407,2642,1259,263,379,218,304,467,525,102,52,53,37,2,5,20,26,12,8,13,0,0,8,0,0,0,0,17,3,9,2,0,0,0,17,20,9,2,0,0,2
"G0500830","1990",,,,,,,,,,"Logan","083",,"7","9999",,"9999","3","Arkansas","05",,,,,"Logan County",2427,2976,4510,1771,399,599,255,15,51,49,6,0,9,0,29,35,27,2,5,10,8,2,0,0,9,8,0,8,0,14,8,7,0,7,0,7,20,8,12,0,7,0
"G0500850","1990",,,,,,,,,,"Lonoke","085",,"7","4400",,"9999","3","Arkansas","05",,,,,"Lonoke County",2691,4118,8066,4211,867,1670,671,524,663,473,163,30,71,22,0,14,37,17,9,0,0,0,10,35,2,0,3,0,0,8,6,9,10,0,0,0,13,13,34,24,0,0
"G0500870","1990",,,,,,,,,,"Madison","087",,"7","9999",,"9999","3","Arkansas","05",,,,,"Madison County",1821,1195,2607,1026,176,409,213,0,0,0,0,0,0,0,9,17,20,21,12,1,0,0,3,4,0,0,0,0,8,0,4,7,0,0,0,16,0,45,7,0,0,0
"G0500890","1990",,,,,,,,,,"Marion","089",,"7","9999",,"9999","3","Arkansas","05",,,,,"Marion County",1300,1755,3074,1445,321,478,213,0,0,0,0,0,0,0,13,16,4,1,0,0,2,14,1,15,0,2,2,0,0,0,0,0,7,0,0,0,0,7,7,7,0,0
"G0500910","1990",,,,,,,,,,"Miller","091",,"7","8360",,"9999","3","Arkansas","05",,,,,"Miller County",2540,3982,6544,3225,810,1324,621,987,1014,1508,545,235,109,177,11,24,27,30,7,0,0,19,16,14,0,6,22,0,8,6,25,0,0,10,0,68,39,95,6,5,10,0
"G0500930","1990",,,,,,,,,,"Mississippi","093",,"7","9999",,"9999","3","Arkansas","05",,,,,"Mississippi County",5041,4035,7760,4414,896,2164,905,2007,2082,1989,974,182,300,110,42,23,45,37,12,0,0,6,16,60,25,27,9,18,55,14,43,49,0,0,0,60,18,95,91,16,12,0
"G0500950","1990",,,,,,,,,,"Monroe","095",,"7","9999",,"9999","3","Arkansas","05",,,,,"Monroe County",910,976,1680,616,86,311,145,832,608,541,222,7,107,33,2,6,0,0,0,0,0,7,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0
"G0500970","1990",,,,,,,,,,"Montgomery","097",,"7","9999",,"9999","3","Arkansas","05",,,,,"Montgomery County",1035,1096,1873,814,152,221,156,0,0,0,0,0,2,0,19,6,28,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,17,11,7,7,0,0
"G0500990","1990",,,,,,,,,,"Nevada","099",,"7","9999",,"9999","3","Arkansas","05",,,,,"Nevada County",539,1009,1784,618,144,399,169,444,555,567,147,28,49,23,6,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"G0501010","1990",,,,,,,,,,"Newton","101",,"7","9999",,"9999","3","Arkansas","05",,,,,"Newton County",1144,920,1853,588,69,233,94,0,0,0,0,0,0,0,0,0,5,12,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,3,0,0,0,0
"G0501030","1990",,,,,,,,,,"Ouachita","103",,"7","9999",,"9999","3","Arkansas","05",,,,,"Ouachita County",1302,2445,4716,2688,566,1443,457,1645,1630,1632,708,163,346,172,9,5,5,20,0,0,10,0,0,13,0,0,0,13,0,2,9,0,0,0,0,12,26,36,16,0,1,0
"G0501050","1990",,,,,,,,,,"Perry","105",,"7","9999",,"9999","3","Arkansas","05",,,,,"Perry County",891,1088,2082,614,103,195,105,14,32,28,12,13,24,0,0,4,13,0,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0
"G0501070","1990",,,,,,,,,,"Phillips","107",,"7","9999",,"9999","3","Arkansas","05",,,,,"Phillips County",1667,1445,2484,1572,463,716,310,2816,2044,1171,935,305,316,133,0,0,8,0,0,0,0,8,0,23,8,0,9,27,2,0,12,0,0,0,0,22,8,25,31,0,13,0
"G0501090","1990",,,,,,,,,,"Pike","109",,"7","9999",,"9999","3","Arkansas","05",,,,,"Pike County",1032,1409,2436,806,140,420,131,39,69,63,13,3,1,3,4,8,9,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,0,3,15,0,0,0
"G0501110","1990",,,,,,,,,,"Poinsett","111",,"7","9999",,"9999","3","Arkansas","05",,,,,"Poinsett County",4399,2906,4952,1415,247,535,270,471,242,181,29,14,52,8,20,15,14,2,0,2,0,7,6,2,0,0,0,11,7,2,6,0,0,0,0,13,13,11,0,3,0,0
"G0501130","1990",,,,,,,,,,"Polk","113",,"7","9999",,"9999","3","Arkansas","05",,,,,"Polk County",2075,2187,3789,1783,435,728,388,0,0,0,0,0,0,0,6,17,22,2,0,6,6,6,0,2,6,0,0,8,16,18,0,9,0,0,0,37,54,22,31,0,5,6
"G0501150","1990",,,,,,,,,,"Pope","115",,"7","9999",,"9999","3","Arkansas","05",,,,,"Pope County",4115,4923,8301,4902,846,2667,1309,67,146,142,118,10,36,34,42,47,64,38,0,25,2,0,26,34,0,0,28,18,0,8,8,17,0,3,0,2,23,53,40,0,9,0
"G0501170","1990",,,,,,,,,,"Prairie","117",,"7","9999",,"9999","3","Arkansas","05",,,,,"Prairie County",1228,1069,1998,665,152,301,135,213,208,163,58,9,11,4,3,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0
"G0501190","1990",,,,,,,,,,"Pulaski","119",,"7","4400",,"9999","3","Arkansas","05",,,,,"Pulaski County",10248,19649,49631,39141,8493,29293,15791,5732,10440,13061,9650,2479,4373,2079,51,149,251,230,46,42,117,172,162,320,183,42,307,328,105,76,107,133,47,35,37,187,254,498,449,144,254,180
"G0501210","1990",,,,,,,,,,"Randolph","121",,"7","9999",,"9999","3","Arkansas","05",,,,,"Randolph County",3012,1904,3650,1099,235,522,336,17,14,38,0,7,0,0,6,16,11,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0
"G0501230","1990",,,,,,,,,,"St Francis","123",,"7","9999",,"9999","3","Arkansas","05",,,,,"St. Francis County",1698,1887,3098,1595,423,734,284,2106,1739,1672,708,198,241,116,5,6,25,3,0,8,0,8,24,12,5,8,35,0,3,8,4,0,0,0,0,36,20,17,7,8,0,6
"G0501250","1990",,,,,,,,,,"Saline","125",,"7","4400",,"9999","3","Arkansas","05",,,,,"Saline County",4110,6543,15504,7067,1850,3576,1164,189,187,232,79,12,34,32,15,35,84,36,27,7,8,8,34,49,33,18,9,18,14,4,23,0,3,24,4,29,24,57,38,29,10,15
"G0501270","1990",,,,,,,,,,"Scott","127",,"7","9999",,"9999","3","Arkansas","05",,,,,"Scott County",1554,1511,2112,833,220,266,132,0,0,0,0,0,0,0,6,13,17,11,0,0,0,16,0,17,7,0,0,0,0,7,0,6,0,2,0,0,0,0,16,0,2,0
"G0501290","1990",,,,,,,,,,"Searcy","129",,"7","9999",,"9999","3","Arkansas","05",,,,,"Searcy County",1553,979,1608,676,111,255,138,0,5,3,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,6,17
"G0501310","1990",,,,,,,,,,"Sebastian","131",,"7","2720",,"9999","3","Arkansas","05",,,,,"Sebastian County",5917,10027,17777,11977,3767,6166,2851,244,694,1113,641,167,98,52,65,228,237,199,92,62,22,535,372,355,171,107,71,47,87,59,47,28,35,0,9,104,135,123,73,45,14,9
"G0501330","1990",,,,,,,,,,"Sevier","133",,"7","9999",,"9999","3","Arkansas","05",,,,,"Sevier County",1428,1720,2778,1177,292,438,172,85,145,195,33,12,5,6,7,27,39,33,6,9,0,5,2,10,0,0,0,0,190,22,0,10,5,4,0,190,42,2,10,5,4,0
"G0501350","1990",,,,,,,,,,"Sharp","135",,"7","9999",,"9999","3","Arkansas","05",,,,,"Sharp County",1693,1847,3734,1588,209,547,325,3,0,6,7,0,0,0,8,14,42,4,8,2,2,0,7,0,5,0,0,0,0,0,7,2,0,0,0,0,0,19,2,0,0,0
"G0501370","1990",,,,,,,,,,"Stone","137",,"7","9999",,"9999","3","Arkansas","05",,,,,"Stone County",1574,1146,2238,901,240,433,183,0,0,0,0,0,0,0,8,0,8,12,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0
"G0501390","1990",,,,,,,,,,"Union","139",,"7","9999",,"9999","3","Arkansas","05",,,,,"Union County",1679,4187,7783,4067,1070,2492,1003,1938,2465,2237,722,103,252,47,3,14,24,26,0,11,6,0,6,14,13,11,9,5,8,0,7,0,0,0,0,19,29,19,13,0,11,7
"G0501410","1990",,,,,,,,,,"Van Buren","141",,"7","9999",,"9999","3","Arkansas","05",,,,,"Van Buren County",1817,1877,3419,1418,260,679,354,7,6,0,0,0,0,0,7,0,39,17,0,0,7,0,0,6,0,0,3,0,0,0,2,0,0,0,0,5,5,9,0,5,2,0
"G0501430","1990",,,,,,,,,,"Washington","143",,"7","2580",,"9999","3","Arkansas","05",,,,,"Washington County",7905,9784,20461,12292,2485,8009,5069,70,71,156,179,41,98,56,98,153,179,179,47,93,73,26,94,92,64,47,118,101,38,10,33,38,12,13,12,120,84,121,108,28,55,41
"G0501450","1990",,,,,,,,,,"White","145",,"7","9999",,"9999","3","Arkansas","05",,,,,"White County",5637,6433,10989,4930,952,2246,1391,211,252,314,108,24,31,1,27,18,51,27,8,11,0,7,0,17,22,0,0,0,13,22,0,8,10,0,0,50,36,53,8,10,8,0
"G0501470","1990",,,,,,,,,,"Woodruff","147",,"7","9999",,"9999","3","Arkansas","05",,,,,"Woodruff County",1053,1064,1431,443,73,264,99,451,463,380,81,26,46,30,0,0,4,2,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0
