GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DHZ001,DHZ002,DHZ003,DHZ004,DHZ005,DHZ006,DHZ007,DHZ008
"G1901050","1980","A","2","4","Iowa","19",,"Jones","105",,,,,,,,,,,,"06",,,,,"JONES",,,,,"1",,,,,"1","1",,,,,,,,,"1",,,"1","1",,,,0,11,0,45,0,0,0,13
"G1901070","1980","A","2","4","Iowa","19",,"Keokuk","107",,,,,,,,,,,,"05",,,,,"KEOKUK",,,"1","1",,,,,,,"1","1",,,,,,"1","1",,,,,"1","1",,,0,12,0,6,0,1,0,15
"G1901090","1980","A","2","4","Iowa","19",,"Kossuth","109",,,,,,,,,,,,"02",,,,,"KOSSUTH",,,,"1",,,,,,,,"1","1",,,,,"1","1",,,,,"1","1","1",,0,13,2,0,0,14,8,16
"G1901110","1980","A","2","4","Iowa","19",,"Lee","111",,,,,,,,,,,,"06",,,,,"LEE",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,0,194,16,73,0,116,7,139
"G1901130","1980","A","2","4","Iowa","19","1360","Linn","113",,,,,,,,,,,,"F",,,,,"LINN",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,286,56,67,0,221,19,181
"G1901150","1980","A","2","4","Iowa","19",,"Louisa","115",,,,,,,,,,,,"06",,,,,"LOUISA",,,"1",,"1",,,,,,,"1","1",,,,,"1","1",,,,,"1","1",,,0,43,12,2,0,17,2,10
"G1901170","1980","A","2","4","Iowa","19",,"Lucas","117",,,,,,,,,,,,"03",,,,,"LUCAS",,,"1","1",,,,,,"1","1","1",,"1",,"1","1",,,"1",,,,"1","1",,,0,2,0,8,0,0,0,16
"G1901190","1980","A","2","4","Iowa","19",,"Lyon","119",,,,,,,,,,,,"01",,,,,"LYON",,,,"1","1","1",,,,,,"1","1","1",,"1",,,,"1",,"1",,,"1",,,0,0,0,0,0,0,0,0
"G1901210","1980","A","2","4","Iowa","19",,"Madison","121",,,,,,,,,,,,"03",,,,,"MADISON",,,,"1","1",,,,,,"1","1",,,,"1",,"1",,,,"1",,,"1",,,0,21,0,0,0,2,0,7
"G1901230","1980","A","2","4","Iowa","19",,"Mahaska","123",,,,,,,,,,,,"05",,,,,"MAHASKA",,,,,,,,,,,"1",,"1",,,,,"1","1","1",,,,,,"1",,0,7,0,0,0,2,0,20
"G1901250","1980","A","2","4","Iowa","19",,"Marion","125",,,,,,,,,,,,"03",,,,,"MARION",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,,"1",,,,0,21,0,13,0,23,8,26
"G1901270","1980","A","2","4","Iowa","19",,"Marshall","127",,,,,,,,,,,,"05",,,,,"MARSHALL",,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,0,50,18,11,0,20,0,45
"G1901290","1980","A","2","4","Iowa","19",,"Mills","129",,,,,,,,,,,,"01",,,,,"MILLS",,,"1","1","1",,,,,,"1","1",,,,,,,,,,,,"1","1",,,6,6,6,6,0,14,0,13
"G1901310","1980","A","2","4","Iowa","19",,"Mitchell","131",,,,,,,,,,,,"04",,,,,"MITCHELL",,,,"1","1","1",,,"1",,"1",,,"1",,,,,,,,"1",,"1",,"1",,0,0,0,0,0,0,0,0
"G1901330","1980","A","2","4","Iowa","19",,"Monona","133",,,,,,,,,,,,"01",,,,,"MONONA",,,,"1","1","1",,,"1",,,"1",,,,,,,,,,"1",,,"1",,,0,0,0,0,0,0,0,0
"G1901350","1980","A","2","4","Iowa","19",,"Monroe","135",,,,,,,,,,,,"03",,,,,"MONROE",,,"1","1","1","1",,,,,"1","1",,,,"1",,"1",,,,"1",,,"1",,,0,0,0,0,0,0,0,0
"G1901370","1980","A","2","4","Iowa","19",,"Montgomery","137",,,,,,,,,,,,"01",,,,,"MONTGOMERY",,,"1","1","1",,,,,"1","1",,,,,,,,"1","1",,,"1","1",,,,0,3,0,0,0,18,0,7
"G1901390","1980","A","2","4","Iowa","19",,"Muscatine","139",,,,,,,,,,,,"06",,,,,"MUSCATINE",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,0,481,36,90,0,231,42,247
"G1901410","1980","A","2","4","Iowa","19",,"O Brien","141",,,,,,,,,,,,"01",,,,,"O@BRIEN",,,,"1","1",,,,,,,"1","1",,,"1",,,"1","1",,,,,"1",,,0,21,0,2,0,10,0,6
"G1901430","1980","A","2","4","Iowa","19",,"Osceola","143",,,,,,,,,,,,"02",,,,,"OSCEOLA",,,,,"1","1",,,,,"1","1",,"1",,,,"1","1","1",,,,,,,,0,0,0,0,0,0,0,0
"G1901450","1980","A","2","4","Iowa","19",,"Page","145",,,,,,,,,,,,"01",,,,,"PAGE",,,"1",,,,,,,,"1","1","1",,,,,"1",,,,,,"1","1",,,0,39,0,12,0,0,7,24
"G1901470","1980","A","2","4","Iowa","19",,"Palo Alto","147",,,,,,,,,,,,"02",,,,,"PALO ALTO",,,"1",,,,,,,"1",,,"1",,,,,,,,,,"1",,,,,0,18,0,0,0,7,0,19
"G1901490","1980","A","2","4","Iowa","19",,"Plymouth","149",,,,,,,,,,,,"01",,,,,"PLYMOUTH",,,,,,,,,,,"1",,"1",,,,,"1",,"1",,,,,,,,0,2,0,17,0,13,0,26
"G1901510","1980","A","2","4","Iowa","19",,"Pocahontas","151",,,,,,,,,,,,"02",,,,,"POCAHONTAS",,,"1",,"1","1",,,"1",,,"1",,"1",,"1",,,"1","1",,,,,,"1",,0,0,0,0,0,0,0,0
"G1901530","1980","A","2","4","Iowa","19","2120","Polk","153",,,,,,,,,,,,"C",,,,,"POLK",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,915,162,218,0,862,23,498
"G1901550","1980","A","2","4","Iowa","19","5920","Pottawattamie","155",,,,,,,,,,,,"B",,,,,"POTTAWATTAMIE",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,262,41,118,0,194,0,204
"G1901570","1980","A","2","4","Iowa","19",,"Poweshiek","157",,,,,,,,,,,,"05",,,,,"POWESHIEK",,,,"1",,,,,,"1","1",,,,,,"1","1","1","1",,,,,,,,0,10,0,18,0,8,0,8
"G1901590","1980","A","2","4","Iowa","19",,"Ringgold","159",,,,,,,,,,,,"03",,,,,"RINGGOLD",,,"1","1","1","1",,,,,"1","1",,,,,,"1","1","1",,"1",,,"1","1",,0,0,0,0,0,0,0,0
"G1901610","1980","A","2","4","Iowa","19",,"Sac","161",,,,,,,,,,,,"01",,,,,"SAC",,,"1",,"1","1",,,,,,"1","1","1",,,,,"1","1",,,,,,,,0,0,0,0,0,0,0,0
"G1901630","1980","A","2","4","Iowa","19","1960","Scott","163",,,,,,,,,,,,"D",,,,,"SCOTT",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,853,117,199,0,657,35,392
"G1901650","1980","A","2","4","Iowa","19",,"Shelby","165",,,,,,,,,,,,"01",,,,,"SHELBY",,,,"1","1","1",,,,,"1","1",,"1",,,,"1","1",,,,,,,"1",,0,0,0,0,0,0,0,0
"G1901670","1980","A","2","4","Iowa","19",,"Sioux","167",,,,,,,,,,,,"01",,,,,"SIOUX",,,,,"1",,,,,,"1","1",,,,,"1","1","1",,,,"1","1","1",,,0,7,0,5,0,14,3,10
"G1901690","1980","A","2","4","Iowa","19",,"Story","169",,,,,,,,,,,,"02",,,,,"STORY",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,0,53,0,185,0,88,0,133
"G1901710","1980","A","2","4","Iowa","19",,"Tama","171",,,,,,,,,,,,"05",,,,,"TAMA",,,"1",,,,,,,"1",,,"1",,,,"1",,"1",,,,"1",,"1","1",,0,26,0,2,0,4,0,23
"G1901730","1980","A","2","4","Iowa","19",,"Taylor","173",,,,,,,,,,,,"03",,,,,"TAYLOR",,,"1","1","1","1",,,,"1","1","1",,"1",,,"1","1","1",,,,,,,"1",,0,0,0,0,0,0,0,0
"G1901750","1980","A","2","4","Iowa","19",,"Union","175",,,,,,,,,,,,"03",,,,,"UNION",,,"1","1",,,,,,,"1","1",,,,,,"1","1",,,,,"1","1","1",,0,8,1,6,0,13,0,18
"G1901770","1980","A","2","4","Iowa","19",,"Van Buren","177",,,,,,,,,,,,"03",,,,,"VAN BUREN",,,"1","1","1",,,,,,,,,,,,,,,"1",,,,,,"1",,0,4,5,0,0,2,0,5
"G1901790","1980","A","2","4","Iowa","19",,"Wapello","179",,,,,,,,,,,,"03",,,,,"WAPELLO",,,,,"1",,,,,,,,,,,,,,,,,,"1","1",,,,0,33,14,18,0,24,8,33
"G1901810","1980","A","2","4","Iowa","19","2120","Warren","181",,,,,,,,,,,,"03",,,,,"WARREN",,,,,,,,,,,,"1","1",,,,"1",,,,,,"1",,"1",,,0,51,0,14,0,40,0,41
"G1901830","1980","A","2","4","Iowa","19",,"Washington","183",,,,,,,,,,,,"05",,,,,"WASHINGTON",,,,"1",,,,,,"1","1",,,,,"1",,,"1","1",,,"1","1","1","1",,0,12,4,3,0,34,0,35
"G1901850","1980","A","2","4","Iowa","19",,"Wayne","185",,,,,,,,,,,,"03",,,,,"WAYNE",,,,"1","1","1",,,,,"1","1","1","1",,,,"1",,"1",,,,,"1",,,0,0,0,0,0,0,0,0
"G1901870","1980","A","2","4","Iowa","19",,"Webster","187",,,,,,,,,,,,"02",,,,,"WEBSTER",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,0,81,6,69,0,85,5,76
"G1901890","1980","A","2","4","Iowa","19",,"Winnebago","189",,,,,,,,,,,,"04",,,,,"WINNEBAGO",,,,,"1",,,,,,,"1","1","1",,"1",,,,"1",,,,,"1","1",,0,5,0,12,0,13,0,12
"G1901910","1980","A","2","4","Iowa","19",,"Winneshiek","191",,,,,,,,,,,,"04",,,,,"WINNESHIEK",,,,"1",,,,,,"1",,"1",,"1",,,,,,"1",,,"1",,"1",,,0,6,0,0,0,5,0,15
"G1901930","1980","A","2","4","Iowa","19","7720","Woodbury","193",,,,,,,,,,,,"A",,,,,"WOODBURY",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,285,64,58,0,170,9,153
"G1901950","1980","A","2","4","Iowa","19",,"Worth","195",,,,,,,,,,,,"04",,,,,"WORTH",,,"1","1","1",,,,,"1","1","1",,,,,"1","1",,,,,,,"1",,,0,12,1,9,0,8,2,28
"G1901970","1980","A","2","4","Iowa","19",,"Wright","197",,,,,,,,,,,,"02",,,,,"WRIGHT",,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,0,28,7,15,0,32,0,40
"G2000010","1980","A","2","4","Kansas","20",,"Allen","001",,,,,,,,,,,,"07",,,,,"ALLEN",,,,,"1",,,,,,,"1","1",,,,,,,,,,,"1","1",,,0,43,2,14,0,27,2,10
"G2000030","1980","A","2","4","Kansas","20",,"Anderson","003",,,,,,,,,,,,"07",,,,,"ANDERSON",,,"1",,"1",,,,,,,,,,,,,"1",,,,,,"1",,"1",,0,4,1,2,0,17,0,10
"G2000050","1980","A","2","4","Kansas","20",,"Atchison","005",,,,,,,,,,,,"06",,,,,"ATCHISON",,,,,,,,,,,,"1","1",,,,,"1",,,,,,"1","1","1",,0,50,0,22,0,53,12,61
"G2000070","1980","A","2","4","Kansas","20",,"Barber","007",,,,,,,,,,,,"01",,,,,"BARBER",,,"1","1","1",,,,,"1",,"1",,,,,"1","1","1",,,,,"1","1","1",,0,10,0,6,0,6,0,6
"G2000090","1980","A","2","4","Kansas","20",,"Barton","009",,,,,,,,,,,,"02",,,,,"BARTON",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,0,125,9,19,0,69,0,35
"G2000110","1980","A","2","4","Kansas","20",,"Bourbon","011",,,,,,,,,,,,"07",,,,,"BOURBON",,,,,,,,,,,,,,,,,,,"1",,,,,"1","1","1",,0,11,0,24,0,21,0,11
"G2000130","1980","A","2","4","Kansas","20",,"Brown","013",,,,,,,,,,,,"06",,,,,"BROWN",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,"1",,,,0,55,6,13,0,26,2,22
"G2000150","1980","A","2","4","Kansas","20","9040","Butler","015",,,,,,,,,,,,"05",,,,,"BUTLER",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,118,3,23,0,93,0,88
"G2000170","1980","A","2","4","Kansas","20",,"Chase","017",,,,,,,,,,,,"05",,,,,"CHASE",,,"1","1","1","1",,,,"1","1",,,"1",,,"1","1",,"1",,"1","1",,,,,0,0,0,0,0,0,0,0
"G2000190","1980","A","2","4","Kansas","20",,"Chautauqua","019",,,,,,,,,,,,"05",,,,,"CHAUTAUQUA",,,"1",,"1","1",,,,"1",,"1","1","1",,,"1",,"1","1",,,"1",,"1","1",,0,0,0,0,0,0,0,0
"G2000210","1980","A","2","4","Kansas","20",,"Cherokee","021",,,,,,,,,,,,"08",,,,,"CHEROKEE",,,,,"1",,,,,,,,,,,,,,,,,,"1",,"1","1",,0,16,0,9,0,8,0,21
"G2000230","1980","A","2","4","Kansas","20",,"Cheyenne","023",,,,,,,,,,,,"02",,,,,"CHEYENNE",,,,"1","1","1",,,,,"1","1",,,,"1",,,"1",,,,,"1","1",,,0,0,0,0,0,0,0,0
"G2000250","1980","A","2","4","Kansas","20",,"Clark","025",,,,,,,,,,,,"01",,,,,"CLARK",,,,"1","1","1",,,,,,"1","1","1",,"1",,,,"1",,"1",,,"1",,,0,0,0,0,0,0,0,0
"G2000270","1980","A","2","4","Kansas","20",,"Clay","027",,,,,,,,,,,,"03",,,,,"CLAY",,,"1","1","1",,,,,"1","1","1","1",,,"1",,"1",,,,,"1",,"1","1",,3,17,0,4,0,15,0,3
"G2000290","1980","A","2","4","Kansas","20",,"Cloud","029",,,,,,,,,,,,"03",,,,,"CLOUD",,,"1","1","1",,,,,,"1","1",,,,"1",,,"1",,,,,"1",,,,0,7,0,0,0,6,0,11
"G2000310","1980","A","2","4","Kansas","20",,"Coffey","031",,,,,,,,,,,,"07",,,,,"COFFEY",,,,,"1","1",,,,,,"1","1",,,,,"1","1","1",,,,"1",,"1",,0,0,0,0,0,0,0,0
"G2000330","1980","A","2","4","Kansas","20",,"Comanche","033",,,,,,,,,,,,"01",,,,,"COMANCHE",,,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
"G2000350","1980","A","2","4","Kansas","20",,"Cowley","035",,,,,,,,,,,,"05",,,,,"COWLEY",,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,0,179,8,59,0,110,6,80
"G2000370","1980","A","2","4","Kansas","20",,"Crawford","037",,,,,,,,,,,,"08",,,,,"CRAWFORD",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,0,53,0,21,0,17,4,60
"G2000390","1980","A","2","4","Kansas","20",,"Decatur","039",,,,,,,,,,,,"02",,,,,"DECATUR",,,,"1","1","1",,,"1",,"1",,,"1",,,,,,"1",,"1",,"1",,"1",,0,0,0,0,0,0,0,0
"G2000410","1980","A","2","4","Kansas","20",,"Dickinson","041",,,,,,,,,,,,"03",,,,,"DICKINSON",,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,3,88,1,59,0,72,4,41
"G2000430","1980","A","2","4","Kansas","20",,"Doniphan","043",,,,,,,,,,,,"06",,,,,"DONIPHAN",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,"1",,0,17,5,11,0,24,2,18
"G2000450","1980","A","2","4","Kansas","20","4150","Douglas","045",,,,,,,,,,,,"06",,,,,"DOUGLAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,298,24,222,0,288,20,259
"G2000470","1980","A","2","4","Kansas","20",,"Edwards","047",,,,,,,,,,,,"02",,,,,"EDWARDS",,,"1","1","1",,,,,"1","1",,,,,,"1","1",,,,,,"1",,,,0,43,2,16,0,21,0,17
"G2000490","1980","A","2","4","Kansas","20",,"Elk","049",,,,,,,,,,,,"05",,,,,"ELK",,,,,"1",,,,,,"1","1","1","1",,"1",,"1",,"1",,,,"1","1","1",,0,0,5,5,0,0,0,9
"G2000510","1980","A","2","4","Kansas","20",,"Ellis","051",,,,,,,,,,,,"02",,,,,"ELLIS",,,,,,,,,,,,"1","1",,,,"1",,"1",,,,"1",,,,,0,67,0,28,0,43,0,2
"G2000530","1980","A","2","4","Kansas","20",,"Ellsworth","053",,,,,,,,,,,,"02",,,,,"ELLSWORTH",,,"1","1","1",,,,,"1",,"1",,,,,"1",,"1",,,,,,,"1",,0,43,0,10,0,28,2,29
"G2000550","1980","A","2","4","Kansas","20",,"Finney","055",,,,,,,,,,,,"02",,,,,"FINNEY",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,861,32,121,0,417,27,492
"G2000570","1980","A","2","4","Kansas","20",,"Ford","057",,,,,,,,,,,,"01",,,,,"FORD",,,,,,,,,,,,"1","1",,,,,,"1",,,,,,,,,0,366,15,70,0,276,32,163
"G2000590","1980","A","2","4","Kansas","20",,"Franklin","059",,,,,,,,,,,,"07",,,,,"FRANKLIN",,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,0,77,7,37,0,72,13,59
"G2000610","1980","A","2","4","Kansas","20",,"Geary","061",,,,,,,,,,,,"05",,,,,"GEARY",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,514,79,16,50,25,140,41,291
"G2000630","1980","A","2","4","Kansas","20",,"Gove","063",,,,,,,,,,,,"02",,,,,"GOVE",,,"1","1","1","1",,,"1",,,,"1","1",,"1",,,,"1",,,,,,,,0,0,0,0,0,0,0,0
"G2000650","1980","A","2","4","Kansas","20",,"Graham","065",,,,,,,,,,,,"02",,,,,"GRAHAM",,,,,"1","1",,,,"1",,"1",,"1",,,"1",,"1","1",,,,,,"1",,0,0,0,0,0,0,0,0
"G2000670","1980","A","2","4","Kansas","20",,"Grant","067",,,,,,,,,,,,"01",,,,,"GRANT",,,,,"1",,,,,,,,,,,,,"1",,,,,,,,,,0,277,5,43,0,142,21,161
"G2000690","1980","A","2","4","Kansas","20",,"Gray","069",,,,,,,,,,,,"01",,,,,"GRAY",,,"1","1","1",,,,,"1",,"1","1",,,,"1",,"1","1",,"1",,,,"1",,0,11,2,6,0,5,0,14
"G2000710","1980","A","2","4","Kansas","20",,"Greeley","071",,,,,,,,,,,,"01",,,,,"GREELEY",,,"1",,,,,,,"1",,,"1",,,,"1",,,"1",,"1",,,,,,0,24,0,12,0,11,3,21
"G2000730","1980","A","2","4","Kansas","20",,"Greenwood","073",,,,,,,,,,,,"05",,,,,"GREENWOOD",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,"1",,"1",,0,20,0,8,0,7,0,2
"G2000750","1980","A","2","4","Kansas","20",,"Hamilton","075",,,,,,,,,,,,"01",,,,,"HAMILTON",,,"1",,"1",,,,,"1",,"1",,,,,"1",,,,,,,,"1",,,0,10,0,6,0,16,2,13
"G2000770","1980","A","2","4","Kansas","20",,"Harper","077",,,,,,,,,,,,"03",,,,,"HARPER",,,"1","1","1",,,,,,,"1","1",,,,"1",,,,,,,,"1","1",,0,20,2,10,0,5,0,14
"G2000790","1980","A","2","4","Kansas","20",,"Harvey","079",,,,,,,,,,,,"03",,,,,"HARVEY",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,415,5,37,0,236,3,140
"G2000810","1980","A","2","4","Kansas","20",,"Haskell","081",,,,,,,,,,,,"01",,,,,"HASKELL",,,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,,,,,0,95,0,11,0,31,2,49
"G2000830","1980","A","2","4","Kansas","20",,"Hodgeman","083",,,,,,,,,,,,"02",,,,,"HODGEMAN",,,"1",,"1","1",,,"1","1",,,,"1",,"1","1",,,,,,,,,"1",,0,0,0,0,0,0,0,0
"G2000850","1980","A","2","4","Kansas","20",,"Jackson","085",,,,,,,,,,,,"06",,,,,"JACKSON",,,"1",,"1",,,,,"1",,,"1",,,,"1",,,"1",,,"1","1",,"1",,0,8,2,7,0,10,0,19
"G2000870","1980","A","2","4","Kansas","20","8440","Jefferson","087",,,,,,,,,,,,"06",,,,,"JEFFERSON",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,"1","1","1","1",,0,22,3,11,0,21,1,12
"G2000890","1980","A","2","4","Kansas","20",,"Jewell","089",,,,,,,,,,,,"04",,,,,"JEWELL",,,,"1","1","1",,,"1",,"1",,,,,"1",,"1",,,,"1",,"1",,,,0,0,0,0,0,0,0,0
"G2000910","1980","A","2","4","Kansas","20","3760","Johnson","091",,,,,,,,,,,,"B",,,,,"JOHNSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1041,36,160,0,991,41,493
"G2000930","1980","A","2","4","Kansas","20",,"Kearny","093",,,,,,,,,,,,"01",,,,,"KEARNY",,,"1","1","1",,,,,,,,,,,,,"1",,,,,,"1",,,,0,106,4,23,0,34,4,81
"G2000950","1980","A","2","4","Kansas","20",,"Kingman","095",,,,,,,,,,,,"03",,,,,"KINGMAN",,,"1","1","1",,,,,"1","1","1",,,,,"1","1","1",,,,"1","1",,"1",,3,42,0,4,0,18,0,33
"G2000970","1980","A","2","4","Kansas","20",,"Kiowa","097",,,,,,,,,,,,"02",,,,,"KIOWA",,,"1","1","1","1",,,,,"1",,"1","1",,,,"1",,"1",,,,,,"1",,0,0,0,0,0,0,0,0
"G2000990","1980","A","2","4","Kansas","20",,"Labette","099",,,,,,,,,,,,"08",,,,,"LABETTE",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,0,127,13,26,0,65,22,51
"G2001010","1980","A","2","4","Kansas","20",,"Lane","101",,,,,,,,,,,,"02",,,,,"LANE",,,,,,,,,"1",,,,"1",,,"1",,,,"1",,"1",,,,"1",,0,4,0,3,0,6,3,0
"G2001030","1980","A","2","4","Kansas","20",,"Leavenworth","103",,,,,,,,,,,,"06",,,,,"LEAVENWORTH",,,,,,,,,,,,,,,,,,,,,,,,,,,,90,159,8,370,5,140,6,196
"G2001050","1980","A","2","4","Kansas","20",,"Lincoln","105",,,,,,,,,,,,"02",,,,,"LINCOLN",,,,"1","1","1",,,,,"1","1",,"1",,"1",,"1",,"1",,"1",,,"1","1",,0,0,0,0,0,0,0,0
"G2001070","1980","A","2","4","Kansas","20",,"Linn","107",,,,,,,,,,,,"07",,,,,"LINN",,,,,"1","1",,,,,"1","1",,"1",,,,"1","1","1",,,"1","1",,,,0,0,0,0,0,0,0,0
"G2001090","1980","A","2","4","Kansas","20",,"Logan","109",,,,,,,,,,,,"01",,,,,"LOGAN",,,"1","1",,"1",,,"1","1",,,,"1",,"1","1",,,,,"1","1",,,"1",,0,0,0,0,0,0,0,0
"G2001110","1980","A","2","4","Kansas","20",,"Lyon","111",,,,,,,,,,,,"05",,,,,"LYON",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,421,2,120,0,259,10,155
"G2001130","1980","A","2","4","Kansas","20",,"McPherson","113",,,,,,,,,,,,"03",,,,,"MCPHERSON",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,0,64,2,14,0,51,0,41
"G2001150","1980","A","2","4","Kansas","20",,"Marion","115",,,,,,,,,,,,"03",,,,,"MARION",,,,,"1",,,,,,,"1","1",,,,"1",,"1",,,,"1","1",,"1",,0,23,1,18,0,20,1,24
"G2001170","1980","A","2","4","Kansas","20",,"Marshall","117",,,,,,,,,,,,"04",,,,,"MARSHALL",,,"1","1","1",,,,,"1",,"1","1","1",,,"1","1",,"1",,,"1","1","1","1",,0,5,1,2,0,18,0,2
"G2001190","1980","A","2","4","Kansas","20",,"Meade","119",,,,,,,,,,,,"01",,,,,"MEADE",,,,"1","1",,,,,,,"1","1",,,,,,"1","1",,,,,,,,0,20,0,2,0,11,5,15
"G2001210","1980","A","2","4","Kansas","20",,"Miami","121",,,,,,,,,,,,"07",,,,,"MIAMI",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,,,,,0,50,0,51,0,28,0,38
"G2001230","1980","A","2","4","Kansas","20",,"Mitchell","123",,,,,,,,,,,,"02",,,,,"MITCHELL",,,"1","1",,"1",,,,,"1","1",,"1",,"1",,"1",,"1",,,,"1","1","1",,0,0,0,0,0,0,0,0
"G2001250","1980","A","2","4","Kansas","20",,"Montgomery","125",,,,,,,,,,,,"08",,,,,"MONTGOMERY",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,109,8,45,0,141,2,68
"G2001270","1980","A","2","4","Kansas","20",,"Morris","127",,,,,,,,,,,,"05",,,,,"MORRIS",,,"1",,"1",,,,,"1","1","1",,,,,"1","1","1",,,,"1","1","1",,,2,16,3,9,0,16,0,8
"G2001290","1980","A","2","4","Kansas","20",,"Morton","129",,,,,,,,,,,,"01",,,,,"MORTON",,,,"1",,,,,,,"1","1",,,,,,,"1",,,,,"1",,,,0,47,0,7,0,18,0,33
"G2001310","1980","A","2","4","Kansas","20",,"Nemaha","131",,,,,,,,,,,,"06",,,,,"NEMAHA",,,,,"1",,,,,,"1","1",,"1",,,"1",,"1","1",,,"1","1","1",,,0,4,0,0,0,4,0,12
"G2001330","1980","A","2","4","Kansas","20",,"Neosho","133",,,,,,,,,,,,"08",,,,,"NEOSHO",,,,,,,,,,,,,,,,,,,"1",,,,,"1",,,,0,103,8,32,0,70,7,62
"G2001350","1980","A","2","4","Kansas","20",,"Ness","135",,,,,,,,,,,,"02",,,,,"NESS",,,"1","1","1","1",,,,"1","1","1","1","1",,,"1","1","1",,,"1",,,,"1",,0,0,0,0,0,0,0,0
"G2001370","1980","A","2","4","Kansas","20",,"Norton","137",,,,,,,,,,,,"04",,,,,"NORTON",,,"1","1","1",,,,,"1","1","1","1",,,,"1","1",,,,"1",,,"1","1",,0,5,0,6,0,13,0,21
"G2001390","1980","A","2","4","Kansas","20","8440","Osage","139",,,,,,,,,,,,"07",,,,,"OSAGE",,,"1",,,,,,,"1",,"1",,,,,"1",,"1",,,,,"1","1","1",,0,33,2,18,0,29,2,23
"G2001410","1980","A","2","4","Kansas","20",,"Osborne","141",,,,,,,,,,,,"02",,,,,"OSBORNE",,,"1","1",,"1",,,,"1","1",,"1","1",,,"1","1",,"1",,,"1","1",,"1",,0,0,0,0,0,0,0,0
"G2001430","1980","A","2","4","Kansas","20",,"Ottawa","143",,,,,,,,,,,,"03",,,,,"OTTAWA",,,"1","1","1",,,,,"1",,"1",,"1",,,"1","1","1","1",,"1",,"1",,"1",,0,9,0,0,0,7,2,3
"G2001450","1980","A","2","4","Kansas","20",,"Pawnee","145",,,,,,,,,,,,"02",,,,,"PAWNEE",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,0,55,0,53,0,36,0,8
"G2001470","1980","A","2","4","Kansas","20",,"Phillips","147",,,,,,,,,,,,"04",,,,,"PHILLIPS",,,,"1","1","1",,,,"1","1",,,,,"1","1",,,,,"1",,"1",,,,0,0,0,0,0,0,0,0
"G2001490","1980","A","2","4","Kansas","20",,"Pottawatomie","149",,,,,,,,,,,,"05",,,,,"POTTAWATOMIE",,,"1",,,,,,,,,,,,,,,,"1",,,,"1",,"1",,,2,23,9,11,0,18,0,28
"G2001510","1980","A","2","4","Kansas","20",,"Pratt","151",,,,,,,,,,,,"02",,,,,"PRATT",,,,,"1",,,,,,,,,,,,"1","1",,,,,,"1","1",,,0,33,0,9,0,0,0,25
