GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DHZ001,DHZ002,DHZ003,DHZ004,DHZ005,DHZ006,DHZ007,DHZ008
"G3700270","1980","A","3","5","North Carolina","37",,"Caldwell","027",,,,,,,,,,,,"02",,,,,"CALDWELL",,,,,"1",,,,,,,,,,,,,"1","1",,,,,,,,,0,124,1,28,0,73,0,52
"G3700290","1980","A","3","5","North Carolina","37",,"Camden","029",,,,,,,,,,,,"10",,,,,"CAMDEN",,,"1","1",,,,,,"1","1",,,"1",,,"1","1",,"1",,,,,,,,0,0,7,0,0,10,0,6
"G3700310","1980","A","3","5","North Carolina","37",,"Carteret","031",,,,,,,,,,,,"11",,,,,"CARTERET",,,,,,,,,,,"1",,"1",,,,"1",,"1",,,,,"1",,,,51,91,0,22,0,62,0,83
"G3700330","1980","A","3","5","North Carolina","37",,"Caswell","033",,,,,,,,,,,,"03",,,,,"CASWELL",,,,"1","1",,,,,"1","1",,,,,,"1","1",,,,,,,,,,0,14,0,6,0,12,0,7
"G3700350","1980","A","3","5","North Carolina","37","3290","Catawba","035",,,,,,,,,,,,"04",,,,,"CATAWBA",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,0,170,0,33,0,134,12,86
"G3700370","1980","A","3","5","North Carolina","37",,"Chatham","037",,,,,,,,,,,,"04",,,,,"CHATHAM",,,,,,,,,,,"1","1",,,,,,"1","1",,,,"1","1",,,,0,46,9,7,0,54,0,43
"G3700390","1980","A","3","5","North Carolina","37",,"Cherokee","039",,,,,,,,,,,,"01",,,,,"CHEROKEE",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,"1","1","1",,0,10,0,18,0,5,0,31
"G3700410","1980","A","3","5","North Carolina","37",,"Chowan","041",,,,,,,,,,,,"07",,,,,"CHOWAN",,,,"1","1",,,,,,"1","1",,,,,,"1","1","1",,"1",,,"1","1",,0,6,0,11,0,19,0,6
"G3700430","1980","A","3","5","North Carolina","37",,"Clay","043",,,,,,,,,,,,"01",,,,,"CLAY",,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,"1","1",,,"1",,0,17,0,13,0,30,0,8
"G3700450","1980","A","3","5","North Carolina","37",,"Cleveland","045",,,,,,,,,,,,"05",,,,,"CLEVELAND",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,0,115,7,56,0,102,8,69
"G3700470","1980","A","3","5","North Carolina","37",,"Columbus","047",,,,,,,,,,,,"11",,,,,"COLUMBUS",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,,,0,112,14,53,0,63,8,87
"G3700490","1980","A","3","5","North Carolina","37",,"Craven","049",,,,,,,,,,,,"11",,,,,"CRAVEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,485,71,4,20,34,105,36,175
"G3700510","1980","A","3","5","North Carolina","37","2560","Cumberland","051",,,,,,,,,,,,"09",,,,,"CUMBERLAND",,,,,,,,,,,,,,,,,,,,,,,,,,,,3084,662,107,328,167,665,121,1209
"G3700530","1980","A","3","5","North Carolina","37","5720","Currituck","053",,,,,,,,,,,,"10",,,,,"CURRITUCK",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,"1","1",,,,0,25,0,0,0,0,6,49
"G3700550","1980","A","3","5","North Carolina","37",,"Dare","055",,,,,,,,,,,,"10",,,,,"DARE",,,,"1","1",,,,,"1",,,"1",,,,"1",,,,,,,,,"1",,9,23,0,0,0,4,0,0
"G3700570","1980","A","3","5","North Carolina","37","3120","Davidson","057",,,,,,,,,,,,"04",,,,,"DAVIDSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,139,11,40,0,105,7,71
"G3700590","1980","A","3","5","North Carolina","37",,"Davie","059",,,,,,,,,,,,"04",,,,,"DAVIE",,,,,,,,,,,"1",,"1",,,,"1",,,,,,"1","1",,"1",,0,24,0,16,0,11,0,16
"G3700610","1980","A","3","5","North Carolina","37",,"Duplin","061",,,,,,,,,,,,"11",,,,,"DUPLIN",,,,,"1",,,,,,,"1","1",,,,,,,,,,,"1","1",,,0,56,0,23,0,42,0,44
"G3700630","1980","A","3","5","North Carolina","37","6640","Durham","063",,,,,,,,,,,,"F",,,,,"DURHAM",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,271,0,140,0,344,23,178
"G3700650","1980","A","3","5","North Carolina","37",,"Edgecombe","065",,,,,,,,,,,,"08",,,,,"EDGECOMBE",,,,"1",,,,,,,,,,,,,,,,,,,,"1","1",,,0,61,2,60,0,109,13,60
"G3700670","1980","A","3","5","North Carolina","37","3120","Forsyth","067",,,,,,,,,,,,"B",,,,,"FORSYTH",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,378,30,124,0,318,25,247
"G3700690","1980","A","3","5","North Carolina","37",,"Franklin","069",,,,,,,,,,,,"06",,,,,"FRANKLIN",,,,,"1",,,,,,"1",,"1",,,,,,,,,,,"1",,,,0,32,16,49,0,74,6,63
"G3700710","1980","A","3","5","North Carolina","37","1520","Gaston","071",,,,,,,,,,,,"05",,,,,"GASTON",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,276,6,50,0,205,13,180
"G3700730","1980","A","3","5","North Carolina","37",,"Gates","073",,,,,,,,,,,,"07",,,,,"GATES",,,,"1","1",,,,,,"1","1",,,,,"1",,"1",,,"1",,"1",,,,0,10,0,0,0,7,0,15
"G3700750","1980","A","3","5","North Carolina","37",,"Graham","075",,,,,,,,,,,,"01",,,,,"GRAHAM",,,,,"1","1",,,,,"1",,"1",,,,,"1",,"1",,,,,,"1",,0,0,0,0,0,0,0,0
"G3700770","1980","A","3","5","North Carolina","37",,"Granville","077",,,,,,,,,,,,"03",,,,,"GRANVILLE",,,,,,,,,,,,"1","1",,,,,,"1",,,,,,,,,0,51,6,49,0,30,13,72
"G3700790","1980","A","3","5","North Carolina","37",,"Greene","079",,,,,,,,,,,,"08",,,,,"GREENE",,,"1",,,,,,,,,,,"1",,,,,,,,,,,,"1",,0,0,0,0,0,0,0,14
"G3700810","1980","A","3","5","North Carolina","37","3120","Guilford","081",,,,,,,,,,,,"C",,,,,"GUILFORD",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,537,38,112,0,458,67,313
"G3700830","1980","A","3","5","North Carolina","37",,"Halifax","083",,,,,,,,,,,,"07",,,,,"HALIFAX",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,,,0,100,10,69,0,31,0,132
"G3700850","1980","A","3","5","North Carolina","37",,"Harnett","085",,,,,,,,,,,,"06",,,,,"HARNETT",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,52,148,6,61,0,46,40,145
"G3700870","1980","A","3","5","North Carolina","37",,"Haywood","087",,,,,,,,,,,,"01",,,,,"HAYWOOD",,,,"1",,,,,,,,,,,,,,,,,,,,"1","1",,,0,38,8,38,0,46,6,41
"G3700890","1980","A","3","5","North Carolina","37",,"Henderson","089",,,,,,,,,,,,"01",,,,,"HENDERSON",,,,,,,,,,,,"1","1",,,,,,"1",,,,,,,,,0,65,0,37,0,46,0,89
"G3700910","1980","A","3","5","North Carolina","37",,"Hertford","091",,,,,,,,,,,,"07",,,,,"HERTFORD",,,,,,,,,,,"1","1",,,,,,"1","1",,,,,,,,,1,50,7,15,0,14,3,92
"G3700930","1980","A","3","5","North Carolina","37",,"Hoke","093",,,,,,,,,,,,"09",,,,,"HOKE",,,,,,,,,,,,"1","1",,,,,,,,,,,"1","1",,,5,55,6,34,0,62,8,31
"G3700950","1980","A","3","5","North Carolina","37",,"Hyde","095",,,,,,,,,,,,"10",,,,,"HYDE",,,,,"1",,,,,,,,,,,,,,,,,,,,,"1",,0,11,8,13,0,11,0,5
"G3700970","1980","A","3","5","North Carolina","37",,"Iredell","097",,,,,,,,,,,,"04",,,,,"IREDELL",,,,,,,,,,,"1",,"1",,,,,,"1",,,,"1",,"1",,,0,188,14,66,0,121,5,128
"G3700990","1980","A","3","5","North Carolina","37",,"Jackson","099",,,,,,,,,,,,"01",,,,,"JACKSON",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,,,0,153,36,64,0,133,34,95
"G3701010","1980","A","3","5","North Carolina","37",,"Johnston","101",,,,,,,,,,,,"06",,,,,"JOHNSTON",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,"1",,,0,157,4,64,0,109,18,118
"G3701030","1980","A","3","5","North Carolina","37",,"Jones","103",,,,,,,,,,,,"11",,,,,"JONES",,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,,,,"1",,0,23,0,4,0,6,0,12
"G3701050","1980","A","3","5","North Carolina","37",,"Lee","105",,,,,,,,,,,,"06",,,,,"LEE",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,,"1",,,8,108,5,29,0,60,0,44
"G3701070","1980","A","3","5","North Carolina","37",,"Lenoir","107",,,,,,,,,,,,"08",,,,,"LENOIR",,,,"1",,,,,,,,,,,,,,,"1",,,,,,,,,0,90,0,80,0,60,25,145
"G3701090","1980","A","3","5","North Carolina","37",,"Lincoln","109",,,,,,,,,,,,"05",,,,,"LINCOLN",,,,,"1",,,,,,,"1","1",,,,,,,,,,,"1","1",,,0,45,0,6,0,33,8,44
"G3701110","1980","A","3","5","North Carolina","37",,"McDowell","111",,,,,,,,,,,,"02",,,,,"MCDOWELL",,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,0,32,0,17,0,27,6,46
"G3701130","1980","A","3","5","North Carolina","37",,"Macon","113",,,,,,,,,,,,"01",,,,,"MACON",,,,"1",,,,,,,,,,,,,,"1","1","1",,,,"1","1",,,0,8,9,18,0,10,0,24
"G3701150","1980","A","3","5","North Carolina","37","0480","Madison","115",,,,,,,,,,,,"01",,,,,"MADISON",,,,"1","1","1",,,,"1","1",,,"1",,,"1","1",,"1",,,"1","1",,,,0,0,0,0,0,0,0,0
"G3701170","1980","A","3","5","North Carolina","37",,"Martin","117",,,,,,,,,,,,"07",,,,,"MARTIN",,,,,"1",,,,,"1",,"1",,,,,"1",,"1",,,"1",,,"1",,,0,41,26,9,0,36,4,29
"G3701190","1980","A","3","5","North Carolina","37","1520","Mecklenburg","119",,,,,,,,,,,,"D",,,,,"MECKLENBURG",,,,,,,,,,,,,,,,,,,,,,,,,,,,8,943,70,250,7,842,41,470
"G3701210","1980","A","3","5","North Carolina","37",,"Mitchell","121",,,,,,,,,,,,"01",,,,,"MITCHELL",,,,,,,,,,,,,,,,,,,"1",,,,,"1",,,,0,32,5,7,0,19,12,20
"G3701230","1980","A","3","5","North Carolina","37",,"Montgomery","123",,,,,,,,,,,,"04",,,,,"MONTGOMERY",,,,,"1",,,,,,"1",,"1",,,,,,,,,,,"1",,,,0,63,0,14,0,33,4,19
"G3701250","1980","A","3","5","North Carolina","37",,"Moore","125",,,,,,,,,,,,"09",,,,,"MOORE",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,,,8,76,16,38,0,32,15,75
"G3701270","1980","A","3","5","North Carolina","37",,"Nash","127",,,,,,,,,,,,"08",,,,,"NASH",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,102,13,46,0,54,17,128
"G3701290","1980","A","3","5","North Carolina","37","9200","New Hanover","129",,,,,,,,,,,,"11",,,,,"NEW HANOVER",,,,,,,,,,,,,,,,,,,,,,,,,,,,16,141,27,95,0,115,8,136
"G3701310","1980","A","3","5","North Carolina","37",,"Northampton","131",,,,,,,,,,,,"07",,,,,"NORTHAMPTON",,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,0,41,3,22,0,46,10,50
"G3701330","1980","A","3","5","North Carolina","37","3605","Onslow","133",,,,,,,,,,,,"11",,,,,"ONSLOW",,,,,,,,,,,,,,,,,,,,,,,,,,,,1908,208,39,72,105,228,71,623
"G3701350","1980","A","3","5","North Carolina","37","6640","Orange","135",,,,,,,,,,,,"03",,,,,"ORANGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,172,0,106,0,178,12,149
"G3701370","1980","A","3","5","North Carolina","37",,"Pamlico","137",,,,,,,,,,,,"11",,,,,"PAMLICO",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,,,"1",,0,17,0,11,0,21,0,9
"G3701390","1980","A","3","5","North Carolina","37",,"Pasquotank","139",,,,,,,,,,,,"10",,,,,"PASQUOTANK",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,,,,,,19,65,0,22,0,45,10,66
"G3701410","1980","A","3","5","North Carolina","37",,"Pender","141",,,,,,,,,,,,"11",,,,,"PENDER",,,,"1",,,,,,,"1","1",,,,,,,,,,,,"1","1",,,0,16,9,20,0,0,0,38
"G3701430","1980","A","3","5","North Carolina","37",,"Perquimans","143",,,,,,,,,,,,"07",,,,,"PERQUIMANS",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,2,2,0,23,11,16
"G3701450","1980","A","3","5","North Carolina","37",,"Person","145",,,,,,,,,,,,"03",,,,,"PERSON",,,,,"1",,,,,,"1",,"1",,,,,"1",,,,,,,,,,0,53,0,44,0,61,0,61
"G3701470","1980","A","3","5","North Carolina","37",,"Pitt","147",,,,,,,,,,,,"08",,,,,"PITT",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,0,198,9,99,0,145,25,136
"G3701490","1980","A","3","5","North Carolina","37",,"Polk","149",,,,,,,,,,,,"05",,,,,"POLK",,,,,"1",,,,,,,,,,,,,"1","1",,,,"1","1",,,,0,22,2,15,0,14,0,9
"G3701510","1980","A","3","5","North Carolina","37","3120","Randolph","151",,,,,,,,,,,,"04",,,,,"RANDOLPH",,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,0,88,10,39,0,98,7,31
"G3701530","1980","A","3","5","North Carolina","37",,"Richmond","153",,,,,,,,,,,,"09",,,,,"RICHMOND",,,,,"1",,,,,,,,,,,,,"1","1",,,,,,,,,0,56,0,18,0,27,0,63
"G3701550","1980","A","3","5","North Carolina","37",,"Robeson","155",,,,,,,,,,,,"09",,,,,"ROBESON",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,9,248,12,95,0,122,21,233
"G3701570","1980","A","3","5","North Carolina","37",,"Rockingham","157",,,,,,,,,,,,"03",,,,,"ROCKINGHAM",,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,0,243,16,68,0,103,29,89
"G3701590","1980","A","3","5","North Carolina","37","7140","Rowan","159",,,,,,,,,,,,"04",,,,,"ROWAN",,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,0,124,14,25,0,122,0,62
"G3701610","1980","A","3","5","North Carolina","37",,"Rutherford","161",,,,,,,,,,,,"05",,,,,"RUTHERFORD",,,,"1",,,,,,,,"1","1",,,,,,"1",,,,"1","1",,,,0,84,12,61,0,71,2,63
"G3701630","1980","A","3","5","North Carolina","37",,"Sampson","163",,,,,,,,,,,,"06",,,,,"SAMPSON",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,"1","1",,,6,95,18,32,0,76,3,77
"G3701650","1980","A","3","5","North Carolina","37",,"Scotland","165",,,,,,,,,,,,"09",,,,,"SCOTLAND",,,,,,,,,,,,"1","1",,,,,,"1",,,,,"1",,,,2,64,7,28,0,45,0,58
"G3701670","1980","A","3","5","North Carolina","37",,"Stanly","167",,,,,,,,,,,,"04",,,,,"STANLY",,,,"1",,,,,,,,,,,,,,"1","1",,,,,,,,,0,77,0,28,0,63,0,29
"G3701690","1980","A","3","5","North Carolina","37","3120","Stokes","169",,,,,,,,,,,,"03",,,,,"STOKES",,,,"1","1",,,,,"1",,"1",,,,,"1",,"1",,,,,,,,,0,22,6,24,0,30,0,25
"G3701710","1980","A","3","5","North Carolina","37",,"Surry","171",,,,,,,,,,,,"03",,,,,"SURRY",,,,,,,,,,,,"1","1",,,,,,"1",,,,,,"1",,,0,97,0,19,0,91,15,59
"G3701730","1980","A","3","5","North Carolina","37",,"Swain","173",,,,,,,,,,,,"01",,,,,"SWAIN",,,"1",,"1","1",,,,"1",,"1",,"1",,,"1",,"1","1",,,,,,,,0,0,0,0,0,0,0,0
"G3701750","1980","A","3","5","North Carolina","37",,"Transylvania","175",,,,,,,,,,,,"01",,,,,"TRANSYLVANIA",,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,,"1","1","1",,0,17,0,0,0,15,0,24
"G3701770","1980","A","3","5","North Carolina","37",,"Tyrrell","177",,,,,,,,,,,,"10",,,,,"TYRRELL",,,"1",,,"1",,,,"1",,,"1",,,,,,,,,,"1",,,,,0,0,0,0,0,0,0,0
"G3701790","1980","A","3","5","North Carolina","37","1520","Union","179",,,,,,,,,,,,"05",,,,,"UNION",,,,,,,,,,,,"1","1",,,,,"1","1",,,,,,"1",,,0,139,0,31,0,92,0,132
"G3701810","1980","A","3","5","North Carolina","37",,"Vance","181",,,,,,,,,,,,"03",,,,,"VANCE",,,,,"1",,,,,,"1",,"1",,,,,,,,,,,,"1",,,0,57,7,52,0,59,0,59
"G3701830","1980","A","3","5","North Carolina","37","6640","Wake","183",,,,,,,,,,,,"E",,,,,"WAKE",,,,,,,,,,,,,,,,,,,,,,,,,,,,8,507,36,245,0,444,21,463
"G3701850","1980","A","3","5","North Carolina","37",,"Warren","185",,,,,,,,,,,,"06",,,,,"WARREN",,,,,,,,,,,,,,,,,,,"1",,,,,,,"1",,0,10,0,3,0,25,0,20
"G3701870","1980","A","3","5","North Carolina","37",,"Washington","187",,,,,,,,,,,,"07",,,,,"WASHINGTON",,,,"1",,,,,,,"1",,"1",,,,"1","1",,,,,,"1",,,,0,8,0,6,0,5,2,43
"G3701890","1980","A","3","5","North Carolina","37",,"Watauga","189",,,,,,,,,,,,"01",,,,,"WATAUGA",,,,"1",,,,,,,"1",,"1",,,,,"1","1",,,,,,,,,7,47,0,20,0,23,0,45
"G3701910","1980","A","3","5","North Carolina","37",,"Wayne","191",,,,,,,,,,,,"08",,,,,"WAYNE",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,110,172,4,89,12,187,17,143
"G3701930","1980","A","3","5","North Carolina","37",,"Wilkes","193",,,,,,,,,,,,"02",,,,,"WILKES",,,,"1",,,,,,,,"1","1",,,,,"1","1",,,,,"1",,,,0,95,6,41,0,92,6,71
"G3701950","1980","A","3","5","North Carolina","37",,"Wilson","195",,,,,,,,,,,,"08",,,,,"WILSON",,,,,,,,,,,"1",,"1",,,,,"1",,,,,,,"1",,,0,79,7,75,0,63,11,95
"G3701970","1980","A","3","5","North Carolina","37","3120","Yadkin","197",,,,,,,,,,,,"03",,,,,"YADKIN",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,,,0,46,0,7,0,18,0,8
"G3701990","1980","A","3","5","North Carolina","37",,"Yancey","199",,,,,,,,,,,,"01",,,,,"YANCEY",,,,"1",,,,,,,,,,,,,,,,,,,,,,"1",,0,19,0,0,0,12,0,6
"G3800010","1980","A","2","4","North Dakota","38",,"Adams","001",,,,,,,,,,,,"01",,,,,"ADAMS",,,"1","1","1","1",,,,"1","1",,,,,"1","1",,,,,"1",,"1",,,,0,0,0,0,0,0,0,0
"G3800030","1980","A","2","4","North Dakota","38",,"Barnes","003",,,,,,,,,,,,"03",,,,,"BARNES",,,"1",,"1","1",,,,"1","1",,,,,,,,,,,"1","1",,,,,0,0,0,0,0,0,0,0
"G3800050","1980","A","2","4","North Dakota","38",,"Benson","005",,,,,,,,,,,,"03",,,,,"BENSON",,,,,"1","1",,,,,"1",,"1","1",,,,,,,,,,"1",,"1",,0,0,0,0,0,0,0,0
"G3800070","1980","A","2","4","North Dakota","38",,"Billings","007",,,,,,,,,,,,"01",,,,,"BILLINGS",,"1",,"1",,,,,"1",,"1",,,,,"1",,"1",,,,,,,,,,0,0,0,0,0,0,0,0
"G3800090","1980","A","2","4","North Dakota","38",,"Bottineau","009",,,,,,,,,,,,"03",,,,,"BOTTINEAU",,,,,"1","1",,,,,,,,"1",,"1",,"1",,"1",,"1",,"1",,,,0,0,0,0,0,0,0,0
"G3800110","1980","A","2","4","North Dakota","38",,"Bowman","011",,,,,,,,,,,,"01",,,,,"BOWMAN",,,,"1","1","1",,,"1",,,,"1","1",,,,,,,,"1",,,,"1",,0,0,0,0,0,0,0,0
"G3800130","1980","A","2","4","North Dakota","38",,"Burke","013",,,,,,,,,,,,"02",,,,,"BURKE",,,"1","1","1","1",,,,"1","1",,"1",,,,"1","1",,,,,,,,,,0,0,0,0,0,0,0,0
"G3800150","1980","A","2","4","North Dakota","38","1010","Burleigh","015",,,,,,,,,,,,"02",,,,,"BURLEIGH",,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,,0,36,0,12,0,37,8,21
"G3800170","1980","A","2","4","North Dakota","38","2520","Cass","017",,,,,,,,,,,,"04",,,,,"CASS",,,,,,,,,,,,,,,,,"1",,,,,,,,,,,0,108,1,20,0,36,0,80
"G3800190","1980","A","2","4","North Dakota","38",,"Cavalier","019",,,,,,,,,,,,"03",,,,,"CAVALIER",,,"1","1","1","1",,,"1","1",,,,,,,,,,,,"1","1",,,,,0,0,0,0,0,0,0,0
"G3800210","1980","A","2","4","North Dakota","38",,"Dickey","021",,,,,,,,,,,,"05",,,,,"DICKEY",,,"1","1",,"1",,,,,"1","1",,"1",,,,,,"1",,"1",,"1",,"1",,0,0,0,0,0,0,0,0
"G3800230","1980","A","2","4","North Dakota","38",,"Divide","023",,,,,,,,,,,,"02",,,,,"DIVIDE",,"1",,"1",,"1",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
"G3800250","1980","A","2","4","North Dakota","38",,"Dunn","025",,,,,,,,,,,,"01",,,,,"DUNN",,,,,"1",,,,,,"1",,"1","1",,,,"1",,"1",,,,"1",,"1",,0,6,0,4,0,3,0,3
"G3800270","1980","A","2","4","North Dakota","38",,"Eddy","027",,,,,,,,,,,,"03",,,,,"EDDY",,,"1","1",,"1",,,,"1","1",,,"1",,,"1","1",,"1",,"1",,"1",,,,0,0,0,0,0,0,0,0
"G3800290","1980","A","2","4","North Dakota","38",,"Emmons","029",,,,,,,,,,,,"02",,,,,"EMMONS",,,"1","1",,"1",,,,"1","1",,,"1",,,"1","1",,"1",,,,,,,,0,0,0,0,0,0,0,0
"G3800310","1980","A","2","4","North Dakota","38",,"Foster","031",,,,,,,,,,,,"03",,,,,"FOSTER",,"1",,"1",,"1",,,"1",,"1",,,,,"1",,"1",,,,,,,,,,0,0,0,0,0,0,0,0
"G3800330","1980","A","2","4","North Dakota","38",,"Golden Valley","033",,,,,,,,,,,,"01",,,,,"GOLDEN VALLEY",,,"1","1","1","1",,,"1","1",,,,,,"1","1",,,,,,,,,,,0,0,0,0,0,0,0,0
"G3800350","1980","A","2","4","North Dakota","38","2985","Grand Forks","035",,,,,,,,,,,,"04",,,,,"GRAND FORKS",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,144,95,39,35,11,125,19,109
"G3800370","1980","A","2","4","North Dakota","38",,"Grant","037",,,,,,,,,,,,"01",,,,,"GRANT",,,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
"G3800390","1980","A","2","4","North Dakota","38",,"Griggs","039",,,,,,,,,,,,"03",,,,,"GRIGGS",,,,"1","1","1",,,,,"1",,"1",,,"1",,,,,,"1",,"1",,,,0,0,0,0,0,0,0,0
"G3800410","1980","A","2","4","North Dakota","38",,"Hettinger","041",,,,,,,,,,,,"01",,,,,"HETTINGER",,"1",,,"1","1",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
"G3800430","1980","A","2","4","North Dakota","38",,"Kidder","043",,,,,,,,,,,,"02",,,,,"KIDDER",,,,"1",,"1",,,"1",,"1",,,,,"1",,"1",,,,,,,,,,0,0,0,0,0,0,0,0
"G3800450","1980","A","2","4","North Dakota","38",,"LaMoure","045",,,,,,,,,,,,"03",,,,,"LA MOURE",,,"1","1","1","1",,,"1",,,"1",,,,,,,,,,"1",,,"1",,,0,0,0,0,0,0,0,0
"G3800470","1980","A","2","4","North Dakota","38",,"Logan","047",,,,,,,,,,,,"02",,,,,"LOGAN",,"1",,,,"1",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
"G3800490","1980","A","2","4","North Dakota","38",,"McHenry","049",,,,,,,,,,,,"03",,,,,"MCHENRY",,,"1","1","1","1",,,,"1","1",,,,,"1","1",,,,,,"1","1",,,,0,0,0,0,0,0,0,0
"G3800510","1980","A","2","4","North Dakota","38",,"McIntosh","051",,,,,,,,,,,,"02",,,,,"MCINTOSH",,,,"1","1","1",,,,,"1","1",,"1",,,,"1","1","1",,,,,,,,0,0,0,0,0,0,0,0
"G3800530","1980","A","2","4","North Dakota","38",,"McKenzie","053",,,,,,,,,,,,"01",,,,,"MCKENZIE",,,,,"1",,,,,,,"1","1","1",,,,,"1","1",,,,"1","1","1",,0,15,2,6,0,0,0,10
"G3800550","1980","A","2","4","North Dakota","38",,"McLean","055",,,,,,,,,,,,"02",,,,,"MCLEAN",,,"1",,"1",,,,,"1",,,"1","1",,,,"1",,,,,"1","1",,"1",,0,2,0,0,0,2,0,9
"G3800570","1980","A","2","4","North Dakota","38",,"Mercer","057",,,,,,,,,,,,"01",,,,,"MERCER",,,"1",,,"1",,,,"1",,"1",,"1",,,"1",,"1","1",,,,"1","1","1",,0,0,0,0,0,0,0,0
"G3800590","1980","A","2","4","North Dakota","38","1010","Morton","059",,,,,,,,,,,,"01",,,,,"MORTON",,,"1",,,,,,,,,,,,,,,"1","1","1",,,,,,,,5,9,6,0,0,8,0,20
"G3800610","1980","A","2","4","North Dakota","38",,"Mountrail","061",,,,,,,,,,,,"02",,,,,"MOUNTRAIL",,,,,"1","1",,,,,"1","1",,"1",,,,"1","1","1",,,,,,"1",,0,0,0,0,0,0,0,0
"G3800630","1980","A","2","4","North Dakota","38",,"Nelson","063",,,,,,,,,,,,"03",,,,,"NELSON",,,,"1","1","1",,,"1",,"1",,,,,"1",,"1",,,,,,,,,,0,0,0,0,0,0,0,0
"G3800650","1980","A","2","4","North Dakota","38",,"Oliver","065",,,,,,,,,,,,"01",,,,,"OLIVER",,,"1",,"1","1",,,,,,,,"1",,"1",,"1",,,,"1",,"1",,"1",,0,0,0,0,0,0,0,0
"G3800670","1980","A","2","4","North Dakota","38",,"Pembina","067",,,,,,,,,,,,"04",,,,,"PEMBINA",,,"1","1",,,,,,,"1","1","1",,,,,"1","1","1",,,,"1","1",,,2,21,6,11,0,21,1,11
"G3800690","1980","A","2","4","North Dakota","38",,"Pierce","069",,,,,,,,,,,,"03",,,,,"PIERCE",,,,"1","1","1",,,,,"1","1",,,,,,"1","1",,,,,,,,,0,0,0,0,0,0,0,0
"G3800710","1980","A","2","4","North Dakota","38",,"Ramsey","071",,,,,,,,,,,,"03",,,,,"RAMSEY",,,"1",,"1",,,,,,,"1","1","1",,,,,"1","1",,,,,,,,0,6,0,0,0,0,0,6
"G3800730","1980","A","2","4","North Dakota","38",,"Ransom","073",,,,,,,,,,,,"05",,,,,"RANSOM",,,"1","1","1","1",,,,"1",,"1",,"1",,"1",,,"1","1",,"1","1",,,,,0,0,0,0,0,0,0,0
