GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,I9HE001,I9HE002,I9HE003,I9HE004,I9HE005,I9HE006,I9HE007,I9HE008,I9HE009,I9HE010,I9HE011,I9HE012,I9HE013,I9HE014,I9HE015,I9HE016,I9HE017,I9HE018,I9HE019,I9HE020,I9HE021,I9HE022,I9HE023,I9HE024,I9HE025,I9HE026,I9HE027,I9TE001,I9TE002,I9TE003,I9TE004,I9TE005,I9TE006,I9TE007,I9TE008,I9TE009,I9TE010,I9TE011,I9TE012,I9TE013,I9TE014,I9TE015,I9TE016,I9TE017,I9TE018,I9TE019,I9TE020,I9TE021,I9TE022,I9TE023,I9TE024,I9TE025,I9TE026,I9TE027,I9VE001,I9VE002,I9VE003,I9VE004,I9VE005,I9VE006,I9VE007,I9VE008,I9VE009,I9VE010,I9VE011,I9VE012,I9VE013,I9VE014,I9VE015,I9VE016,I9VE017,I9VE018,I9VE019,I9VE020,I9VE021,I9VE022,I9VE023,I9VE024,I9VE025,I9VE026,I9VE027,NAME_M,I9HM001,I9HM002,I9HM003,I9HM004,I9HM005,I9HM006,I9HM007,I9HM008,I9HM009,I9HM010,I9HM011,I9HM012,I9HM013,I9HM014,I9HM015,I9HM016,I9HM017,I9HM018,I9HM019,I9HM020,I9HM021,I9HM022,I9HM023,I9HM024,I9HM025,I9HM026,I9HM027,I9TM001,I9TM002,I9TM003,I9TM004,I9TM005,I9TM006,I9TM007,I9TM008,I9TM009,I9TM010,I9TM011,I9TM012,I9TM013,I9TM014,I9TM015,I9TM016,I9TM017,I9TM018,I9TM019,I9TM020,I9TM021,I9TM022,I9TM023,I9TM024,I9TM025,I9TM026,I9TM027,I9VM001,I9VM002,I9VM003,I9VM004,I9VM005,I9VM006,I9VM007,I9VM008,I9VM009,I9VM010,I9VM011,I9VM012,I9VM013,I9VM014,I9VM015,I9VM016,I9VM017,I9VM018,I9VM019,I9VM020,I9VM021,I9VM022,I9VM023,I9VM024,I9VM025,I9VM026,I9VM027
"G4700590","2010","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,53809,26205,20992,14186,0,14186,11845,2341,6806,5213,715,715,0,4498,27604,21681,14392,0,14392,12959,1433,7289,5923,561,539,22,5362,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,1158,790,734,1353,287,1353,1542,994,1242,592,404,404,287,612,811,769,1152,287,1152,1169,617,1141,631,314,315,36,675,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4700650","2010","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",52014,22960,20547,14476,0,14476,11520,2956,6071,2413,513,386,127,1900,29054,24709,17439,0,17439,14752,2687,7270,4345,815,815,0,3530,203292,97028,79574,65786,220,65566,58598,6968,13788,17454,4632,4153,479,12822,106264,81983,56714,0,56714,51809,4905,25269,24281,3797,3390,407,20484,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Tennessee",840,509,472,1195,287,1195,1381,1008,1217,88,344,332,159,337,632,632,1509,287,1509,1633,950,1508,287,464,464,287,464,616,410,410,2035,267,1975,2199,1316,2068,287,781,731,358,781,379,379,1911,287,1911,1997,1092,1978,287,817,748,325,817,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4700930","2010","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",29694,13433,12224,7281,0,7281,6220,1061,4943,1209,185,166,19,1024,16261,14141,7865,0,7865,7235,630,6276,2120,168,168,0,1952,297840,142710,120877,94463,362,94101,87075,7026,26414,21833,3482,3215,267,18351,155130,124762,87126,64,87062,80974,6088,37636,30368,3628,3430,198,26740,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Tennessee",1082,682,683,1783,287,1783,1630,670,1990,43,120,115,30,120,881,876,870,287,870,888,311,1052,111,162,162,287,193,1209,848,848,3217,285,3233,3285,1376,3291,287,671,657,205,671,819,819,2425,108,2428,2397,1310,2375,287,762,746,169,762,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701130","2010","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",27412,12392,11321,8477,0,8477,4840,3637,2844,1071,195,127,68,876,15020,13232,8809,0,8809,7201,1608,4423,1788,69,69,0,1719,47358,22588,18324,14385,519,13866,12010,1856,3939,4264,1001,890,111,3263,24770,19056,13726,0,13726,12824,902,5330,5714,758,707,51,4956,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Tennessee",1139,585,570,827,287,827,1358,1150,701,109,196,160,118,183,706,706,1292,287,1292,1281,648,1205,287,116,116,287,116,281,211,211,923,439,849,1095,851,948,287,339,312,134,339,235,235,1054,287,1054,1087,491,1070,287,342,341,87,342,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701190","2010","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",7408,3402,2975,2244,0,2244,1592,652,731,427,52,52,0,375,4006,3313,2424,0,2424,2157,267,889,693,59,59,0,634,52391,25479,21539,16584,0,16584,14488,2096,4955,3940,819,819,0,3121,26912,21686,14793,0,14793,13671,1122,6893,5226,727,492,235,4499,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maury County, Tennessee",735,532,585,628,287,628,621,555,550,250,97,97,287,211,380,486,560,287,560,607,234,430,317,101,101,287,316,533,434,434,998,287,998,1177,755,1096,287,394,394,287,394,412,355,1133,287,1133,1111,617,1156,127,397,315,289,404,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701250","2010","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",23906,11587,10776,8269,469,7800,5664,2136,2507,811,91,91,0,720,12319,11281,9205,466,8739,7848,891,2076,1038,80,80,0,958,90414,44307,39328,31766,5981,25785,24160,1625,7562,4979,512,512,0,4467,46107,39681,24903,307,24596,22665,1931,14778,6426,697,638,59,5729,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Tennessee",726,510,640,858,323,870,951,844,850,403,150,150,287,402,637,637,743,371,817,795,415,682,287,138,138,287,138,470,274,274,1353,1221,1902,2040,652,1425,287,276,276,287,276,411,411,1775,256,1772,1695,780,1723,287,325,303,96,325,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701410","2010","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,53936,25971,21532,15261,0,15261,13707,1554,6271,4439,1282,1204,78,3157,27965,22106,14683,0,14683,13310,1373,7423,5859,1085,983,102,4774,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,350,442,442,1590,287,1590,1426,737,1717,287,399,406,132,399,571,571,1112,287,1112,1162,754,1133,287,362,355,90,362,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701470","2010","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,44488,21530,18337,13933,84,13849,12571,1278,4404,3193,546,546,0,2647,22958,18957,13241,0,13241,12038,1203,5716,4001,302,302,0,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robertson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,346,215,215,933,117,907,1121,603,886,287,322,322,287,322,203,203,1043,287,1043,1014,501,969,287,229,229,287,229,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701490","2010","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",24569,11166,10892,7471,0,7471,6862,609,3421,274,119,119,0,155,13403,12038,8418,0,8418,6594,1824,3620,1365,359,359,0,1006,157055,76784,68342,58468,540,57928,50557,7371,9874,8442,1228,1165,63,7214,80271,69316,51154,92,51062,45430,5632,18162,10955,1034,1034,0,9921,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutherford County, Tennessee",737,524,562,1109,287,1109,1158,428,1165,254,192,192,287,192,649,458,827,287,827,984,696,905,380,346,346,287,399,731,632,632,1479,394,1519,2078,1573,1519,287,454,442,105,454,461,461,1717,156,1718,1981,1571,1776,287,401,401,287,401,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701550","2010","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,67225,32226,25975,21631,0,21631,18574,3057,4344,6251,1164,812,352,5087,34999,27564,19656,0,19656,17665,1991,7908,7435,794,794,0,6641,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,761,508,508,1133,287,1133,1371,944,1141,287,437,341,303,437,370,370,1138,287,1138,1183,671,1135,287,631,631,287,631,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701570","2010","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",360709,161803,148087,97613,125,97488,77978,19510,50474,13716,2704,2516,188,11012,198906,175780,123461,203,123258,101768,21490,52319,23126,2908,2716,192,20218,296753,142339,119354,99292,117,99175,92227,6948,20062,22985,6800,6029,771,16185,154414,121486,89122,0,89122,83159,5963,32364,32928,4464,3769,695,28464,34795,19982,19458,17929,0,17929,16753,1176,1529,524,101,101,0,423,14813,14058,7946,0,7946,7148,798,6112,755,0,0,0,755,"Shelby County, Tennessee",3016,1710,1722,3535,145,3545,4313,2010,3110,138,741,730,172,753,1736,1710,3552,196,3617,3720,2498,3797,178,797,778,162,839,1477,930,930,2414,143,2409,2241,1345,2437,287,868,837,374,868,832,832,2792,287,2792,2793,1144,2696,287,771,682,369,771,364,361,511,788,287,788,1183,816,631,337,119,119,287,342,406,602,1299,287,1299,1300,473,1287,406,287,287,287,406
"G4701630","2010","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,122307,58007,45730,33373,0,33373,28369,5004,12357,12277,2239,2120,119,10038,64300,48008,30421,0,30421,27951,2470,17587,16292,1660,1660,0,14632,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,608,495,495,1738,287,1738,1971,1349,1677,287,631,582,148,631,325,325,1747,287,1747,1780,931,1730,287,458,458,287,458,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701650","2010","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,110707,53127,44846,36540,91,36449,32613,3836,8306,8281,1561,1561,0,6720,57580,46710,31304,0,31304,28792,2512,15406,10870,1173,1173,0,9697,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumner County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,552,411,411,1145,109,1151,1437,1158,1168,287,565,565,287,565,585,585,1666,287,1666,1592,796,1521,287,548,548,287,548,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701790","2010","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,92126,44292,36327,27326,0,27326,24948,2378,9001,7965,1134,1065,69,6831,47834,37652,25855,0,25855,24379,1476,11797,10182,891,834,57,9291,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,524,351,351,1415,287,1415,1442,887,1486,287,545,560,112,545,333,333,1760,287,1760,1795,593,1816,287,352,343,95,352,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701870","2010","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,119646,57241,49855,42804,70,42734,40043,2691,7051,7386,1495,1255,240,5891,62405,53094,35932,0,35932,32792,3140,17162,9311,1509,1509,0,7802,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,580,441,441,1058,122,1042,1311,741,1130,287,447,392,257,447,512,512,1837,287,1837,1756,910,1831,287,459,459,287,459,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701890","2010","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",6283,2923,2818,1848,0,1848,1385,463,970,105,0,0,0,105,3360,2907,1700,0,1700,1367,333,1207,453,80,80,0,373,79397,38416,32533,26892,0,26892,24073,2819,5641,5883,1078,1078,0,4805,40981,33851,21683,0,21683,19419,2264,12168,7130,1326,1169,157,5804,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, Tennessee",479,288,320,415,287,415,368,264,452,133,287,287,287,133,356,479,547,287,547,564,202,486,250,103,103,287,251,593,410,410,1120,287,1120,1441,871,1239,287,451,451,287,451,341,341,1591,287,1591,1758,752,1569,287,471,427,177,471,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800050","2010","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",9299,4206,3801,1825,0,1825,1343,482,1976,405,86,86,0,319,5093,4437,3028,0,3028,2268,760,1409,656,84,84,0,572,44020,21423,17038,12341,0,12341,11052,1289,4697,4385,1020,1020,0,3365,22597,17009,10707,0,10707,10127,580,6302,5588,840,840,0,4748,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Angelina County, Texas",1055,644,719,765,294,765,665,376,834,323,140,140,294,296,735,693,612,294,612,672,733,686,149,137,137,294,181,550,534,534,1010,294,1010,1119,751,952,294,408,408,294,408,291,291,999,294,999,1046,419,1012,294,381,381,294,381,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800210","2010","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,35572,17335,14282,10741,0,10741,10019,722,3541,3053,395,395,0,2658,18237,14595,10200,58,10142,9470,672,4395,3642,787,767,20,2855,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bastrop County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,2711,1504,1285,1299,294,1299,1221,470,1111,584,264,264,294,617,1588,1340,1303,109,1299,1148,487,1159,713,412,410,39,691,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800270","2010","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",47223,23939,22637,16827,3477,13350,11777,1573,5810,1302,71,0,71,1231,23284,21806,15691,1680,14011,13307,704,6115,1478,93,93,0,1385,126878,62591,53583,45940,13815,32125,29788,2337,7643,9008,1811,1811,0,7197,64287,52768,34969,1907,33062,30557,2505,17799,11519,1391,1331,60,10128,44769,22237,21048,17504,3972,13532,12362,1170,3544,1189,122,122,0,1067,22532,21050,13058,1261,11797,11222,575,7992,1482,175,175,0,1307,"Bell County, Texas",1225,715,715,1136,1078,1170,1312,912,1175,294,117,294,117,117,812,766,1328,787,1440,1363,446,1147,243,119,119,294,233,645,493,461,1644,1689,2325,2341,869,1591,128,549,549,294,561,445,445,2018,745,2099,2093,886,1992,294,463,452,100,463,364,300,300,777,1071,1167,1227,618,805,0,150,150,294,150,274,274,1381,610,1445,1495,356,1329,0,165,165,294,165
"G4800290","2010","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",96348,47032,42362,30549,2498,28051,24215,3836,11813,4670,982,877,105,3688,49316,42721,31276,1360,29916,26607,3309,11445,6595,588,524,64,6007,435893,215238,178489,147032,11176,135856,126192,9664,31457,36749,9303,8962,341,27446,220655,173851,123178,3471,119707,111980,7727,50673,46804,5330,4980,350,41474,728876,349038,316750,247252,2686,244566,220339,24227,69498,32288,6216,5803,413,26072,379838,333630,218751,635,218116,196587,21529,114879,46208,3704,3616,88,42504,"Bexar County, Texas",2098,1067,1055,1589,856,1602,1602,1089,1567,187,378,381,170,370,1557,1425,1964,739,2007,1979,976,1942,316,338,325,106,453,1396,891,869,2645,2743,2993,3139,1643,2656,160,1074,1026,417,1089,994,983,2799,1433,2933,2790,1514,2906,69,895,929,270,886,1702,1258,1258,4118,828,4040,4648,2809,3969,0,1077,991,366,1076,1157,1157,5319,368,5292,5501,2849,5284,0,748,737,146,748
"G4800370","2010","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",18837,9337,8579,4904,43,4861,3697,1164,3675,758,57,57,0,701,9500,8260,5963,70,5893,4461,1432,2297,1240,195,195,0,1045,49840,24250,19696,15778,0,15778,14516,1262,3918,4554,632,608,24,3922,25590,19330,12787,0,12787,12447,340,6543,6260,924,846,78,5336,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bowie County, Texas",1295,901,918,1205,61,1202,1050,649,1335,123,101,101,294,164,699,669,1008,123,980,1010,800,930,205,191,191,294,255,334,268,268,870,294,870,1102,604,924,294,323,315,40,323,265,265,1113,294,1113,1144,250,1102,294,429,441,137,429,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800390","2010","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",29518,15661,14995,8123,74,8049,7656,393,6872,666,233,187,46,433,13857,12854,10551,0,10551,9769,782,2303,1003,281,281,0,722,133384,66262,56096,44503,244,44259,40751,3508,11593,10166,1969,1969,0,8197,67122,54824,37701,89,37612,34900,2712,17123,12298,1322,1151,171,10976,58457,30839,29044,21831,0,21831,20217,1614,7213,1795,546,546,0,1249,27618,25506,17359,0,17359,15152,2207,8147,2112,292,168,124,1820,"Brazoria County, Texas",2077,1274,1295,1368,121,1341,1270,360,1520,288,236,222,80,237,1115,1245,1067,294,1067,1100,631,1016,481,330,330,294,414,746,598,598,1425,248,1478,1663,1032,1457,294,643,643,294,643,361,355,1916,150,1949,1910,808,1920,98,618,590,213,619,710,503,503,1299,294,1299,1356,763,1339,0,386,386,294,386,494,494,1187,294,1187,1439,916,1200,0,267,192,164,267
"G4800410","2010","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",15162,7265,6840,3919,0,3919,3210,709,2921,425,56,56,0,369,7897,7163,5054,0,5054,3939,1115,2109,734,241,241,0,493,100716,50715,45908,33028,356,32672,30715,1957,12880,4807,1038,1038,0,3769,50001,43756,27088,0,27088,25924,1164,16668,6245,854,799,55,5391,32630,16972,16314,10892,57,10835,9631,1204,5422,658,55,55,0,603,15658,14869,8784,0,8784,7561,1223,6085,789,63,63,0,726,"Brazos County, Texas",645,527,580,827,294,827,809,376,904,303,87,87,294,320,290,461,834,294,834,851,643,786,341,275,275,294,297,498,275,275,1850,346,1850,1792,687,1818,294,352,352,294,352,386,386,2033,294,2033,2077,646,1944,294,329,341,91,329,333,250,421,998,101,1004,960,674,1087,344,100,100,294,327,228,228,1084,294,1084,974,662,1186,0,108,108,294,108
"G4800610","2010","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,37688,18955,11926,9234,89,9145,8598,547,2692,7029,632,565,67,6397,18733,11582,7330,0,7330,6787,543,4252,7151,797,797,0,6354,247171,114413,101913,70187,0,70187,62747,7440,31726,12500,1326,1252,74,11174,132758,114689,63159,0,63159,57447,5712,51530,18069,1794,1745,49,16275,"Cameron County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,226,150,150,734,112,760,850,376,799,294,294,290,79,294,175,175,932,294,932,920,278,971,294,481,481,294,481,1096,730,730,2785,294,2785,3035,1597,3062,0,448,421,123,448,710,710,2839,294,2839,2665,1344,2949,0,653,641,84,653
"G4800850","2010","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",46603,21148,20685,17693,212,17481,15869,1612,2992,463,109,109,0,354,25455,24061,18717,0,18717,16470,2247,5344,1394,179,179,0,1215,385555,187101,164963,144546,115,144431,135095,9336,20417,22138,7374,6271,1103,14764,198454,170729,123439,0,123439,115774,7665,47290,27725,4698,4569,129,23027,77136,39062,37629,32867,0,32867,31768,1099,4762,1433,393,305,88,1040,38074,36164,23753,0,23753,21864,1889,12411,1910,187,187,0,1723,"Collin County, Texas",1524,946,978,1050,279,1081,1102,774,1030,300,129,129,294,261,1190,1117,1440,294,1440,1478,832,1481,181,149,149,294,237,1524,1041,1041,1978,138,1981,2260,1473,2020,294,883,841,581,883,919,919,2881,294,2881,3140,1361,2831,294,800,811,147,800,746,451,451,1027,294,1027,1118,516,1154,0,295,282,150,295,466,466,1732,294,1732,1739,757,1686,0,164,164,294,164
"G4800910","2010","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,64802,31203,24338,20378,202,20176,18525,1651,3960,6865,1470,1470,0,5395,33599,25841,17660,123,17537,16034,1503,8181,7758,1041,1041,0,6717,18849,9203,8313,6762,0,6762,6401,361,1551,890,426,426,0,464,9646,8488,5159,0,5159,4316,843,3329,1158,0,0,0,1158,"Comal County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,311,269,269,1066,263,1037,1251,664,980,294,475,475,294,475,151,151,1306,165,1319,1232,591,1337,294,396,396,294,396,292,234,234,625,294,625,634,354,743,0,223,223,294,223,311,311,812,294,812,718,512,786,0,294,294,294,294
"G4800990","2010","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,36355,17709,15567,12112,2522,9590,8934,656,3455,2142,199,199,0,1943,18646,15995,9398,111,9287,8430,857,6597,2651,159,159,0,2492,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coryell County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,336,178,178,2001,1048,2045,1963,392,2001,294,182,182,294,182,299,299,1091,184,1101,1111,469,1109,294,130,130,294,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801130","2010","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",390172,173184,158813,109593,235,109358,90474,18884,49220,14371,2053,1858,195,12318,216988,193520,140334,70,140264,122123,18141,53186,23468,2473,2106,367,20995,673533,325914,270363,224410,393,224017,207363,16654,45953,55551,16203,15155,1048,39348,347619,270744,202205,0,202205,187736,14469,68539,76875,12144,11078,1066,64731,606753,317597,304962,265768,70,265698,246455,19243,39194,12635,3247,2975,272,9388,289156,273611,164561,0,164561,143087,21474,109050,15545,1930,1870,60,13615,"Dallas County, Texas",3628,1796,1777,3096,299,3111,3219,2057,3081,378,604,568,192,720,3104,2792,4164,116,4160,4305,2215,4097,499,583,539,216,750,1763,1538,1538,3246,275,3231,3555,2199,3346,294,1426,1389,431,1426,985,946,3909,294,3909,3988,1985,3860,141,1410,1352,421,1394,1743,1463,1463,3199,114,3213,3860,2610,3400,0,796,749,226,796,1501,1501,5007,294,5007,4588,2774,5180,0,698,709,101,698
"G4801210","2010","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",39878,18492,17627,14867,240,14627,12906,1721,2760,865,152,152,0,713,21386,20670,16192,0,16192,14719,1473,4478,716,183,129,54,533,337895,164206,147047,127861,134,127727,119183,8544,19186,17159,4757,4523,234,12402,173689,151900,114908,0,114908,107584,7324,36992,21789,3788,3385,403,18001,81448,40895,39577,33590,258,33332,30901,2431,5987,1318,321,231,90,997,40553,38779,27642,0,27642,24809,2833,11137,1774,581,581,0,1193,"Denton County, Texas",1413,871,968,1072,370,1072,1092,780,942,414,176,176,294,407,886,927,1176,294,1176,1305,670,1081,355,189,157,95,370,1122,692,692,1879,160,1843,2245,1768,1910,294,732,760,195,732,740,718,2518,294,2518,2987,1524,2396,126,721,713,300,759,720,551,551,934,317,982,1189,980,1019,0,282,250,157,281,424,424,1736,294,1736,1559,960,1816,0,368,368,294,367
"G4801350","2010","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,46575,22247,18371,15187,0,15187,14462,725,3184,3876,829,829,0,3047,24328,18888,13728,0,13728,13290,438,5160,5440,562,562,0,4878,48771,24228,22489,18693,0,18693,17215,1478,3796,1739,487,439,48,1252,24543,22479,13784,0,13784,12190,1594,8695,2064,292,292,0,1772,"Ector County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,447,426,425,953,294,953,1119,387,935,101,415,415,294,420,549,549,1268,294,1268,1310,304,1121,294,292,292,294,292,474,269,269,960,294,960,1077,742,1001,0,368,356,83,368,362,363,1170,294,1170,1134,813,1183,0,299,299,294,300
"G4801390","2010","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",9136,3747,3174,2468,0,2468,2040,428,706,573,56,56,0,517,5389,4727,3571,0,3571,3308,263,1156,662,30,30,0,632,77863,37276,31731,26007,0,26007,23468,2539,5724,5545,865,850,15,4680,40587,33591,24591,0,24591,22253,2338,9000,6996,847,847,0,6149,22843,11694,11159,9352,0,9352,8679,673,1807,535,266,174,92,269,11149,10250,5873,0,5873,5699,174,4377,899,283,283,0,616,"Ellis County, Texas",1116,646,599,704,294,704,710,318,427,221,73,73,294,216,720,720,857,294,857,849,240,562,294,52,52,294,52,411,317,317,860,294,860,948,816,911,294,318,319,26,318,252,252,1102,294,1102,1245,763,1142,294,348,348,294,348,531,432,446,607,294,607,731,418,649,319,241,195,155,226,510,577,921,294,921,941,178,1020,313,206,206,294,279
"G4801410","2010","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",18784,10934,10383,7243,2372,4871,4243,628,3140,551,68,68,0,483,7850,6901,4873,459,4414,3713,701,2028,949,125,125,0,824,88063,47284,38689,31370,6366,25004,22418,2586,7319,8595,1985,1985,0,6610,40779,30930,19794,439,19355,18134,1221,11136,9849,1296,1260,36,8553,473573,217625,192927,142381,1535,140846,127088,13758,50546,24698,3535,3286,249,21163,255948,219077,127543,260,127283,115723,11560,91534,36871,1914,1863,51,34957,"El Paso County, Texas",1236,718,688,1219,1004,1062,1003,358,1187,278,111,111,294,269,828,823,880,290,849,642,600,762,121,160,160,294,198,728,397,397,1547,1514,1891,1803,751,1599,294,556,556,294,556,613,613,1423,320,1419,1395,571,1261,294,437,421,57,437,1716,1283,1283,3613,801,3598,3669,1671,4008,0,815,781,200,815,1216,1216,4393,204,4408,4508,1493,4570,0,551,542,83,551
