GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,DHN001,DHN002,DHN003,DHN004,DHN005,DHN006,DHN007,DHN008,DHN009,DHN010,DHN011,DHN012,DHN013,DHN014,DHN015,DHN016,DHN017,DHN018,DHN019,DHN020,DHN021,DHN022,DHN023,DHN024,DHN025,DHO001,DHO002,DHO003,DHO004,DHO005
"G0400250","1980","4","8","Arizona","04",,"Yavapai","025",,,,,,,,,,,,"YAVAPAI",5424,5947,16657,8881,7318,0,13,72,20,5,91,74,134,163,16,22,20,35,17,0,207,106,246,35,29,706,340,696,193,114
"G0400270","1980","4","8","Arizona","04",,"Yuma","027",,,,,,,,,,,,"YUMA",6753,5679,15288,7024,5031,277,252,215,171,81,465,273,394,254,79,143,56,175,108,58,4418,648,820,589,128,6925,1323,2226,1246,334
"G0500010","1980","3","7","Arkansas","05",,"Arkansas","001",,,,,,,,,,,,"ARKANSAS",3510,2223,4204,1182,1056,1192,525,411,131,104,7,11,18,6,12,1,6,0,0,4,0,0,0,0,0,18,6,12,0,0
"G0500030","1980","3","7","Arkansas","05",,"Ashley","003",,,,,,,,,,,,"ASHLEY",2288,2308,4786,1122,1031,1710,895,647,104,127,0,0,12,35,0,0,0,0,0,0,0,0,0,0,0,13,1,13,17,12
"G0500050","1980","3","7","Arkansas","05",,"Baxter","005",,,,,,,,,,,,"BAXTER",4685,3603,7508,1893,1755,0,0,0,0,0,45,13,33,3,0,0,0,0,0,0,0,0,0,0,0,38,10,33,0,0
"G0500070","1980","3","7","Arkansas","05","2580","Benton","007",,,,,,,,,,,,"BENTON",10333,7688,17561,6151,5671,13,3,0,0,0,166,101,206,68,15,52,29,35,24,9,48,12,30,12,0,47,61,88,42,2
"G0500090","1980","3","7","Arkansas","05",,"Boone","009",,,,,,,,,,,,"BOONE",3897,2647,6145,1970,1596,0,0,0,0,0,9,16,7,7,9,0,0,0,0,0,0,0,0,0,0,67,7,42,10,0
"G0500110","1980","3","7","Arkansas","05",,"Bradley","011",,,,,,,,,,,,"BRADLEY",1621,1466,2209,438,627,997,444,505,89,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,11,10
"G0500130","1980","3","7","Arkansas","05",,"Calhoun","013",,,,,,,,,,,,"CALHOUN",666,607,1160,190,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500150","1980","3","7","Arkansas","05",,"Carroll","015",,,,,,,,,,,,"CARROLL",2906,1694,3755,1313,1056,0,0,0,0,0,2,4,15,0,0,0,0,0,0,0,0,0,0,0,0,25,5,11,20,0
"G0500170","1980","3","7","Arkansas","05",,"Chicot","017",,,,,,,,,,,,"CHICOT",1482,896,1727,577,417,2363,917,753,199,226,0,0,12,0,0,0,0,30,0,6,0,0,0,0,0,13,5,0,0,0
"G0500190","1980","3","7","Arkansas","05",,"Clark","019",,,,,,,,,,,,"CLARK",2337,1803,3206,1184,1853,1038,512,582,182,168,5,2,6,0,7,0,0,0,24,0,0,3,0,0,20,15,36,14,0,10
"G0500210","1980","3","7","Arkansas","05",,"Clay","021",,,,,,,,,,,,"CLAY",6144,1966,3604,756,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,7,0,8
"G0500230","1980","3","7","Arkansas","05",,"Cleburne","023",,,,,,,,,,,,"CLEBURNE",3574,1978,3409,1216,796,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,9,26,11,0,0
"G0500250","1980","3","7","Arkansas","05",,"Cleveland","025",,,,,,,,,,,,"CLEVELAND",1209,858,1531,277,262,419,108,67,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500270","1980","3","7","Arkansas","05",,"Columbia","027",,,,,,,,,,,,"COLUMBIA",2180,2123,3872,1383,1361,2033,998,1044,273,151,0,0,13,30,5,0,0,0,0,0,0,0,0,0,0,6,36,16,0,6
"G0500290","1980","3","7","Arkansas","05",,"Conway","029",,,,,,,,,,,,"CONWAY",2750,1892,3612,809,782,580,353,390,86,91,9,9,23,6,0,0,0,0,0,0,0,0,0,0,0,8,2,10,12,0
"G0500310","1980","3","7","Arkansas","05",,"Craighead","031",,,,,,,,,,,,"CRAIGHEAD",9973,5512,10128,3884,4590,383,274,207,86,61,50,42,31,19,20,26,7,20,23,14,12,0,2,0,6,87,19,20,25,24
"G0500330","1980","3","7","Arkansas","05","2720","Crawford","033",,,,,,,,,,,,"CRAWFORD",5643,3946,7553,2279,1046,97,93,19,32,13,136,132,170,37,26,44,0,2,5,0,3,6,0,0,0,32,12,32,7,0
"G0500350","1980","3","7","Arkansas","05","4920","Crittenden","035",,,,,,,,,,,,"CRITTENDEN",3122,3059,6176,2146,1530,5443,2027,1224,312,288,21,15,18,6,0,35,18,18,20,46,38,0,15,9,0,98,31,62,15,3
"G0500370","1980","3","7","Arkansas","05",,"Cross","037",,,,,,,,,,,,"CROSS",2938,1688,2802,733,749,1208,427,399,54,75,2,2,8,7,0,0,0,0,0,0,9,0,5,0,0,20,0,17,7,0
"G0500390","1980","3","7","Arkansas","05",,"Dallas","039",,,,,,,,,,,,"DALLAS",757,1012,1589,458,464,758,535,553,140,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,18,0,0
"G0500410","1980","3","7","Arkansas","05",,"Desha","041",,,,,,,,,,,,"DESHA",1597,1170,2347,791,762,2125,793,654,159,163,8,8,23,0,0,0,0,0,0,0,0,0,0,0,0,67,18,21,8,0
"G0500430","1980","3","7","Arkansas","05",,"Drew","043",,,,,,,,,,,,"DREW",1735,1462,2193,973,1207,1067,513,584,81,65,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2,17,0,7
"G0500450","1980","3","7","Arkansas","05",,"Faulkner","045",,,,,,,,,,,,"FAULKNER",4556,3846,7787,3175,3459,515,320,463,105,69,12,2,39,17,13,0,0,0,0,0,0,0,0,0,0,17,12,10,5,12
"G0500470","1980","3","7","Arkansas","05",,"Franklin","047",,,,,,,,,,,,"FRANKLIN",2586,1657,3033,865,524,14,8,6,0,7,9,19,47,17,11,0,0,0,0,0,0,0,0,0,0,23,2,12,9,5
"G0500490","1980","3","7","Arkansas","05",,"Fulton","049",,,,,,,,,,,,"FULTON",2334,975,2249,552,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0
"G0500510","1980","3","7","Arkansas","05",,"Garland","051",,,,,,,,,,,,"GARLAND",9696,7183,15106,5985,5052,790,754,958,262,165,46,44,79,13,23,11,33,26,16,5,22,5,19,0,0,112,47,84,18,24
"G0500530","1980","3","7","Arkansas","05",,"Grant","053",,,,,,,,,,,,"GRANT",1867,1567,2896,580,563,93,48,41,24,5,11,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,14,0
"G0500550","1980","3","7","Arkansas","05",,"Greene","055",,,,,,,,,,,,"GREENE",6757,3411,5565,1331,1351,0,0,0,0,0,18,30,26,7,0,0,0,0,0,0,0,0,0,0,0,39,15,23,0,0
"G0500570","1980","3","7","Arkansas","05",,"Hempstead","057",,,,,,,,,,,,"HEMPSTEAD",2026,2099,4241,1037,1079,1382,718,1220,236,167,7,10,31,7,8,0,0,0,0,0,0,0,0,0,0,0,18,37,0,0
"G0500590","1980","3","7","Arkansas","05",,"Hot Spring","059",,,,,,,,,,,,"HOT SPRING",3499,2863,5525,1405,1271,624,400,384,121,52,50,15,16,13,7,0,0,0,0,0,0,0,0,0,0,59,12,25,21,0
"G0500610","1980","3","7","Arkansas","05",,"Howard","061",,,,,,,,,,,,"HOWARD",2015,1404,2332,559,536,464,318,359,76,44,13,3,2,7,0,0,0,0,0,0,0,0,0,0,0,26,16,14,0,0
"G0500630","1980","3","7","Arkansas","05",,"Independence","063",,,,,,,,,,,,"INDEPENDENCE",5117,3642,5816,1595,1460,112,45,107,32,8,45,33,49,0,7,17,0,2,5,5,5,0,5,0,0,85,21,45,16,14
"G0500650","1980","3","7","Arkansas","05",,"Izard","065",,,,,,,,,,,,"IZARD",2453,1177,2448,731,643,0,0,0,0,0,11,2,2,3,0,0,0,0,0,0,0,0,0,0,0,17,17,22,8,3
"G0500670","1980","3","7","Arkansas","05",,"Jackson","067",,,,,,,,,,,,"JACKSON",4229,2341,3190,813,978,683,367,241,58,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,2
"G0500690","1980","3","7","Arkansas","05","6240","Jefferson","069",,,,,,,,,,,,"JEFFERSON",5515,5716,13219,4227,4070,6756,3190,3768,1519,1857,29,30,85,29,13,19,25,61,21,47,11,9,0,6,7,116,110,81,41,25
"G0500710","1980","3","7","Arkansas","05",,"Johnson","071",,,,,,,,,,,,"JOHNSON",3627,1825,3040,1053,923,37,31,36,7,9,13,0,0,17,0,0,0,0,0,0,0,0,0,0,0,21,6,20,9,0
"G0500730","1980","3","7","Arkansas","05",,"Lafayette","073",,,,,,,,,,,,"LAFAYETTE",1055,840,1396,316,296,1198,417,335,72,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,19,4,0
"G0500750","1980","3","7","Arkansas","05",,"Lawrence","075",,,,,,,,,,,,"LAWRENCE",4617,1964,3216,758,611,23,0,0,0,0,29,1,17,0,7,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0
"G0500770","1980","3","7","Arkansas","05",,"Lee","077",,,,,,,,,,,,"LEE",1426,904,1025,401,382,2478,737,438,177,192,0,0,0,0,0,45,0,0,5,10,0,0,0,0,0,73,7,0,9,6
"G0500790","1980","3","7","Arkansas","05",,"Lincoln","079",,,,,,,,,,,,"LINCOLN",1463,1196,1753,473,411,1260,614,524,51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,8,0
"G0500810","1980","3","7","Arkansas","05","8360","Little River","081",,,,,,,,,,,,"LITTLE RIVER",1600,1221,2108,791,524,623,317,469,123,81,10,2,21,0,2,0,0,0,0,0,0,0,0,0,0,9,7,6,0,0
"G0500830","1980","3","7","Arkansas","05",,"Logan","083",,,,,,,,,,,,"LOGAN",3964,2418,3977,862,737,48,32,15,19,18,23,2,15,0,8,0,0,0,0,0,0,0,0,0,0,0,7,15,1,0
"G0500850","1980","3","7","Arkansas","05",,"Lonoke","085",,,,,,,,,,,,"LONOKE",4044,3467,6404,1943,1503,1152,345,366,61,56,15,10,15,19,0,0,0,0,0,0,0,0,0,0,0,15,30,20,7,6
"G0500870","1980","3","7","Arkansas","05",,"Madison","087",,,,,,,,,,,,"MADISON",2619,1016,2329,598,435,0,0,0,0,0,24,13,12,8,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"G0500890","1980","3","7","Arkansas","05",,"Marion","089",,,,,,,,,,,,"MARION",1933,1316,2757,865,538,0,0,0,0,0,9,2,15,9,2,0,0,0,0,0,0,0,0,0,0,20,7,6,15,2
"G0500910","1980","3","7","Arkansas","05","8360","Miller","091",,,,,,,,,,,,"MILLER",3919,3559,6314,2285,1492,1441,891,1255,369,201,50,23,73,16,0,0,0,0,0,0,0,0,0,0,0,27,13,37,0,24
"G0500930","1980","3","7","Arkansas","05",,"Mississippi","093",,,,,,,,,,,,"MISSISSIPPI",7692,3921,7816,2545,2373,3647,1373,1246,378,301,16,0,7,0,15,28,20,17,32,32,42,2,0,0,0,150,45,60,24,22
"G0500950","1980","3","7","Arkansas","05",,"Monroe","095",,,,,,,,,,,,"MONROE",1493,1150,1615,531,376,1619,508,403,119,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,23,0,0
"G0500970","1980","3","7","Arkansas","05",,"Montgomery","097",,,,,,,,,,,,"MONTGOMERY",1586,1015,1623,363,393,0,0,0,0,0,15,12,17,4,0,0,0,0,0,0,0,0,0,0,0,7,6,11,0,5
"G0500990","1980","3","7","Arkansas","05",,"Nevada","099",,,,,,,,,,,,"NEVADA",1179,1055,1905,454,377,771,478,366,40,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,14,14,0,0
"G0501010","1980","3","7","Arkansas","05",,"Newton","101",,,,,,,,,,,,"NEWTON",1779,735,1389,393,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,7,2,0
"G0501030","1980","3","7","Arkansas","05",,"Ouachita","103",,,,,,,,,,,,"OUACHITA",2321,2675,4750,1630,1402,2664,1285,1283,334,284,19,13,15,0,15,0,0,0,0,0,0,0,0,0,0,7,24,28,10,5
"G0501050","1980","3","7","Arkansas","05",,"Perry","105",,,,,,,,,,,,"PERRY",1292,786,1613,352,222,19,4,11,6,21,16,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0501070","1980","3","7","Arkansas","05",,"Phillips","107",,,,,,,,,,,,"PHILLIPS",2459,1598,3252,1346,1072,4708,1760,953,534,429,55,28,22,0,0,32,15,9,0,24,30,16,6,9,0,128,37,43,16,7
"G0501090","1980","3","7","Arkansas","05",,"Pike","109",,,,,,,,,,,,"PIKE",1934,1250,2068,445,444,75,27,51,16,6,0,2,24,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0501110","1980","3","7","Arkansas","05",,"Poinsett","111",,,,,,,,,,,,"POINSETT",6162,2557,4100,974,973,594,155,109,12,6,20,9,13,2,0,0,0,0,0,0,0,0,0,0,0,30,14,0,12,7
"G0501130","1980","3","7","Arkansas","05",,"Polk","113",,,,,,,,,,,,"POLK",3440,1841,3459,971,857,0,0,0,0,0,22,16,8,2,0,0,0,0,0,0,0,0,0,0,0,5,13,13,2,6
"G0501150","1980","3","7","Arkansas","05",,"Pope","115",,,,,,,,,,,,"POPE",5697,3345,7264,2554,2562,136,94,114,50,10,75,37,73,28,19,0,6,13,18,17,2,5,7,0,0,25,5,32,13,0
"G0501170","1980","3","7","Arkansas","05",,"Prairie","117",,,,,,,,,,,,"PRAIRIE",2018,915,1634,384,369,355,150,142,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,5,2,0
"G0501190","1980","3","7","Arkansas","05","4400","Pulaski","119",,,,,,,,,,,,"PULASKI",17800,19798,58063,27529,32736,9221,7804,11220,5357,3609,82,194,242,139,130,245,78,381,137,315,84,36,115,128,59,164,217,483,310,245
"G0501210","1980","3","7","Arkansas","05",,"Randolph","121",,,,,,,,,,,,"RANDOLPH",4148,1640,2881,710,644,51,34,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,14,0,0
"G0501230","1980","3","7","Arkansas","05",,"St Francis","123",,,,,,,,,,,,"ST. FRANCIS",2500,1654,3512,1108,988,3243,1386,1042,308,275,9,7,9,0,7,41,7,3,0,29,34,0,0,0,0,60,17,23,6,12
"G0501250","1980","3","7","Arkansas","05","4400","Saline","125",,,,,,,,,,,,"SALINE",6274,5576,12338,3439,2523,321,94,181,65,6,32,37,37,24,6,0,0,0,0,0,0,0,0,0,0,2,25,66,12,21
"G0501270","1980","3","7","Arkansas","05",,"Scott","127",,,,,,,,,,,,"SCOTT",2216,1228,1832,467,226,0,0,0,0,0,23,2,25,1,0,0,0,0,0,0,0,0,0,0,0,32,18,12,8,0
"G0501290","1980","3","7","Arkansas","05",,"Searcy","129",,,,,,,,,,,,"SEARCY",2448,802,1512,384,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0501310","1980","3","7","Arkansas","05","2720","Sebastian","131",,,,,,,,,,,,"SEBASTIAN",9633,8743,18751,9111,6585,646,465,783,316,92,148,222,254,119,35,155,108,195,105,49,35,12,34,10,0,80,39,115,40,0
"G0501330","1980","3","7","Arkansas","05",,"Sevier","133",,,,,,,,,,,,"SEVIER",2193,1554,2784,792,704,152,103,102,58,10,17,15,14,2,12,0,0,0,0,0,0,0,0,0,0,14,0,5,0,2
"G0501350","1980","3","7","Arkansas","05",,"Sharp","135",,,,,,,,,,,,"SHARP",2701,1764,3432,914,798,0,0,5,9,0,14,16,31,12,0,0,0,0,0,0,0,0,0,0,0,4,0,34,7,0
"G0501370","1980","3","7","Arkansas","05",,"Stone","137",,,,,,,,,,,,"STONE",2361,906,1648,330,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0501390","1980","3","7","Arkansas","05",,"Union","139",,,,,,,,,,,,"UNION",3763,3782,8712,3205,2887,3052,1738,1590,400,229,36,2,19,5,0,9,0,7,0,28,0,8,0,26,6,16,10,34,16,16
"G0501410","1980","3","7","Arkansas","05",,"Van Buren","141",,,,,,,,,,,,"VAN BUREN",2667,1484,3027,917,589,0,0,14,0,0,9,0,13,0,1,0,0,0,0,0,0,0,0,0,0,19,0,12,12,1
"G0501430","1980","3","7","Arkansas","05","2580","Washington","143",,,,,,,,,,,,"WASHINGTON",11564,7762,17065,7479,9417,89,48,109,102,145,204,63,150,66,71,36,24,43,39,174,35,0,7,8,24,146,53,33,41,84
"G0501450","1980","3","7","Arkansas","05",,"White","145",,,,,,,,,,,,"WHITE",8425,5725,8439,2706,2497,344,184,186,32,33,37,25,19,9,7,20,8,29,0,0,2,0,7,0,3,25,12,35,19,0
"G0501470","1980","3","7","Arkansas","05",,"Woodruff","147",,,,,,,,,,,,"WOODRUFF",1695,977,1316,347,382,868,441,297,71,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,5,0,0
"G0501490","1980","3","7","Arkansas","05",,"Yell","149",,,,,,,,,,,,"YELL",3242,2081,3600,906,529,92,14,102,7,6,17,12,8,11,0,2,3,14,0,0,0,0,0,0,0,9,0,7,2,0
"G0600010","1980","4","9","California","06","7360","Alameda","001",,,,,,"84",,,,,,"ALAMEDA",46499,53200,161427,104572,118465,17908,18394,34161,28883,12813,506,846,1385,966,527,8134,4296,11638,10516,17163,8564,4189,6482,3900,2077,17982,10553,18395,10071,6056
"G0600030","1980","4","9","California","06",,"Alpine","003",,,,,,,,,,,,"ALPINE",12,23,159,133,189,0,0,0,0,0,23,27,24,7,7,0,0,0,0,0,0,0,0,0,0,0,2,5,3,4
"G0600050","1980","4","9","California","06",,"Amador","005",,,,,,,,,,,,"AMADOR",1176,1738,5378,2707,1584,0,6,13,11,5,21,23,64,27,12,0,0,12,6,15,21,2,24,9,10,34,84,204,49,25
"G0600070","1980","4","9","California","06","1620","Butte","007",,,,,,,,,,,,"BUTTE",10350,12550,27549,18341,14153,164,126,250,139,121,224,262,331,220,136,206,45,180,232,221,675,141,277,227,111,1062,375,713,559,332
"G0600090","1980","4","9","California","06",,"Calaveras","009",,,,,,,,,,,,"CALAVERAS",1314,1797,5510,2990,1872,31,0,11,10,12,47,51,52,30,10,3,14,2,17,8,21,15,55,13,13,83,46,200,138,34
"G0600110","1980","4","9","California","06",,"Colusa","011",,,,,,,,,,,,"COLUSA",954,939,2361,1396,915,47,5,18,0,0,23,38,35,12,0,95,29,37,6,25,541,48,114,43,7,672,71,194,99,30
"G0600130","1980","4","9","California","06","7360","Contra Costa","013",,,,,,"84",,,,,,"CONTRA COSTA",24540,31393,111989,81593,89716,4757,4782,9475,7848,3497,253,472,993,626,245,1618,1055,3991,4238,7721,2925,1457,3006,1414,754,6204,3765,8778,5060,2938
"G0600150","1980","4","9","California","06",,"Del Norte","015",,,,,,,,,,,,"DEL NORTE",1531,1651,4075,1813,1039,6,7,0,0,0,114,137,165,89,46,27,6,5,7,1,85,15,43,11,11,147,34,106,53,37
"G0600170","1980","4","9","California","06",,"El Dorado","017",,,,,,,,,,,,"EL DORADO",3857,5947,19873,13703,9127,0,0,55,59,72,81,35,232,154,48,85,102,143,136,173,65,74,175,127,63,249,228,790,459,263
"G0600190","1980","4","9","California","06","2840","Fresno","019",,,,,,,,,,,,"FRESNO",41531,30439,69875,49150,38964,3320,2476,2947,2444,915,580,789,801,605,200,1766,829,2509,1687,2604,17684,5300,6323,4010,1102,32117,9424,12144,7974,2565
"G0600210","1980","4","9","California","06",,"Glenn","021",,,,,,,,,,,,"GLENN",1801,2118,4406,2133,1131,0,0,0,0,0,49,45,40,16,4,39,6,7,23,46,0,0,0,0,0,648,136,195,58,20
"G0600230","1980","4","9","California","06",,"Humboldt","023",,,,,,,,,,,,"HUMBOLDT",6343,7239,20777,14521,11076,51,69,85,63,60,442,646,963,439,162,26,64,129,157,112,101,89,144,95,127,280,235,497,404,283
"G0600250","1980","4","9","California","06",,"Imperial","025",,,,,,,,,,,,"IMPERIAL",7243,4571,9026,5882,3938,500,289,272,266,74,164,118,174,165,16,339,82,246,167,126,8688,1653,2188,1463,462,12627,2474,3634,2483,814
"G0600270","1980","4","9","California","06",,"Inyo","027",,,,,,,,,,,,"INYO",1121,1560,4485,2169,1399,0,0,0,0,0,67,177,359,123,11,5,6,14,9,0,0,0,0,0,0,120,56,250,75,21
"G0600290","1980","4","9","California","06","0680","Kern","029",,,,,,,,,,,,"KERN",30354,30734,61993,37079,24365,3041,2174,2701,1888,642,666,775,1177,634,265,1470,527,1036,877,890,12476,3275,3720,2140,512,18952,5740,6482,4002,1098
"G0600310","1980","4","9","California","06",,"Kings","031",,,,,,,,,,,,"KINGS",6792,4535,10904,5121,3535,479,306,394,291,46,126,55,120,79,0,246,107,353,238,237,2555,715,864,327,92,4486,1112,1782,761,217
"G0600330","1980","4","9","California","06",,"Lake","033",,,,,,,,,,,,"LAKE",3649,4301,9749,4223,2580,140,20,49,60,0,164,78,137,55,10,35,13,28,53,11,198,28,37,52,15,391,140,172,124,73
"G0600350","1980","4","9","California","06",,"Lassen","035",,,,,,,,,,,,"LASSEN",1221,1615,4086,3098,1471,54,167,78,60,12,27,68,98,59,0,17,0,25,33,16,95,118,131,35,0,158,133,256,133,55
"G0600370","1980","4","9","California","06","4480","Los Angeles","037",,,,,,"49",,,,,,"LOS ANGELES",458402,407018,1024247,709001,647614,68555,86967,160211,125595,54261,4171,5821,9383,7124,3425,33817,20476,66138,58327,95907,187200,63614,76186,39592,17451,404236,157583,208404,111433,52724
"G0600390","1980","4","9","California","06",,"Madera","039",,,,,,,,,,,,"MADERA",5634,4204,9825,5763,3562,562,235,288,85,56,186,127,181,168,31,81,54,101,62,130,2474,815,994,313,92,3621,1176,1523,599,239
"G0600410","1980","4","9","California","06","7360","Marin","041",,,,,,"84",,,,,,"MARIN",5613,7411,34552,38000,54742,305,638,911,889,584,24,108,169,177,115,255,268,807,991,1601,215,296,393,440,259,634,548,1402,1484,1212
"G0600430","1980","4","9","California","06",,"Mariposa","043",,,,,,,,,,,,"MARIPOSA",682,1095,2412,1596,1098,7,9,33,13,0,56,33,33,36,12,10,0,19,14,0,0,8,33,26,5,12,52,74,61,19
"G0600450","1980","4","9","California","06",,"Mendocino","045",,,,,,,,,,,,"MENDOCINO",4020,4767,14956,8428,6989,60,20,55,35,31,208,230,417,110,122,51,30,68,59,138,349,52,153,51,25,628,137,435,274,117
"G0600470","1980","4","9","California","06",,"Merced","047",,,,,,,,,,,,"MERCED",12408,8362,19334,11273,6779,742,597,830,741,195,132,87,170,193,34,345,159,499,430,293,4567,844,1387,700,161,7426,1740,2823,1539,354
"G0600490","1980","4","9","California","06",,"Modoc","049",,,,,,,,,,,,"MODOC",675,720,1949,1219,677,0,0,0,0,0,43,23,29,40,0,0,0,0,0,0,0,0,0,0,0,116,8,28,44,0
"G0600510","1980","4","9","California","06",,"Mono","051",,,,,,,,,,,,"MONO",144,386,1799,1333,1087,0,0,0,0,0,25,11,91,18,25,0,0,0,0,0,0,0,0,0,0,31,13,60,49,21
"G0600530","1980","4","9","California","06","7120","Monterey","053",,,,,,,,,,,,"MONTEREY",14727,12509,37357,29079,28320,615,903,2962,2164,820,232,253,540,431,147,2467,1115,3653,2708,1797,11685,2356,2720,1288,558,17642,4258,5298,2813,1277
"G0600550","1980","4","9","California","06","8720","Napa","055",,,,,,"84",,,,,,"NAPA",6534,7384,20495,14149,10688,126,99,144,146,69,46,76,153,135,58,136,106,416,205,325,775,260,331,199,70,1576,613,894,665,252
"G0600570","1980","4","9","California","06",,"Nevada","057",,,,,,,,,,,,"NEVADA",2603,3388,13395,8189,6045,7,7,6,8,27,50,87,173,98,36,18,10,48,13,72,4,15,55,20,6,43,74,384,177,53
"G0600590","1980","4","9","California","06","0360","Orange","059",,,,,,"49",,,,,,"ORANGE",77268,103134,332448,268838,232122,802,1169,3269,3571,2483,924,1359,2936,2264,1100,5471,3260,12466,11383,17622,21179,7431,9695,5963,2665,47035,18734,29333,19856,9844
"G0600610","1980","4","9","California","06","6920","Placer","061",,,,,,,,,,,,"PLACER",6945,7978,24909,16945,11635,72,46,39,61,42,117,98,337,136,60,107,135,406,229,225,567,212,456,342,68,1066,563,1339,808,241
"G0600630","1980","4","9","California","06",,"Plumas","063",,,,,,,,,,,,"PLUMAS",840,1334,4299,2502,1566,28,23,17,22,0,45,48,92,34,8,8,0,20,12,10,40,0,8,11,9,73,11,103,55,9
"G0600650","1980","4","9","California","06","6780","Riverside","065",,,,,,"49",,,,,,"RIVERSIDE",45185,54192,125591,77445,47268,2772,2828,4682,3774,1535,502,992,1299,1050,311,775,648,1641,1177,1366,12236,4936,6218,3012,823,21865,9310,12813,6888,2217
"G0600670","1980","4","9","California","06","6920","Sacramento","067",,,,,,,,,,,,"SACRAMENTO",34897,43800,137090,96021,78592,3578,4115,9212,7915,3516,568,971,1674,1246,540,4568,1958,6601,5558,5598,5512,2555,4617,2995,1335,9145,4889,9867,6474,3426
"G0600690","1980","4","9","California","06",,"San Benito","069",,,,,,,,,,,,"SAN BENITO",2447,1624,3181,2426,1345,12,0,0,9,0,23,55,46,15,28,75,13,143,56,27,1360,406,326,141,71,2698,819,887,454,139
"G0600710","1980","4","9","California","06","6780","San Bernardino","071",,,,,,"49",,,,,,"SAN BERNARDINO",52599,67202,159745,97407,59304,2724,3369,7405,6293,2113,848,1205,2045,1377,444,1286,862,2289,1916,2904,9434,6619,9290,4540,1414,21333,14617,21523,11062,3946
"G0600730","1980","4","9","California","06","7320","San Diego","073",,,,,,,,,,,,"SAN DIEGO",80191,99645,311494,224912,203792,5397,6347,16089,12674,5066,1087,1417,2667,2164,736,7501,6378,13955,10763,11413,20694,7447,11430,7135,2838,41535,18375,30459,19460,9284
"G0600750","1980","4","9","California","06","7360","San Francisco","075",,,,,,"84",,,,,,"SAN FRANCISCO",35030,27434,79696,67426,103515,9217,9768,15111,10746,5630,281,366,662,602,393,24744,8645,19867,16751,23469,6492,2816,5120,3304,2256,13806,6713,13093,8350,6481
"G0600770","1980","4","9","California","06","8120","San Joaquin","077",,,,,,,,,,,,"SAN JOAQUIN",29043,25519,55704,32185,19755,2548,1982,2174,1833,705,559,499,820,371,178,3754,1313,3232,2399,2064,7582,2595,3022,1427,554,12930,5229,6742,3445,1397
"G0600790","1980","4","9","California","06",,"San Luis Obispo","079",,,,,,,,,,,,"SAN LUIS OBISPO",8500,9862,29007,21233,16666,239,311,456,418,140,234,271,496,261,92,415,171,350,324,499,981,475,571,395,164,2120,1000,1770,1090,468
"G0600810","1980","4","9","California","06","7360","San Mateo","081",,,,,,"84",,,,,,"SAN MATEO",24005,28674,101720,77977,80289,2406,2831,5708,5134,2780,186,245,394,325,173,3801,2476,8331,8005,12300,3603,1613,3086,2066,949,8844,5086,11334,7636,3853
"G0600830","1980","4","9","California","06","7480","Santa Barbara","083",,,,,,,,,,,,"SANTA BARBARA",13290,14033,47639,38740,41110,451,527,1325,1236,454,205,345,451,513,163,1097,497,1437,993,1089,4512,1866,2453,1414,612,9146,4190,6559,3643,1665
