GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DHY001,DHY002,DHY003,DHY004,DHY005,DHY006,DHY007,DHY008,DHY009,DHY010,DHY011,DHY012,DHY013,DHY014,DHY015,DHY016,DHY017,DHY018,DHY019,DHY020,DHY021,DHY022,DHY023,DHY024,DHY025,DHY026,DHY027,DHY028,DHY029,DHY030,DHY031,DHY032,DHY033,DHY034,DHY035,DHY036,DHY037,DHY038,DHY039,DHY040
"G1801310","1980","A","2","3","Indiana","18",,"Pulaski","131",,,,,,,,,,,,"02",,,,,"PULASKI",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,"1",,,,,4,3217,165,1215,0,2089,110,2788,0,13,0,4,0,6,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,18,0,0,0,0,0,0,0,0
"G1801330","1980","A","2","3","Indiana","18",,"Putnam","133",,,,,,,,,,,,"05",,,,,"PUTNAM",,,,"1",,,,,,,,,,,,,,,,,,,,"1","1",,,19,6965,446,3517,0,4644,276,6316,0,67,23,250,0,60,2,43,0,0,0,0,0,0,0,0,0,8,0,2,0,36,2,7,0,0,0,0,0,0,0,0
"G1801350","1980","A","2","3","Indiana","18",,"Randolph","135",,,,,,,,,,,,"04",,,,,"RANDOLPH",,,"1",,,,,,,,,"1","1",,,,,"1",,,,,"1",,"1",,,2,7543,676,2211,0,4792,548,6146,0,0,0,0,0,0,0,0,0,6,6,0,0,10,6,2,0,6,2,17,0,17,0,14,0,0,0,0,0,0,0,0
"G1801370","1980","A","2","3","Indiana","18",,"Ripley","137",,,,,,,,,,,,"08",,,,,"RIPLEY",,,"1","1",,,,,,,,,,,,,,"1","1",,,,,"1","1",,,0,6012,336,2127,3,3731,252,5042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,11,0,2,0,0,0,0,0,0,0,0
"G1801390","1980","A","2","3","Indiana","18",,"Rush","139",,,,,,,,,,,,"05",,,,,"RUSH",,,,"1","1",,,,,"1","1",,,"1",,,"1","1",,"1",,,"1","1",,"1",,1,4572,347,1821,2,3058,273,4003,0,17,0,19,0,19,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1801410","1980","A","2","3","Indiana","18","7800","St Joseph","141",,,,,,,,,,,,"B",,,,,"ST. JOSEPH",,,,,,,,,,,,,,,,,,,,,,,,,,,,124,56715,4205,19013,11,41437,2936,43237,7,3531,871,1766,0,3758,944,3466,0,74,22,25,0,71,8,99,0,327,8,187,0,266,22,224,0,304,76,113,0,158,21,233
"G1801430","1980","A","2","3","Indiana","18",,"Scott","143",,,,,,,,,,,,"08",,,,,"SCOTT",,,"1","1",,,,,,"1","1",,,,,,,,,,,,"1","1",,,,6,4327,651,1976,0,2775,434,4264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,16,0,4,0,0,0,0,0,0,0,0
"G1801450","1980","A","2","3","Indiana","18","3480","Shelby","145",,,,,,"44",,,,,,"05",,,,,"SHELBY",,,,,,,,,,,,,,,,,,,"1",,,,,"1","1",,,25,10232,749,2655,7,7267,491,7267,0,35,40,49,0,34,27,34,0,15,2,10,0,10,0,2,0,9,0,4,0,6,0,29,6,5,0,2,0,6,0,7
"G1801470","1980","A","2","3","Indiana","18",,"Spencer","147",,,,,,,,,,,,"06",,,,,"SPENCER",,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,,"1","1","1",,10,5012,351,1815,0,2579,297,4141,0,32,11,25,0,17,0,21,0,0,0,0,0,0,0,0,0,8,0,7,0,8,0,17,0,0,0,0,0,0,0,0
"G1801490","1980","A","2","3","Indiana","18",,"Starke","149",,,,,,,,,,,,"02",,,,,"STARKE",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,"1","1",,,6,4760,713,2107,0,3038,356,4706,0,4,6,7,0,4,4,10,0,15,2,0,0,10,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1801510","1980","A","2","3","Indiana","18",,"Steuben","151",,,,,,,,,,,,"03",,,,,"STEUBEN",,,,,,,,,,,,,,,,,,"1",,"1",,,,"1",,"1",,0,6174,540,2424,0,4367,396,4418,0,24,0,35,0,5,0,11,0,6,3,0,0,14,0,13,0,18,0,17,0,5,0,18,0,5,6,45,0,14,0,18
"G1801530","1980","A","2","3","Indiana","18","8320","Sullivan","153",,,,,,,,,,,,"06",,,,,"SULLIVAN",,,"1",,"1",,,,,"1",,"1",,,,,,"1","1",,,,"1","1",,"1",,14,4819,463,2082,0,2977,209,5337,0,0,0,0,0,0,0,0,0,6,0,4,0,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1801550","1980","A","2","3","Indiana","18",,"Switzerland","155",,,,,,,,,,,,"08",,,,,"SWITZERLAND",,,"1","1","1",,,,,"1","1","1",,,,,"1","1","1","1",,,,,,,,0,1532,174,897,0,1068,103,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1801570","1980","A","2","3","Indiana","18","3920","Tippecanoe","157",,,,,,,,,,,,"09",,,,,"TIPPECANOE",,,,,,,,,,,,,,,,,,,,,,,,,,,,132,30658,1599,14564,12,23835,1104,21800,0,419,50,360,0,347,31,414,0,32,2,21,0,31,5,26,0,508,5,240,0,275,5,333,0,81,2,85,0,77,14,44
"G1801590","1980","A","2","3","Indiana","18","3850","Tipton","159",,,,,,,,,,,,"05",,,,,"TIPTON",,,,"1",,,,,,,"1","1","1",,,,,"1",,,,,,"1","1","1",,3,4183,409,1300,0,2794,267,3421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,8,0,0,0,0,0,0,0,0
"G1801610","1980","A","2","3","Indiana","18",,"Union","161",,,,,,,,,,,,"04",,,,,"UNION",,,"1","1","1","1",,,,"1","1","1",,"1",,,"1","1","1","1",,"1",,,"1","1",,6,1738,106,540,0,1130,63,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1801630","1980","A","2","3","Indiana","18","2440","Vanderburgh","163",,,,,,,,,,,,"E",,,,,"VANDERBURGH",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,30,40633,2663,12729,7,31256,1567,32460,13,2063,390,1138,0,2083,180,2322,0,56,20,44,0,45,0,59,0,115,0,82,0,91,12,120,0,19,7,22,0,12,0,21
"G1801650","1980","A","2","3","Indiana","18","8320","Vermillion","165",,,,,,,,,,,,"09",,,,,"VERMILLION",,,"1","1",,,,,,"1","1","1","1","1",,,"1","1","1","1",,"1",,,"1","1",,19,4191,402,1791,0,2722,242,4325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,15,0,0,0,0,0,0,0,0
"G1801670","1980","A","2","3","Indiana","18","8320","Vigo","167",,,,,,,,,,,,"G",,,,,"VIGO",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,48,25844,2026,10897,2,20253,1136,22083,11,961,157,1241,0,1090,162,937,0,35,9,30,0,72,0,42,2,185,0,77,0,169,7,138,0,25,0,44,0,36,7,152
"G1801690","1980","A","2","3","Indiana","18",,"Wabash","169",,,,,,,,,,,,"09",,,,,"WABASH",,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,13,9388,587,2698,0,7257,606,6506,0,22,0,49,0,18,0,19,0,41,12,0,0,5,5,27,0,26,6,0,0,21,0,7,0,22,0,2,0,0,0,8
"G1801710","1980","A","2","3","Indiana","18",,"Warren","171",,,,,,,,,,,,"09",,,,,"WARREN",,,"1","1","1",,,,,"1","1",,,,,"1","1",,,"1",,"1",,"1",,"1",,3,2378,98,724,2,1494,93,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1801730","1980","A","2","3","Indiana","18","2440","Warrick","173",,,,,,,,,,,,"06",,,,,"WARRICK",,,,"1",,,,,,,"1",,"1",,,,,,,,,,,"1",,"1",,2,11012,554,2668,0,6487,405,8108,0,57,0,32,0,49,5,51,0,0,0,0,0,0,0,0,0,29,0,12,0,41,0,39,0,0,0,0,0,0,0,0
"G1801750","1980","A","2","3","Indiana","18",,"Washington","175",,,,,,,,,,,,"07",,,,,"WASHINGTON",,,"1","1","1",,,,,"1",,"1",,,,,"1","1",,,,,,,,,,15,5015,527,2055,0,3298,516,4411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1801770","1980","A","2","3","Indiana","18",,"Wayne","177",,,,,,,,,,,,"04",,,,,"WAYNE",,,,,,,,,,,,,,,,,,,,,,,,,,,,33,17360,1858,5733,0,12459,1330,15071,4,657,187,391,0,637,129,638,0,24,12,14,0,12,10,24,0,25,12,13,0,34,5,33,0,34,5,0,0,9,0,0
"G1801790","1980","A","2","3","Indiana","18","2760","Wells","179",,,,,,,,,,,,"03",,,,,"WELLS",,,,"1",,,,,,,"1","1",,,,,,"1","1",,,,,,,,,12,6705,471,1644,0,4890,298,4502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,11,0,0,0,0,0,0,0,0
"G1801810","1980","A","2","3","Indiana","18",,"White","181",,,,,,,,,,,,"09",,,,,"WHITE",,,,"1",,,,,,,"1",,"1",,,,,,,,,,,"1",,"1",,6,5944,393,2074,0,4089,375,4720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,20,0,12,0,0,0,0,0,0,0,0
"G1801830","1980","A","2","3","Indiana","18",,"Whitley","183",,,,,,,,,,,,"03",,,,,"WHITLEY",,,"1",,"1",,,,,"1",,"1","1",,,,"1","1",,,,,,,"1","1",,0,6726,700,1753,0,4764,384,4732,0,0,0,0,0,0,0,0,0,16,4,2,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900010","1980","A","2","4","Iowa","19",,"Adair","001",,,,,,,,,,,,"03",,,,,"ADAIR",,,,"1","1",,,,,,"1","1","1",,,"1",,,,,,,,"1","1","1",,0,2472,104,944,0,1494,60,2186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900030","1980","A","2","4","Iowa","19",,"Adams","003",,,,,,,,,,,,"03",,,,,"ADAMS",,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,2,1519,57,598,0,1118,18,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900050","1980","A","2","4","Iowa","19",,"Allamakee","005",,,,,,,,,,,,"04",,,,,"ALLAMAKEE",,,,"1","1",,,,"1",,,,"1",,,"1",,,,,,"1",,,,"1",,0,3677,355,1391,0,2582,113,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900070","1980","A","2","4","Iowa","19",,"Appanoose","007",,,,,,,,,,,,"03",,,,,"APPANOOSE",,,,,"1",,,,,,"1",,"1",,,,,"1","1",,,,,,"1",,,0,3214,442,1783,0,2323,228,3688,0,18,0,0,0,28,0,20,0,12,0,3,0,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900090","1980","A","2","4","Iowa","19",,"Audubon","009",,,,,,,,,,,,"01",,,,,"AUDUBON",,"1",,,"1","1",,,"1",,,"1",,"1",,"1",,,"1","1",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900110","1980","A","2","4","Iowa","19",,"Benton","011",,,,,,,,,,,,"05",,,,,"BENTON",,,"1",,,,,,,,"1","1",,,,,,"1","1",,,"1",,"1",,,,2,6178,311,1978,0,4033,191,4821,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,27,0,6,0,0,0,9,0,2,0,0,0,0,0,0,0,0
"G1900130","1980","A","2","4","Iowa","19","8920","Black Hawk","013",,,,,,,,,,,,"E",,,,,"BLACK HAWK",,,,,,,,,,,,,,,,,,,,,,,,,,,,31,34469,1665,10372,0,24648,1514,25040,0,1524,278,748,0,1294,240,1423,0,52,0,28,0,53,0,77,0,161,0,23,0,111,0,130,0,69,11,3,0,27,6,36
"G1900150","1980","A","2","4","Iowa","19",,"Boone","015",,,,,,,,,,,,"02",,,,,"BOONE",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,"1","1",,,,3,6503,359,2658,5,4800,193,5602,0,8,0,50,0,2,0,27,0,0,0,0,0,0,0,0,0,3,0,5,0,26,0,11,0,0,0,0,0,0,0,0
"G1900170","1980","A","2","4","Iowa","19",,"Bremer","017",,,,,,,,,,,,"04",,,,,"BREMER",,,"1","1",,,,,,"1",,,"1",,,,,"1",,,,,"1","1",,,,16,6476,255,2150,0,4112,233,5159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,34,0,0,0,0,0,0,0,0
"G1900190","1980","A","2","4","Iowa","19",,"Buchanan","019",,,,,,,,,,,,"04",,,,,"BUCHANAN",,,,,,,,,,"1",,,"1",,,,"1",,"1",,,,,,"1","1",,0,5697,302,1875,0,3384,197,4621,0,0,0,15,0,0,0,2,0,0,0,15,0,0,0,0,0,8,0,6,0,2,0,11,0,3,2,0,0,10,0,5
"G1900210","1980","A","2","4","Iowa","19",,"Buena Vista","021",,,,,,,,,,,,"01",,,,,"BUENA VISTA",,,"1","1",,,,,,"1",,"1",,,,,,,,,,,"1",,"1",,,0,5529,160,1991,0,3731,146,4538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,21,0,0,0,0,0,0,0,0
"G1900230","1980","A","2","4","Iowa","19",,"Butler","023",,,,,,,,,,,,"04",,,,,"BUTLER",,,"1","1",,,,,,"1","1","1","1",,,,"1","1",,,,"1",,,"1",,,2,4481,256,1667,0,2663,122,3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,2,19,0,0,0,0,0,0,0,0
"G1900250","1980","A","2","4","Iowa","19",,"Calhoun","025",,,,,,,,,,,,"02",,,,,"CALHOUN",,,"1","1","1",,,,,,"1",,"1",,,,,,"1",,,,,"1","1","1",,0,3273,126,1460,0,1973,77,3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900270","1980","A","2","4","Iowa","19",,"Carroll","027",,,,,,,,,,,,"01",,,,,"CARROLL",,,,,"1",,,,,,"1","1",,,,"1",,"1",,,,,,"1","1",,,7,5930,173,1776,0,4062,117,4511,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900290","1980","A","2","4","Iowa","19",,"Cass","029",,,,,,,,,,,,"01",,,,,"CASS",,,"1","1",,,,,,,"1","1",,"1",,,,"1","1","1",,"1",,,"1",,,0,4289,353,1533,0,3135,130,3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,2,0,19,0,0,0,0,0,0,0,0
"G1900310","1980","A","2","4","Iowa","19",,"Cedar","031",,,,,,,,,,,,"06",,,,,"CEDAR",,,"1",,,,,,,,"1",,"1",,,,,"1","1",,,,,"1","1",,,5,5004,177,1528,0,3241,121,3758,0,0,0,0,0,0,0,0,0,6,2,2,0,14,0,3,0,17,0,4,0,9,0,15,0,0,0,0,0,0,0,0
"G1900330","1980","A","2","4","Iowa","19",,"Cerro Gordo","033",,,,,,,,,,,,"04",,,,,"CERRO GORDO",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,19,12079,934,4066,0,9829,517,9678,0,19,12,25,0,6,0,22,0,13,13,0,0,11,0,20,0,17,5,16,0,28,0,19,0,70,18,32,0,20,11,55
"G1900350","1980","A","2","4","Iowa","19",,"Cherokee","035",,,,,,,,,,,,"01",,,,,"CHEROKEE",,,,"1","1",,,,"1",,"1",,,,,"1",,"1",,"1",,,,,,"1",,4,4353,190,1414,0,2624,102,3652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900370","1980","A","2","4","Iowa","19",,"Chickasaw","037",,,,,,,,,,,,"04",,,,,"CHICKASAW",,,"1","1","1","1",,,,,,,,"1",,,,,,"1",,,,,,,,2,3901,257,1334,0,2430,165,3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900390","1980","A","2","4","Iowa","19",,"Clarke","039",,,,,,,,,,,,"03",,,,,"CLARKE",,,,,"1","1",,,,,,"1","1","1",,,,,,"1",,,,,"1",,,0,2060,156,936,0,1444,84,1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900410","1980","A","2","4","Iowa","19",,"Clay","041",,,,,,,,,,,,"02",,,,,"CLAY",,,,,,,,,,,"1",,"1",,,,,"1","1","1",,,,,"1",,,8,5127,271,1458,0,3622,176,3904,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,5,0,16,8,14,0,18,0,16,0,5,15,0,0,0,0,0
"G1900430","1980","A","2","4","Iowa","19",,"Clayton","043",,,,,,,,,,,,"04",,,,,"CLAYTON",,,"1",,,,,,,"1",,"1",,,,,"1",,"1",,,,,"1","1","1",,4,5388,374,1938,0,3483,169,4238,0,0,0,0,0,0,0,0,0,6,17,12,0,18,0,13,0,10,0,1,0,20,0,5,0,0,0,0,0,0,0,0
"G1900450","1980","A","2","4","Iowa","19",,"Clinton","045",,,,,,,,,,,,"06",,,,,"CLINTON",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,,,,,,31,15000,617,4208,0,10070,639,11251,0,118,10,43,0,104,3,45,0,0,0,0,0,0,0,0,0,57,0,4,0,45,8,49,0,0,0,0,0,0,0,0
"G1900470","1980","A","2","4","Iowa","19",,"Crawford","047",,,,,,,,,,,,"01",,,,,"CRAWFORD",,,"1","1",,,,,,,,"1","1",,,,,,"1",,,"1",,,"1",,,0,5023,254,1490,2,2965,89,4027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,0,8,0,22,0,0,0,0,0,0,0,0
"G1900490","1980","A","2","4","Iowa","19",,"Dallas","049",,,,,,,,,,,,"02",,,,,"DALLAS",,,"1","1","1",,,,,"1",,"1","1",,,,,"1","1",,,,"1",,,"1",,3,7596,515,2218,0,5595,177,5597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900510","1980","A","2","4","Iowa","19",,"Davis","051",,,,,,,,,,,,"03",,,,,"DAVIS",,"1",,,"1","1",,,,,,,,"1",,,,,,"1",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900530","1980","A","2","4","Iowa","19",,"Decatur","053",,,,,,,,,,,,"03",,,,,"DECATUR",,,,"1","1",,,,,,"1",,"1","1",,,"1",,,"1",,,"1","1",,,,2,2192,160,1280,0,1707,85,2248,0,17,0,13,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900550","1980","A","2","4","Iowa","19",,"Delaware","055",,,,,,,,,,,,"04",,,,,"DELAWARE",,,"1","1",,,,,"1",,,"1",,"1",,,,,,,,"1",,,"1","1",,0,4835,243,1438,0,2992,86,3795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"G1900570","1980","A","2","4","Iowa","19",,"Des Moines","057",,,,,,,,,,,,"06",,,,,"DES MOINES",,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,15,11808,679,3327,0,8489,600,8947,0,145,29,126,0,164,48,129,0,12,6,4,0,16,17,0,0,25,0,8,0,2,0,62,0,66,4,12,0,34,0,18
"G1900590","1980","A","2","4","Iowa","19",,"Dickinson","059",,,,,,,,,,,,"02",,,,,"DICKINSON",,,"1","1","1",,,,,"1",,,"1","1",,"1","1",,,"1",,"1",,,,"1",,14,4064,244,1398,0,2763,193,3267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900610","1980","A","2","4","Iowa","19","2200","Dubuque","061",,,,,,,,,,,,"06",,,,,"DUBUQUE",,,,,,,,,,,,,,,,,,"1",,,,,,,"1",,,55,23890,1537,6419,8,17549,1006,17045,0,82,25,19,0,46,15,19,0,18,0,0,0,9,7,13,0,57,0,46,0,43,0,48,0,30,7,6,0,28,5,38
"G1900630","1980","A","2","4","Iowa","19",,"Emmet","063",,,,,,,,,,,,"02",,,,,"EMMET",,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,12,3405,215,1114,0,2145,133,2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,23,0,11,0,0,0,0,0,0,0,0
"G1900650","1980","A","2","4","Iowa","19",,"Fayette","065",,,,,,,,,,,,"04",,,,,"FAYETTE",,,,,,,,,,"1",,,"1",,,,"1",,"1",,,,,,"1","1",,8,6469,278,2422,0,4065,248,5410,0,10,0,20,0,0,0,12,0,0,0,0,0,0,0,0,0,21,0,3,0,8,0,12,0,16,0,15,0,7,0,18
"G1900670","1980","A","2","4","Iowa","19",,"Floyd","067",,,,,,,,,,,,"04",,,,,"FLOYD",,,"1","1",,,,,,,"1","1",,,,,,,"1",,,,,"1","1",,,13,4929,293,1642,3,3217,177,4309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"G1900690","1980","A","2","4","Iowa","19",,"Franklin","069",,,,,,,,,,,,"02",,,,,"FRANKLIN",,,"1","1",,,,,,,,"1","1",,,"1",,,,,,,,,"1",,,0,3390,159,1187,0,1980,67,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,12,5,0,0,0,0,0,0,0,0,0
"G1900710","1980","A","2","4","Iowa","19",,"Fremont","071",,,,,,,,,,,,"01",,,,,"FREMONT",,,"1","1","1","1",,,,"1","1","1","1",,,,"1","1","1","1",,"1",,,,"1",,7,2370,74,878,0,1583,68,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900730","1980","A","2","4","Iowa","19",,"Greene","073",,,,,,,,,,,,"02",,,,,"GREENE",,,"1","1",,"1",,,,,"1","1",,,,"1",,"1",,,,"1",,,"1",,,0,3052,180,1130,0,2149,113,2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,8,0,0,0,0,0,0,0,0
"G1900750","1980","A","2","4","Iowa","19",,"Grundy","075",,,,,,,,,,,,"05",,,,,"GRUNDY",,,,"1","1","1",,,"1",,,"1",,"1",,"1",,,"1","1",,,,,,"1",,3,3863,81,1221,0,2274,134,3224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900770","1980","A","2","4","Iowa","19",,"Guthrie","077",,,,,,,,,,,,"03",,,,,"GUTHRIE",,,"1","1","1",,,,,,"1","1",,,,"1",,,"1",,,,,"1","1",,,2,2885,200,1277,0,1891,98,2869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900790","1980","A","2","4","Iowa","19",,"Hamilton","079",,,,,,,,,,,,"02",,,,,"HAMILTON",,,"1","1",,"1",,,,"1",,"1","1",,,,"1",,"1","1",,,,,"1",,,5,4761,290,1510,0,3215,116,3676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,6,0,9,0,0,0,0,0,0,0,0
"G1900810","1980","A","2","4","Iowa","19",,"Hancock","081",,,,,,,,,,,,"02",,,,,"HANCOCK",,,,"1","1",,,,"1",,,,"1",,,"1",,,,,,,,,,"1",,0,3541,349,1161,0,2170,240,2868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900830","1980","A","2","4","Iowa","19",,"Hardin","083",,,,,,,,,,,,"02",,,,,"HARDIN",,,,"1","1",,,,,"1",,"1",,,,"1",,,"1",,,,"1",,"1",,,0,5616,336,2046,0,3660,168,4950,0,5,0,74,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900850","1980","A","2","4","Iowa","19",,"Harrison","085",,,,,,,,,,,,"01",,,,,"HARRISON",,,"1","1","1","1",,,"1","1",,,,"1",,"1","1",,,"1",,,,,,"1",,0,3911,228,1654,0,2504,121,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900870","1980","A","2","4","Iowa","19",,"Henry","087",,,,,,,,,,,,"05",,,,,"HENRY",,,,"1",,,,,,,"1",,"1",,,,,"1","1",,,,,"1","1",,,0,4626,375,1776,0,3532,197,3734,0,24,0,21,0,43,0,15,0,0,0,0,0,0,0,0,0,2,7,0,0,13,3,15,0,0,0,0,0,0,0,0
"G1900890","1980","A","2","4","Iowa","19",,"Howard","089",,,,,,,,,,,,"04",,,,,"HOWARD",,,"1","1","1","1",,,"1",,,"1",,"1",,"1",,,"1","1",,,,,,"1",,5,2726,181,1170,0,1704,71,2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900910","1980","A","2","4","Iowa","19",,"Humboldt","091",,,,,,,,,,,,"02",,,,,"HUMBOLDT",,,"1","1","1","1",,,,,,"1","1",,,,,,"1","1",,,,,"1",,,14,3202,189,1146,0,1874,97,2830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900930","1980","A","2","4","Iowa","19",,"Ida","093",,,,,,,,,,,,"01",,,,,"IDA",,,"1",,"1","1",,,"1","1",,,,,,,,,,,,"1","1",,,,,0,2333,69,854,0,1368,45,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
