GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DHY001,DHY002,DHY003,DHY004,DHY005,DHY006,DHY007,DHY008,DHY009,DHY010,DHY011,DHY012,DHY013,DHY014,DHY015,DHY016,DHY017,DHY018,DHY019,DHY020,DHY021,DHY022,DHY023,DHY024,DHY025,DHY026,DHY027,DHY028,DHY029,DHY030,DHY031,DHY032,DHY033,DHY034,DHY035,DHY036,DHY037,DHY038,DHY039,DHY040
"G4600130","1980","A","2","4","South Dakota","46",,"Brown","013",,,,,,,,,,,,"02",,,,,"BROWN",,,"1",,,,,,,,,"1","1",,,,,,,,,,,,"1",,,29,9511,413,2689,0,7684,253,6720,0,0,0,0,0,0,0,0,0,148,23,37,0,199,12,61,0,25,0,11,0,24,0,18,0,0,0,0,0,0,0,0
"G4600150","1980","A","2","4","South Dakota","46",,"Brule","015",,,,,,,,,,,,"03",,,,,"BRULE",,,"1",,"1",,,,,"1","1",,,,,"1",,"1",,,,,"1","1",,,,0,1417,47,322,0,987,15,882,0,0,0,0,0,0,0,0,0,38,14,14,0,36,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600170","1980","A","2","4","South Dakota","46",,"Buffalo","017",,,,,,,,,,,,"03",,,,,"BUFFALO",,,,,,"1",,,,,,,,,,,,,,,,,,,,,,0,139,5,41,0,85,8,90,0,0,0,0,0,0,0,0,0,138,57,139,0,108,41,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600190","1980","A","2","4","South Dakota","46",,"Butte","019",,,,,,,,,,,,"01",,,,,"BUTTE",,,,,"1",,,,,,,,,,,,,"1",,,,,,,,,,0,2128,117,711,0,1327,96,1638,0,0,0,0,0,0,0,0,0,28,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600210","1980","A","2","4","South Dakota","46",,"Campbell","021",,,,,,,,,,,,"02",,,,,"CAMPBELL",,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600230","1980","A","2","4","South Dakota","46",,"Charles Mix","023",,,,,,,,,,,,"03",,,,,"CHARLES MIX",,,,,"1",,,,,,"1","1",,"1",,,,"1","1","1",,,,"1","1",,,0,2166,23,685,0,1265,28,1680,0,0,0,0,0,0,0,0,0,187,38,226,0,181,32,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600250","1980","A","2","4","South Dakota","46",,"Clark","025",,,,,,,,,,,,"02",,,,,"CLARK",,,"1","1","1",,,,,,,,,,,,,,,,,,,,,,,0,1316,30,516,0,595,39,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600270","1980","A","2","4","South Dakota","46",,"Clay","027",,,,,,,,,,,,"05",,,,,"CLAY",,,,,,"1",,,,"1",,"1",,"1",,,,,,,,,"1",,"1","1",,14,3115,110,2188,0,2534,76,2836,0,13,7,12,0,5,0,6,0,64,13,59,0,33,9,64,0,0,0,12,0,19,0,6,0,0,0,0,0,0,0,0
"G4600290","1980","A","2","4","South Dakota","46",,"Codington","029",,,,,,,,,,,,"04",,,,,"CODINGTON",,,"1",,"1","1",,,,"1",,"1",,,,"1",,"1",,,,,"1",,"1",,,6,5239,317,1778,0,3873,241,3923,0,0,0,0,0,0,0,0,0,15,0,0,0,16,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600310","1980","A","2","4","South Dakota","46",,"Corson","031",,,,,,,,,,,,"01",,,,,"CORSON",,,,"1","1","1",,,,,"1","1",,,,,,"1","1",,,"1",,,"1",,,0,742,27,201,0,311,16,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600330","1980","A","2","4","South Dakota","46",,"Custer","033",,,,,,,,,,,,"01",,,,,"CUSTER",,,"1",,"1",,,,,,"1",,"1",,,,,"1",,,,,,,,,,4,1505,130,538,0,1031,87,1049,0,0,0,0,0,0,0,0,0,28,2,58,0,9,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600350","1980","A","2","4","South Dakota","46",,"Davison","035",,,,,,,,,,,,"03",,,,,"DAVISON",,,"1",,,,,,,"1",,,"1",,,,"1","1",,"1",,,,,"1",,,4,4516,182,1444,0,3491,94,3436,0,0,0,0,0,0,0,0,0,51,14,39,0,32,22,53,0,10,0,0,0,7,0,13,0,0,0,0,0,0,0,0
"G4600370","1980","A","2","4","South Dakota","46",,"Day","037",,,,,,,,,,,,"02",,,,,"DAY",,,"1",,,"1",,,,"1","1",,,,,,"1","1",,,,,,,,,,3,2028,115,798,2,1217,50,1675,0,0,0,0,0,0,0,0,0,40,13,60,0,29,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600390","1980","A","2","4","South Dakota","46",,"Deuel","039",,,,,,,,,,,,"04",,,,,"DEUEL",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,0,1391,60,555,0,665,32,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600410","1980","A","2","4","South Dakota","46",,"Dewey","041",,,,,,,,,,,,"01",,,,,"DEWEY",,,,,,"1",,,,,"1",,"1","1",,,,"1",,,,,,,,"1",,0,729,22,138,0,449,10,354,0,0,0,0,0,0,0,0,0,479,74,272,0,386,48,486,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,7
"G4600430","1980","A","2","4","South Dakota","46",,"Douglas","043",,,,,,,,,,,,"03",,,,,"DOUGLAS",,,,,,"1",,,,,,,,"1",,,,,,"1",,,,,,,,0,1097,21,385,0,578,14,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600450","1980","A","2","4","South Dakota","46",,"Edmunds","045",,,,,,,,,,,,"02",,,,,"EDMUNDS",,,"1","1","1","1",,,"1",,"1",,,,,"1",,"1",,,,,,,,,,4,1385,52,453,0,879,15,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600470","1980","A","2","4","South Dakota","46",,"Fall River","047",,,,,,,,,,,,"01",,,,,"FALL RIVER",,,"1",,"1",,,,,,,,,,,,"1",,,,,,,"1",,,,0,1897,27,1287,0,1355,47,1526,0,0,0,0,0,0,0,0,0,39,2,83,0,45,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600490","1980","A","2","4","South Dakota","46",,"Faulk","049",,,,,,,,,,,,"02",,,,,"FAULK",,,"1","1","1","1",,,"1",,"1",,,,,"1",,"1",,,,,,,,,,0,917,0,321,0,362,7,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600510","1980","A","2","4","South Dakota","46",,"Grant","051",,,,,,,,,,,,"04",,,,,"GRANT",,,"1","1","1",,,,,"1","1",,"1",,,,"1",,,,,"1",,"1",,,,0,2323,84,760,0,1443,57,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600530","1980","A","2","4","South Dakota","46",,"Gregory","053",,,,,,,,,,,,"03",,,,,"GREGORY",,,,"1","1","1",,,,,"1","1",,"1",,,,,,"1",,,,"1","1",,,3,1575,35,529,0,725,49,1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600550","1980","A","2","4","South Dakota","46",,"Haakon","055",,,,,,,,,,,,"01",,,,,"HAAKON",,,"1","1","1","1",,,,"1",,,"1","1",,"1","1",,,"1",,"1",,,,"1",,0,779,21,168,0,418,6,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600570","1980","A","2","4","South Dakota","46",,"Hamlin","057",,,,,,,,,,,,"04",,,,,"HAMLIN",,,"1","1","1","1",,,"1","1",,,,,,"1","1",,,,,,,,,,,0,1303,35,582,0,722,28,1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600590","1980","A","2","4","South Dakota","46",,"Hand","059",,,,,,,,,,,,"02",,,,,"HAND",,,,"1","1","1",,,"1",,,"1",,"1",,,,,,,,"1",,,"1","1",,2,1387,12,445,0,690,9,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600610","1980","A","2","4","South Dakota","46",,"Hanson","061",,,,,,,,,,,,"03",,,,,"HANSON",,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600630","1980","A","2","4","South Dakota","46",,"Harding","063",,,,,,,,,,,,"01",,,,,"HARDING",,"1",,"1",,"1",,,,,,,,"1",,,,,,,,,,,,"1",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600650","1980","A","2","4","South Dakota","46",,"Hughes","065",,,,,,,,,,,,"02",,,,,"HUGHES",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,"1","1",,,0,3703,142,701,6,3268,83,1750,0,0,0,0,0,0,0,0,0,74,32,96,0,125,42,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600670","1980","A","2","4","South Dakota","46",,"Hutchinson","067",,,,,,,,,,,,"03",,,,,"HUTCHINSON",,,"1",,"1",,,,,,"1","1",,"1",,,,"1","1","1",,"1",,"1",,,,0,2399,52,999,0,1540,13,2140,0,0,0,0,0,0,0,0,0,4,2,1,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600690","1980","A","2","4","South Dakota","46",,"Hyde","069",,,,,,,,,,,,"02",,,,,"HYDE",,,"1","1",,,,,,"1","1",,,,,"1",,"1",,,,,"1","1",,,,0,537,16,187,0,293,25,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600710","1980","A","2","4","South Dakota","46",,"Jackson","071",,,,,,,,,,,,"01",,,,,"JACKSON",,,"1","1",,"1",,,,"1","1",,,"1",,,,,,"1",,"1","1",,,"1",,0,535,10,166,0,283,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600730","1980","A","2","4","South Dakota","46",,"Jerauld","073",,,,,,,,,,,,"03",,,,,"JERAULD",,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600750","1980","A","2","4","South Dakota","46",,"Jones","075",,,,,,,,,,,,"01",,,,,"JONES",,"1",,"1",,"1",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600770","1980","A","2","4","South Dakota","46",,"Kingsbury","077",,,,,,,,,,,,"04",,,,,"KINGSBURY",,,"1","1","1","1",,,"1",,,"1",,,,,,,,,,"1",,,"1",,,2,1759,54,694,0,1053,38,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600790","1980","A","2","4","South Dakota","46",,"Lake","079",,,,,,,,,,,,"05",,,,,"LAKE",,,"1",,,"1",,,,,"1",,"1","1",,"1",,,,"1",,"1",,"1",,,,0,2714,102,1118,0,1736,98,2442,0,0,0,0,0,0,0,0,0,7,0,7,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600810","1980","A","2","4","South Dakota","46",,"Lawrence","081",,,,,,,,,,,,"01",,,,,"LAWRENCE",,,"1",,,,,,,,,"1","1",,,,,,,,,,,,"1",,,8,4452,443,1792,0,3186,252,3660,0,0,0,0,0,0,0,0,0,18,0,58,0,74,11,55,0,15,0,12,0,8,0,34,0,0,0,0,0,0,0,0
"G4600830","1980","A","2","4","South Dakota","46",,"Lincoln","083",,,,,,,,,,,,"05",,,,,"LINCOLN",,,,,"1","1",,,,,"1","1",,"1",,,,"1","1","1",,"1",,,"1",,,19,3693,158,1099,0,2335,57,2773,0,0,0,0,0,0,0,0,0,2,0,0,0,8,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600850","1980","A","2","4","South Dakota","46",,"Lyman","085",,,,,,,,,,,,"01",,,,,"LYMAN",,,"1",,"1","1",,,,,"1","1",,"1",,,,,,"1",,,,"1","1",,,0,789,41,305,0,387,12,627,0,0,0,0,0,0,0,0,0,130,22,78,0,115,21,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600870","1980","A","2","4","South Dakota","46",,"McCook","087",,,,,,,,,,,,"03",,,,,"MCCOOK",,,"1","1","1","1",,,"1",,,,"1","1",,,,,,,,"1",,,,"1",,0,1738,53,551,0,1047,54,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600890","1980","A","2","4","South Dakota","46",,"McPherson","089",,,,,,,,,,,,"02",,,,,"MCPHERSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1046,27,464,0,603,2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600910","1980","A","2","4","South Dakota","46",,"Marshall","091",,,,,,,,,,,,"02",,,,,"MARSHALL",,,,"1",,"1",,,,,"1",,"1","1",,,,,,"1",,,,"1",,,,0,1385,49,534,0,750,26,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600930","1980","A","2","4","South Dakota","46",,"Meade","093",,,,,,,,,,,,"01",,,,,"MEADE",,,,,,,,,,,,,,,,,"1",,,,,,,"1",,,,1725,4065,230,1383,104,2927,161,3275,278,7,0,0,27,32,5,43,14,25,14,44,0,39,0,30,7,7,0,12,6,24,0,37,32,8,0,0,0,18,0,0
"G4600950","1980","A","2","4","South Dakota","46",,"Mellette","095",,,,,,,,,,,,"01",,,,,"MELLETTE",,,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,0,414,17,115,0,205,6,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600970","1980","A","2","4","South Dakota","46",,"Miner","097",,,,,,,,,,,,"03",,,,,"MINER",,"1",,"1",,"1",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4600990","1980","A","2","4","South Dakota","46","7760","Minnehaha","099",,,,,,,,,,,,"05",,,,,"MINNEHAHA",,,,,,,,,,,,,,,,,,,,,,,,,,,,67,28911,1714,7333,5,23698,808,18567,6,64,16,20,0,38,0,40,0,93,44,171,0,114,36,136,0,103,14,10,0,46,6,69,0,44,2,13,0,29,3,22
"G4601010","1980","A","2","4","South Dakota","46",,"Moody","101",,,,,,,,,,,,"05",,,,,"MOODY",,,"1",,"1","1",,,,,"1","1",,"1",,,,,,"1",,,,"1","1",,,3,1706,51,573,0,964,45,1354,0,0,0,0,0,0,0,0,0,57,11,24,0,72,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601030","1980","A","2","4","South Dakota","46",,"Pennington","103",,,,,,,,,,,,"01",,,,,"PENNINGTON",,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,15421,1258,4822,271,12283,931,10699,272,81,13,25,20,105,46,37,35,431,205,279,3,385,147,672,3,49,5,44,3,107,12,71,64,106,8,35,3,80,6,85
"G4601050","1980","A","2","4","South Dakota","46",,"Perkins","105",,,,,,,,,,,,"01",,,,,"PERKINS",,,,,"1","1",,,,,,,,"1",,"1",,"1",,"1",,"1",,"1",,,,0,1446,19,285,0,830,24,947,0,0,0,0,0,0,0,0,0,15,4,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601070","1980","A","2","4","South Dakota","46",,"Potter","107",,,,,,,,,,,,"02",,,,,"POTTER",,"1",,"1",,"1",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601090","1980","A","2","4","South Dakota","46",,"Roberts","109",,,,,,,,,,,,"04",,,,,"ROBERTS",,,"1",,"1","1",,,,,"1","1",,"1",,,,"1","1","1",,,,,,,,0,2222,147,987,0,1363,44,1879,0,0,0,0,0,0,0,0,0,276,84,195,0,248,61,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601110","1980","A","2","4","South Dakota","46",,"Sanborn","111",,,,,,,,,,,,"03",,,,,"SANBORN",,,"1",,"1","1",,,,"1",,"1",,,,"1","1",,,,,"1",,,"1",,,0,824,25,395,0,310,12,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601130","1980","A","2","4","South Dakota","46",,"Shannon","113",,,,,,,,,,,,"01",,,,,"SHANNON",,,"1",,,,,,,,,,,,,,,,,"1",,,,,,,,0,253,3,47,0,179,10,102,0,0,0,0,0,0,0,0,0,1176,412,1319,0,974,194,1818,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601150","1980","A","2","4","South Dakota","46",,"Spink","115",,,,,,,,,,,,"02",,,,,"SPINK",,,"1",,,"1",,,,"1","1",,,"1",,"1","1",,,,,"1",,"1",,"1",,5,2255,90,1055,0,1432,47,2144,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601170","1980","A","2","4","South Dakota","46",,"Stanley","117",,,,,,,,,,,,"01",,,,,"STANLEY",,,,,,"1",,,,,,,,"1",,,,,,,,"1",,"1",,"1",,0,667,27,154,0,514,24,307,0,0,0,0,0,0,0,0,0,24,16,5,0,16,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601190","1980","A","2","4","South Dakota","46",,"Sully","119",,,,,,,,,,,,"02",,,,,"SULLY",,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,0,588,10,139,0,281,10,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601210","1980","A","2","4","South Dakota","46",,"Todd","121",,,,,,,,,,,,"01",,,,,"TODD",,,"1",,,"1",,,"1",,,,"1","1",,,,,,,,"1",,,,"1",,0,544,2,104,0,418,0,180,0,0,0,0,0,0,0,0,7,591,199,680,0,666,87,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601230","1980","A","2","4","South Dakota","46",,"Tripp","123",,,,,,,,,,,,"03",,,,,"TRIPP",,,,"1","1","1",,,,,,,,,,,,,,,,,,,,,,0,1936,31,514,0,1174,14,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601250","1980","A","2","4","South Dakota","46",,"Turner","125",,,,,,,,,,,,"05",,,,,"TURNER",,,,,,"1",,,"1",,"1",,,"1",,"1",,"1",,,,"1",,"1",,"1",,0,2525,65,938,0,1400,44,2165,0,0,0,0,0,0,0,0,0,3,2,2,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601270","1980","A","2","4","South Dakota","46",,"Union","127",,,,,,,,,,,,"05",,,,,"UNION",,,"1",,"1",,,,,"1",,"1","1",,,,"1","1","1","1",,,,"1","1","1",,0,2773,108,999,0,1653,98,2284,0,0,0,0,0,0,0,0,0,10,1,0,0,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601290","1980","A","2","4","South Dakota","46",,"Walworth","129",,,,,,,,,,,,"02",,,,,"WALWORTH",,,"1",,"1",,,,,,,,,,,"1",,"1",,,,,,,,,,0,1626,115,646,0,1137,63,1381,0,0,0,0,0,0,0,0,0,11,23,33,0,75,10,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4601350","1980","A","2","4","South Dakota","46",,"Yankton","135",,,,,,,,,,,,"05",,,,,"YANKTON",,,"1",,,,,,,"1",,"1",,"1",,,,,,"1",,,"1",,"1",,,0,5035,150,1388,0,4167,132,3210,0,0,0,0,0,0,0,0,0,68,0,70,0,72,15,48,0,7,2,0,0,27,9,5,0,0,0,0,0,0,0,0
"G4601370","1980","A","2","4","South Dakota","46",,"Ziebach","137",,,,,,,,,,,,"01",,,,,"ZIEBACH",,,,,"1","1",,,,,"1","1",,"1",,,,,,,,"1",,,"1","1",,0,307,2,75,0,177,0,139,0,0,0,0,0,0,0,0,0,218,34,115,0,158,20,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4700010","1980","A","3","6","Tennessee","47","3840","Anderson","001",,,,,,,,,,,,"D",,,,,"ANDERSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15787,1015,6469,0,11075,896,13770,0,552,63,179,0,525,63,371,0,48,3,24,0,58,0,40,0,144,0,26,0,52,2,134,0,30,0,0,0,5,0,0
"G4700030","1980","A","3","6","Tennessee","47",,"Bedford","003",,,,,,,,,,,,"05",,,,,"BEDFORD",,,,"1","1",,,,,"1",,"1",,,,,,,,,,,"1",,"1",,,20,6391,355,2153,0,4837,234,4857,0,654,66,200,0,626,71,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4700050","1980","A","3","6","Tennessee","47",,"Benton","005",,,,,,,,,,,,"02",,,,,"BENTON",,,,"1","1",,,,,"1","1",,,,,,"1","1",,,,,,,,,,0,3242,290,1697,0,2209,184,3535,0,63,18,33,0,58,16,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4700070","1980","A","3","6","Tennessee","47",,"Bledsoe","007",,,,,,,,,,,,"07",,,,,"BLEDSOE",,,,,"1",,,,,"1",,,"1",,,,,,,,,,"1",,,,,0,2009,238,1162,0,1540,112,1771,0,24,0,183,0,11,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4700090","1980","A","3","6","Tennessee","47","3840","Blount","009",,,,,,,,,,,,"D",,,,,"BLOUNT",,,,,,,,,,,,"1","1",,,,,,"1",,,,,,,,,101,18622,1348,7298,5,11910,940,17283,0,350,122,351,0,344,104,528,0,56,0,5,0,11,7,33,0,34,0,18,0,13,0,69,0,6,0,0,0,12,0,6
"G4700110","1980","A","3","6","Tennessee","47",,"Bradley","011",,,,,,,,,,,,"08",,,,,"BRADLEY",,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16287,1036,5080,5,11833,1066,12056,0,522,51,267,0,547,36,416,0,63,16,14,0,34,0,52,0,48,0,14,0,18,14,28,0,36,0,29,0,29,5,25
"G4700130","1980","A","3","6","Tennessee","47",,"Campbell","013",,,,,,,,,,,,"08",,,,,"CAMPBELL",,,,,"1",,,,,,"1","1",,,,,,"1","1",,,,,,,,,0,6621,1156,4185,0,4223,525,8785,0,35,11,8,0,19,0,56,0,15,0,12,0,7,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4700150","1980","A","3","6","Tennessee","47",,"Cannon","015",,,,,,,,,,,,"06",,,,,"CANNON",,,,"1","1",,,,,"1","1",,,,,,"1","1",,,,,,,,,,5,2468,160,972,2,1821,100,2034,0,51,6,34,0,37,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4700170","1980","A","3","6","Tennessee","47",,"Carroll","017",,,,,,,,,,,,"02",,,,,"CARROLL",,,,"1",,,,,,,"1",,"1",,,,,"1","1",,,,,"1","1",,,25,5633,453,2978,0,4526,410,5216,0,564,55,369,0,560,46,635,0,0,0,0,0,0,0,0,0,15,0,7,0,1,7,9,0,0,0,0,0,0,0,0
"G4700190","1980","A","3","6","Tennessee","47","3660","Carter","019",,,,,,,,,,,,"08",,,,,"CARTER",,,,,"1",,,,,,"1",,"1",,,,,,"1",,,,,"1",,"1",,16,11334,1327,5361,0,7994,737,11151,0,66,20,40,0,67,22,96,0,0,0,6,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4700210","1980","A","3","6","Tennessee","47","5360","Cheatham","021",,,,,,,,,,,,"04",,,,,"CHEATHAM",,,,"1","1",,,,,,,,,,,,,,,,,,"1","1",,,,42,5384,506,1579,0,3491,246,3868,0,135,15,90,0,103,11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4700230","1980","A","3","6","Tennessee","47",,"Chester","023",,,,,,,,,,,,"02",,,,,"CHESTER",,,"1",,"1",,,,,"1",,"1",,,,,,,,,,,"1",,"1",,,0,2645,152,1406,0,2132,145,2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4700250","1980","A","3","6","Tennessee","47",,"Claiborne","025",,,,,,,,,,,,"08",,,,,"CLAIBORNE",,,,,"1",,,,,,"1",,"1",,,,,"1","1",,,,"1",,"1","1",,17,4966,517,3060,0,3210,301,5684,0,59,6,62,0,43,7,103,0,8,0,25,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4700270","1980","A","3","6","Tennessee","47",,"Clay","027",,,,,,,,,,,,"06",,,,,"CLAY",,,"1","1",,"1",,,,"1","1",,,"1",,,,,,"1",,,"1","1",,,,0,1540,209,1035,0,1354,100,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
